onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	2	1.412	3
15	1	1	2	1	1	2	0.969	3
18	1	1	3	1	2	1	1.085	2
21	1	1	4	1	2	2	0.796	1
24	1	1	5	1	1	2	1.071	2
27	1	1	6	1	1	1	1.099	2
30	1	1	7	1	2	1	0.861	2
33	1	1	8	1	2	2	0.737	3
36	1	1	9	1	1	1	1.081	3
39	1	1	10	1	1	1	0.834	2
42	1	1	11	1	2	1	1.181	2
45	1	1	12	1	2	2	0.949	3
63	1	2	1	3	2	2	1.276	1
66	1	2	2	3	1	2	1.042	4
69	1	2	3	3	1	2	0.974	4
72	1	2	4	3	1	1	0.832	4
75	1	2	5	3	2	1	0.913	1
78	1	2	6	3	1	1	1.169	2
81	1	2	7	3	2	2	1.081	2
84	1	2	8	3	2	1	0.96	1
87	1	2	9	3	2	1	0.774	1
90	1	2	10	3	2	2	1.018	2
93	1	2	11	3	1	1	1.017	4
96	1	2	12	3	1	2	0.852	4
114	1	3	1	2	1	1	1.112	1
117	1	3	2	2	1	2	1.09	1
120	1	3	3	2	1	2	1.07	2
123	1	3	4	2	1	1	0.919	1
126	1	3	5	2	1	1	0.917	2
129	1	3	6	2	2	1	0.808	3
132	1	3	7	2	2	2	0.995	4
135	1	3	8	2	2	2	0.856	4
138	1	3	9	2	2	1	1.22	3
141	1	3	10	2	2	2	1.248	3
144	1	3	11	2	2	1	1.088	4
147	1	3	12	2	1	2	0.971	1
165	1	4	1	1	1	2	1.599	1
168	1	4	2	1	2	2	1.202	2
171	1	4	3	1	2	2	1.08	2
174	1	4	4	1	1	2	0.941	3
177	1	4	5	1	1	1	1.018	3
180	1	4	6	1	2	1	1.621	2
183	1	4	7	1	2	2	1.371	2
186	1	4	8	1	1	1	1.177	3
189	1	4	9	1	2	1	0.992	2
192	1	4	10	1	1	2	1.362	2
195	1	4	11	1	2	1	1.152	2
198	1	4	12	1	1	1	1.107	1
216	1	5	1	3	2	2	1.717	1
219	1	5	2	3	2	1	1.695	2
222	1	5	3	3	2	1	0.934	1
225	1	5	4	3	1	2	0.815	4
228	1	5	5	3	1	1	1.038	3
231	1	5	6	3	1	1	0.821	4
234	1	5	7	3	1	2	0.976	4
237	1	5	8	3	2	1	1.513	1
240	1	5	9	3	1	1	1.188	4
243	1	5	10	3	2	2	1.23	1
246	1	5	11	3	2	2	1.331	1
249	1	5	12	3	1	2	0.969	4
267	1	6	1	2	1	1	1.399	1
270	1	6	2	2	2	2	1.114	2
273	1	6	3	2	1	1	1.347	1
276	1	6	4	2	2	1	1.719	2
279	1	6	5	2	1	2	0.795	3
282	1	6	6	2	2	2	0.802	1
285	1	6	7	2	1	1	1.082	1
288	1	6	8	2	1	2	0.757	2
291	1	6	9	2	2	2	1.152	1
294	1	6	10	2	2	1	1.139	2
297	1	6	11	2	2	1	0.994	1
300	1	6	12	2	1	2	0.874	4
