onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	2	1.216	2
15	1	1	2	1	2	2	0.696	1
18	1	1	3	1	2	1	0.867	2
21	1	1	4	1	1	1	0.869	1
24	1	1	5	1	2	2	0.642	3
27	1	1	6	1	2	1	0.886	3
30	1	1	7	1	1	1	0.998	1
33	1	1	8	1	1	1	1.158	2
36	1	1	9	1	1	2	1.046	2
39	1	1	10	1	2	2	1.212	3
42	1	1	11	1	1	2	1.359	1
45	1	1	12	1	2	1	0.863	2
63	1	2	1	3	1	2	 n/a	 n/a
66	1	2	2	3	2	2	0.872	2
69	1	2	3	3	2	2	0.913	3
72	1	2	4	3	1	2	1.571	1
75	1	2	5	3	2	1	0.847	3
78	1	2	6	3	2	2	0.89	3
81	1	2	7	3	1	1	0.985	1
84	1	2	8	3	1	2	1.019	1
87	1	2	9	3	1	1	0.682	2
90	1	2	10	3	2	1	1.247	3
93	1	2	11	3	2	1	1.24	1
96	1	2	12	3	1	1	1.064	2
114	1	3	1	1	2	2	0.915	2
117	1	3	2	1	2	1	1.325	2
120	1	3	3	1	2	1	0.975	3
123	1	3	4	1	1	2	0.973	2
126	1	3	5	1	1	2	1.343	2
129	1	3	6	1	2	1	1.408	1
132	1	3	7	1	2	2	0.739	2
135	1	3	8	1	1	2	1.516	3
138	1	3	9	1	1	1	1.717	1
141	1	3	10	1	1	1	0.936	2
144	1	3	11	1	1	1	1.134	3
147	1	3	12	1	2	2	0.992	2
165	1	4	1	2	2	2	1.019	2
168	1	4	2	2	1	1	0.84	1
171	1	4	3	2	2	2	1.149	3
174	1	4	4	2	1	2	1.338	2
177	1	4	5	2	1	2	1.254	1
180	1	4	6	2	1	2	0.92	1
183	1	4	7	2	2	1	0.866	3
186	1	4	8	2	2	2	1.387	3
189	1	4	9	2	2	1	0.79	4
192	1	4	10	2	1	1	0.801	1
195	1	4	11	2	1	1	1.079	2
198	1	4	12	2	2	1	1.268	3
216	1	5	1	3	1	1	1.229	4
219	1	5	2	3	2	1	0.637	1
222	1	5	3	3	2	2	1.182	1
225	1	5	4	3	1	1	0.865	4
228	1	5	5	3	1	2	0.838	4
231	1	5	6	3	1	2	0.763	4
234	1	5	7	3	2	2	0.981	1
237	1	5	8	3	2	1	0.933	1
240	1	5	9	3	1	1	0.867	1
243	1	5	10	3	2	1	0.79	1
246	1	5	11	3	1	2	0.901	4
249	1	5	12	3	2	2	1.202	2
267	1	6	1	2	1	1	1.017	1
270	1	6	2	2	2	1	0.959	3
273	1	6	3	2	2	1	0.973	3
276	1	6	4	2	1	1	1.038	1
279	1	6	5	2	2	2	1.349	3
282	1	6	6	2	1	2	1.287	3
285	1	6	7	2	1	2	0.842	2
288	1	6	8	2	1	2	1.174	1
291	1	6	9	2	2	1	1.338	3
294	1	6	10	2	2	2	1.266	3
297	1	6	11	2	2	2	1.071	2
300	1	6	12	2	1	1	0.753	1
