onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	1	2	2.98	2	1	 n/a	 n/a
21	6	1	2	1	2	1	2.88	2	0	3	0.929
27	6	1	3	1	1	1	1.998	1	1	4	1.061
33	6	1	4	2	1	1	1.679	1	0	4	0.626
39	6	1	5	1	2	2	1.445	2	0	4	0.856
45	6	1	6	1	1	2	1.065	1	1	4	0.53
51	6	1	7	2	1	1	1.89	2	1	3	0.653
57	6	1	8	1	1	2	2.243	2	0	3	1.003
63	6	1	9	1	1	2	1.186	1	1	3	0.886
69	6	1	10	2	2	2	2.608	2	1	4	0.375
75	6	1	11	1	2	1	1.107	1	1	4	0.537
81	6	1	12	1	2	1	1.159	1	1	4	0.251
87	6	1	13	2	1	2	1.218	1	0	4	0.251
93	6	1	14	2	2	2	1.44	2	1	4	0.275
99	6	1	15	2	2	2	1.461	1	0	3	0.871
105	6	1	16	2	2	2	1.609	2	1	4	0.539
111	6	1	17	1	2	2	1.737	1	1	4	0.751
117	6	1	18	2	2	1	1.316	2	1	4	0.385
123	6	1	19	2	1	1	1.564	2	1	4	0.307
129	6	1	20	1	2	1	1.218	1	1	4	1.219
135	6	1	21	2	1	1	1.882	2	1	3	0.434
141	6	1	22	1	2	2	1.745	1	1	4	0.643
147	6	1	23	2	1	2	2.697	2	1	3	0.542
153	6	1	24	1	1	1	1.506	2	0	3	1.393
159	6	1	25	1	2	2	2.121	2	0	4	0.527
165	6	1	26	2	1	1	1.775	1	0	4	0.323
171	6	1	27	1	1	2	2.217	1	1	4	0.291
177	6	1	28	2	1	1	1.735	2	1	4	0.364
183	6	1	29	1	1	2	2.657	1	1	3	0.532
189	6	1	30	1	2	2	2.379	1	1	3	0.331
195	6	1	31	2	2	2	1.598	2	1	4	0.133
201	6	1	32	1	2	1	1.102	1	1	4	0.804
207	6	1	33	2	1	2	2.217	2	1	4	0.3
213	6	1	34	2	1	2	1.039	1	0	3	1.054
219	6	1	35	2	2	2	1.458	2	1	4	0.337
225	6	1	36	1	2	2	2.79	1	1	3	0.334
231	6	1	37	2	1	1	1.864	2	1	4	0.761
237	6	1	38	1	2	1	3.056	2	0	4	0.523
243	6	1	39	2	1	2	2.558	2	1	4	1.065
249	6	1	40	1	2	2	1.215	1	1	4	0.281
255	6	1	41	1	1	1	2.105	2	0	3	0.168
261	6	1	42	2	2	1	1.973	2	1	4	0.76
267	6	1	43	2	2	2	1.043	2	1	4	0.218
273	6	1	44	1	2	1	2.01	1	1	3	0.451
279	6	1	45	2	1	2	1.234	1	0	3	0.149
285	6	1	46	2	1	2	2.236	2	1	4	0.24
291	6	1	47	1	1	1	2.183	1	1	3	0.206
297	6	1	48	1	1	1	3.179	1	1	4	0.656
303	6	1	49	1	2	2	1.426	1	1	4	0.29
309	6	1	50	1	1	2	1.62	2	0	3	0.252
315	6	1	51	2	2	2	2.615	1	0	3	0.103
321	6	1	52	2	1	1	1.876	2	1	3	1.162
327	6	1	53	2	1	2	1.69	1	0	3	0.279
333	6	1	54	2	1	1	4.525	2	1	 n/a	 n/a
339	6	1	55	2	2	1	1.676	2	1	4	0.323
345	6	1	56	1	2	1	1.493	1	1	4	1.518
351	6	1	57	1	1	1	1.615	2	0	4	0.497
357	6	1	58	1	1	2	2.759	1	1	3	0.462
363	6	1	59	1	2	2	1.189	2	0	4	0.273
369	6	1	60	2	1	1	3.528	1	0	3	0.53
375	6	1	61	1	1	2	2.687	1	1	4	0.423
381	6	1	62	1	2	1	2.743	1	1	3	0.124
387	6	1	63	2	2	2	1.823	2	1	4	0.211
393	6	1	64	2	2	2	1.379	2	1	4	0.184
399	6	1	65	1	2	2	1.59	1	1	4	0.666
405	6	1	66	2	1	1	3.43	1	0	3	0.366
411	6	1	67	2	2	2	1.384	2	1	4	0.916
417	6	1	68	1	2	1	2.754	1	1	3	0.189
423	6	1	69	1	2	1	4.122	1	1	 n/a	 n/a
429	6	1	70	1	1	1	2.884	1	1	4	0.441
435	6	1	71	1	1	2	1.607	1	1	4	0.067
441	6	1	72	1	1	2	1.799	1	1	4	0.314
447	6	1	73	2	1	1	1.797	2	1	3	0.824
453	6	1	74	1	2	1	1.831	1	1	4	0.138
459	6	1	75	1	1	1	1.46	2	0	3	1.041
465	6	1	76	2	2	1	1.843	2	1	4	0.308
471	6	1	77	2	1	2	2.708	2	1	2	0.66
477	6	1	78	2	2	1	2.099	2	1	4	0.8
483	6	1	79	1	1	1	2.365	2	0	3	1.064
489	6	1	80	1	2	2	1.339	1	1	4	0.644
495	6	1	81	2	2	1	1.499	2	1	4	0.315
501	6	1	82	2	2	1	1.792	1	0	2	0.994
507	6	1	83	1	1	1	1.52	1	1	4	0.438
513	6	1	84	1	1	1	2.461	2	0	3	0.431
519	6	1	85	1	2	2	2.64	2	0	3	0.56
525	6	1	86	2	2	1	1.454	2	1	4	0.143
531	6	1	87	2	2	1	2.072	1	0	4	0.351
537	6	1	88	2	1	2	1.626	2	1	4	0.276
543	6	1	89	2	2	1	2.037	2	1	3	1.384
549	6	1	90	1	1	2	2.246	1	1	3	1.366
555	6	1	91	2	2	2	1.737	2	1	4	0.475
561	6	1	92	2	1	2	1.487	2	1	3	0.662
567	6	1	93	2	2	1	2.82	1	0	4	0.591
573	6	1	94	1	1	2	2.788	2	0	2	0.886
579	6	1	95	1	1	1	3.264	1	1	3	0.818
585	6	1	96	2	2	1	2.733	2	1	4	0.777
