onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	2	0.777	4
15	1	1	2	1	2	1	0.846	3
18	1	1	3	1	1	1	0.654	2
21	1	1	4	1	1	2	0.71	2
24	1	1	5	1	2	2	0.734	2
27	1	1	6	1	2	1	0.704	2
30	1	1	7	1	2	2	0.753	2
33	1	1	8	1	2	1	0.739	2
36	1	1	9	1	1	1	0.605	3
39	1	1	10	1	2	2	0.757	2
42	1	1	11	1	1	2	0.445	1
45	1	1	12	1	1	1	0.701	4
63	1	2	1	2	2	1	1.132	4
66	1	2	2	2	2	2	0.658	4
69	1	2	3	2	1	1	0.884	4
72	1	2	4	2	2	2	0.748	3
75	1	2	5	2	1	2	0.896	4
78	1	2	6	2	1	2	0.643	2
81	1	2	7	2	2	1	0.781	2
84	1	2	8	2	1	1	0.714	4
87	1	2	9	2	1	2	0.944	4
90	1	2	10	2	2	2	0.79	3
93	1	2	11	2	2	1	0.884	2
96	1	2	12	2	1	1	0.669	4
114	1	3	1	3	1	2	0.719	4
117	1	3	2	3	1	1	0.583	4
120	1	3	3	3	2	2	0.994	1
123	1	3	4	3	1	1	0.544	4
126	1	3	5	3	1	1	0.611	4
129	1	3	6	3	1	2	0.636	4
132	1	3	7	3	2	1	0.846	3
135	1	3	8	3	2	1	0.737	1
138	1	3	9	3	2	1	0.776	2
141	1	3	10	3	2	2	0.863	1
144	1	3	11	3	1	2	0.565	4
147	1	3	12	3	2	2	0.919	2
165	1	4	1	2	1	2	1.106	1
168	1	4	2	2	1	1	0.755	3
171	1	4	3	2	2	1	0.643	1
174	1	4	4	2	2	2	0.648	2
177	1	4	5	2	2	1	0.781	3
180	1	4	6	2	2	2	0.802	2
183	1	4	7	2	1	2	0.622	2
186	1	4	8	2	1	1	0.481	4
189	1	4	9	2	1	2	0.679	4
192	1	4	10	2	2	2	0.908	2
195	1	4	11	2	1	1	0.851	3
198	1	4	12	2	2	1	0.921	2
216	1	5	1	3	2	2	0.909	1
219	1	5	2	3	2	1	0.743	2
222	1	5	3	3	2	2	0.773	1
225	1	5	4	3	2	1	0.684	1
228	1	5	5	3	2	1	1.157	2
231	1	5	6	3	2	2	0.897	2
234	1	5	7	3	1	2	0.509	4
237	1	5	8	3	1	2	0.714	4
240	1	5	9	3	1	1	 n/a	 n/a
243	1	5	10	3	1	1	0.582	4
246	1	5	11	3	1	2	 n/a	 n/a
249	1	5	12	3	1	1	0.551	4
267	1	6	1	1	1	1	1.021	4
270	1	6	2	1	2	1	0.8	2
273	1	6	3	1	1	1	0.764	3
276	1	6	4	1	2	1	0.841	3
279	1	6	5	1	1	2	0.678	4
282	1	6	6	1	2	2	0.648	4
285	1	6	7	1	2	1	 n/a	 n/a
288	1	6	8	1	2	2	0.693	3
291	1	6	9	1	1	2	0.706	4
294	1	6	10	1	2	2	0.936	3
297	1	6	11	1	1	1	0.66	4
300	1	6	12	1	1	2	1.152	4
