onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	2	1	0.896	3
15	1	1	2	1	2	1	0.686	1
18	1	1	3	1	1	2	0.613	4
21	1	1	4	1	1	1	0.5	4
24	1	1	5	1	2	2	0.519	1
27	1	1	6	1	2	2	0.591	3
30	1	1	7	1	1	1	0.53	4
33	1	1	8	1	1	2	0.605	4
36	1	1	9	1	1	1	0.642	3
39	1	1	10	1	2	1	0.606	2
42	1	1	11	1	2	2	0.413	1
45	1	1	12	1	1	2	0.57	4
63	1	2	1	2	1	2	0.916	4
66	1	2	2	2	1	1	0.543	4
69	1	2	3	2	1	1	0.562	4
72	1	2	4	2	1	2	0.808	2
75	1	2	5	2	1	1	0.819	2
78	1	2	6	2	2	1	0.672	3
81	1	2	7	2	2	1	0.808	2
84	1	2	8	2	2	2	0.686	1
87	1	2	9	2	2	1	0.862	4
90	1	2	10	2	1	2	0.697	2
93	1	2	11	2	2	2	0.799	3
96	1	2	12	2	2	2	0.644	1
114	1	3	1	3	2	2	0.92	2
117	1	3	2	3	2	1	0.917	3
120	1	3	3	3	2	1	1.046	1
123	1	3	4	3	1	2	0.856	4
126	1	3	5	3	2	2	0.798	1
129	1	3	6	3	1	1	0.608	4
132	1	3	7	3	1	2	0.695	4
135	1	3	8	3	2	2	0.662	1
138	1	3	9	3	1	1	0.597	4
141	1	3	10	3	2	1	0.675	2
144	1	3	11	3	1	2	0.569	4
147	1	3	12	3	1	1	0.555	4
165	1	4	1	1	1	1	0.9	4
168	1	4	2	1	2	1	0.754	1
171	1	4	3	1	2	2	0.857	3
174	1	4	4	1	1	2	0.651	2
177	1	4	5	1	2	1	0.957	3
180	1	4	6	1	1	1	0.575	4
183	1	4	7	1	1	2	0.566	4
186	1	4	8	1	2	1	0.861	4
189	1	4	9	1	2	2	0.931	2
192	1	4	10	1	2	2	0.773	2
195	1	4	11	1	1	1	 n/a	 n/a
198	1	4	12	1	1	2	 n/a	 n/a
216	1	5	1	2	1	1	0.867	2
219	1	5	2	2	1	1	0.606	4
222	1	5	3	2	2	1	0.732	2
225	1	5	4	2	2	2	0.653	3
228	1	5	5	2	1	1	0.536	4
231	1	5	6	2	1	2	0.571	4
234	1	5	7	2	2	1	0.785	3
237	1	5	8	2	2	2	0.72	2
240	1	5	9	2	1	2	0.619	4
243	1	5	10	2	2	1	0.695	3
246	1	5	11	2	2	2	0.934	1
249	1	5	12	2	1	2	0.565	4
267	1	6	1	3	1	2	0.614	4
270	1	6	2	3	1	2	0.631	4
273	1	6	3	3	1	1	 n/a	 n/a
276	1	6	4	3	2	2	0.891	1
279	1	6	5	3	2	1	0.834	1
282	1	6	6	3	2	2	0.954	1
285	1	6	7	3	1	2	 n/a	 n/a
288	1	6	8	3	2	1	0.639	1
291	1	6	9	3	2	1	0.791	1
294	1	6	10	3	1	1	 n/a	 n/a
297	1	6	11	3	1	1	0.849	3
300	1	6	12	3	2	2	0.772	1
