onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	2	1	1.44	1	1	1	0.612
21	6	1	2	2	1	2	1.492	2	1	2	0.643
27	6	1	3	1	1	2	1.221	1	1	1	0.658
33	6	1	4	2	1	1	1.592	2	1	4	0.384
39	6	1	5	2	1	2	1.295	2	1	4	0.518
45	6	1	6	2	1	2	1.309	1	0	1	0.443
51	6	1	7	2	2	2	1.493	2	1	3	0.851
57	6	1	8	2	1	1	0.975	1	0	2	0.97
63	6	1	9	1	2	1	0.85	1	1	4	0.37
69	6	1	10	2	2	1	1.241	1	0	2	0.887
75	6	1	11	1	1	2	0.936	1	1	4	0.336
81	6	1	12	1	2	1	2.073	1	1	3	0.571
87	6	1	13	2	2	1	1.773	2	1	2	0.703
93	6	1	14	1	1	1	1.076	1	1	3	1.378
99	6	1	15	1	1	2	1.956	1	1	3	0.88
105	6	1	16	1	2	2	1.793	1	1	1	0.956
111	6	1	17	1	2	1	1.225	1	1	3	0.605
117	6	1	18	2	1	2	1.362	2	1	4	0.765
123	6	1	19	2	1	2	1.593	1	0	1	0.507
129	6	1	20	2	2	1	1.204	2	1	2	0.655
135	6	1	21	1	2	2	1.594	1	1	3	1.419
141	6	1	22	1	2	1	1.954	1	1	1	0.739
147	6	1	23	2	2	1	1.516	2	1	4	1.104
153	6	1	24	2	2	1	1.328	2	1	4	0.411
159	6	1	25	1	1	2	1.645	1	1	3	0.738
165	6	1	26	2	1	1	1.514	2	1	4	0.571
171	6	1	27	1	1	1	1.5	2	0	2	0.998
177	6	1	28	2	1	1	1.743	1	0	1	1.509
183	6	1	29	2	1	1	2.085	1	0	1	0.783
189	6	1	30	1	1	2	1.177	1	1	4	0.381
195	6	1	31	1	1	1	1.056	1	1	4	0.372
201	6	1	32	2	2	2	1.492	1	0	3	0.331
207	6	1	33	2	1	2	1.377	2	1	4	0.434
213	6	1	34	1	1	2	1.025	1	1	4	0.389
219	6	1	35	2	2	2	1.794	2	1	4	0.562
225	6	1	36	2	1	1	1.377	2	1	4	0.502
231	6	1	37	1	1	1	0.86	1	1	4	1.087
237	6	1	38	2	1	1	1.244	1	0	2	1.719
243	6	1	39	1	2	2	1.241	1	1	4	0.34
249	6	1	40	1	1	2	2.091	1	1	2	0.906
255	6	1	41	1	2	1	1.938	2	0	1	0.341
261	6	1	42	1	2	1	1.318	2	0	4	1.631
267	6	1	43	2	2	1	0.86	1	0	1	1.773
273	6	1	44	1	1	2	1.554	1	1	4	0.329
279	6	1	45	1	2	1	1.451	2	0	4	0.424
285	6	1	46	1	1	2	2.299	2	0	2	0.82
291	6	1	47	1	2	2	2.206	2	0	4	0.533
297	6	1	48	1	1	1	1.948	2	0	4	0.812
303	6	1	49	1	1	2	1.224	1	1	4	0.532
309	6	1	50	1	2	2	1.607	1	1	1	1
315	6	1	51	2	1	1	1.228	2	1	3	0.719
321	6	1	52	1	2	1	4.526	1	1	 n/a	 n/a
327	6	1	53	1	1	1	1.93	1	1	3	0.829
333	6	1	54	2	2	1	1.144	2	1	4	0.388
339	6	1	55	2	1	2	1.468	1	0	2	0.725
345	6	1	56	2	2	1	0.845	1	0	1	0.865
351	6	1	57	1	1	1	1.431	2	0	4	1.121
357	6	1	58	1	2	1	0.973	1	1	2	0.913
363	6	1	59	1	2	2	2.412	2	0	4	0.64
369	6	1	60	1	2	2	1.327	1	1	3	0.502
375	6	1	61	2	2	2	1.339	1	0	1	1.016
381	6	1	62	2	1	1	1.346	2	1	4	0.835
387	6	1	63	2	2	2	0.627	1	0	2	1.534
393	6	1	64	1	1	1	1.795	1	1	4	0.255
399	6	1	65	2	2	1	1.023	2	1	4	0.29
405	6	1	66	1	2	2	1.541	1	1	1	0.794
411	6	1	67	2	1	2	1.849	2	1	3	0.559
417	6	1	68	1	2	1	1.419	1	1	4	0.302
423	6	1	69	2	2	1	0.999	1	0	2	1.384
429	6	1	70	2	2	2	1.755	2	1	2	0.695
435	6	1	71	1	1	1	2.114	1	1	4	0.856
441	6	1	72	2	1	1	3.036	1	0	1	1.559
447	6	1	73	1	2	2	1.487	1	1	3	0.564
453	6	1	74	2	1	1	1.649	2	1	4	0.373
459	6	1	75	1	1	1	7	7	0	 n/a	 n/a
465	6	1	76	2	2	2	0.883	1	0	1	1.697
471	6	1	77	2	1	2	1.337	2	1	4	0.627
477	6	1	78	1	1	1	1.167	1	1	3	1.018
483	6	1	79	2	2	2	1.621	1	0	1	1.25
489	6	1	80	2	1	2	1.302	1	0	4	0.267
495	6	1	81	2	1	2	1.511	1	0	2	0.83
501	6	1	82	1	1	2	3.52	2	0	4	0.723
507	6	1	83	2	2	2	1.446	2	1	2	0.435
513	6	1	84	2	2	2	1.174	1	0	1	0.608
519	6	1	85	1	2	2	2.812	2	0	2	1.536
525	6	1	86	1	2	2	1.804	1	1	4	1.05
531	6	1	87	1	2	2	1.686	1	1	3	0.596
537	6	1	88	2	1	1	1.048	1	0	1	1.41
543	6	1	89	1	1	1	3.871	1	1	4	0.599
549	6	1	90	2	2	1	1.913	1	0	3	0.705
555	6	1	91	1	1	2	1.501	2	0	4	1.143
561	6	1	92	1	2	1	1.277	2	0	2	0.53
567	6	1	93	2	1	2	4.68	1	0	 n/a	 n/a
573	6	1	94	2	2	2	1.394	2	1	4	0.51
579	6	1	95	2	2	1	1.159	2	1	4	0.754
585	6	1	96	2	2	2	1.585	1	0	3	1.136
