onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	1	2	1.159	1	1	3	0.495
21	6	1	2	2	2	2	1.175	2	1	4	0.266
27	6	1	3	2	2	1	1.552	1	0	3	0.69
33	6	1	4	2	1	1	1.644	1	0	3	0.322
39	6	1	5	2	1	2	1.891	2	1	4	0.827
45	6	1	6	1	2	2	1.931	1	1	3	0.576
51	6	1	7	1	1	2	1.689	1	1	3	0.339
57	6	1	8	1	2	1	2.543	2	0	2	0.939
63	6	1	9	2	2	2	1.531	2	1	3	0.359
69	6	1	10	2	2	1	1.052	2	1	3	0.417
75	6	1	11	2	2	1	1.602	2	1	4	0.574
81	6	1	12	1	1	2	2.046	1	1	2	0.605
87	6	1	13	1	1	2	1.64	1	1	2	0.621
93	6	1	14	2	1	1	1.66	2	1	2	0.988
99	6	1	15	2	2	1	1.477	2	1	3	0.399
105	6	1	16	2	2	1	1.683	2	1	1	0.738
111	6	1	17	2	2	1	1.081	2	1	3	0.476
117	6	1	18	2	1	2	2.925	1	0	2	1.018
123	6	1	19	2	2	2	2.353	2	1	3	0.921
129	6	1	20	1	2	2	1.754	1	1	4	0.659
135	6	1	21	2	2	1	2.015	1	0	4	0.339
141	6	1	22	2	1	2	2.067	1	0	3	0.529
147	6	1	23	2	2	1	1.234	2	1	4	0.161
153	6	1	24	1	1	1	1.506	1	1	3	0.221
159	6	1	25	2	1	1	2.296	1	0	3	0.274
165	6	1	26	2	2	2	1.315	2	1	4	0.208
171	6	1	27	2	1	1	1.199	2	1	3	0.649
177	6	1	28	2	1	2	1.558	1	0	2	0.732
183	6	1	29	2	2	2	2.126	2	1	3	0.503
189	6	1	30	2	1	2	2.055	2	1	3	0.357
195	6	1	31	1	2	1	1.798	1	1	3	0.533
201	6	1	32	2	1	2	2.29	1	0	2	0.283
207	6	1	33	2	1	2	1.163	2	1	3	0.351
213	6	1	34	1	1	2	2.561	2	0	1	0.738
219	6	1	35	2	1	1	0.992	1	0	3	0.332
225	6	1	36	1	1	2	2.505	1	1	3	0.533
231	6	1	37	1	1	1	1.049	1	1	3	0.361
237	6	1	38	2	1	2	2.072	1	0	3	0.504
243	6	1	39	1	2	2	1.67	1	1	3	0.194
249	6	1	40	1	2	2	2.595	1	1	3	0.519
255	6	1	41	2	2	1	1.911	2	1	3	0.605
261	6	1	42	1	1	1	2.654	2	0	2	0.833
267	6	1	43	1	1	2	1.644	1	1	3	0.46
273	6	1	44	1	2	2	1.091	1	1	4	0.314
279	6	1	45	1	2	1	2.352	1	1	2	1.142
285	6	1	46	1	2	1	2.806	1	1	1	0.413
291	6	1	47	2	2	2	1.56	2	1	1	1.2
297	6	1	48	2	1	2	1.845	2	1	2	0.516
303	6	1	49	1	1	1	3.138	1	1	2	0.803
309	6	1	50	2	2	2	0.876	2	1	3	0.405
315	6	1	51	2	1	1	2.115	1	0	1	0.724
321	6	1	52	2	1	1	2.152	2	1	2	0.342
327	6	1	53	1	1	2	1.523	1	1	3	0.309
333	6	1	54	2	2	1	1.524	2	1	4	0.431
339	6	1	55	1	2	1	2.118	2	0	1	0.306
345	6	1	56	1	1	1	0.824	1	1	3	0.426
351	6	1	57	1	2	2	2.37	2	0	1	0.59
357	6	1	58	1	1	1	1.95	1	1	3	0.106
363	6	1	59	2	1	1	2.172	1	0	2	0.568
369	6	1	60	2	2	2	1.584	2	1	3	0.176
375	6	1	61	1	1	1	2.627	1	1	3	0.187
381	6	1	62	1	2	1	1.216	1	1	3	0.437
387	6	1	63	2	2	1	1.237	2	1	3	0.458
393	6	1	64	1	2	1	1.297	2	0	2	1.037
399	6	1	65	1	2	2	2.428	1	1	3	0.552
405	6	1	66	2	1	1	2.289	1	0	2	0.286
411	6	1	67	1	2	2	2.501	2	0	1	0.337
417	6	1	68	1	1	2	3.111	1	1	1	0.125
423	6	1	69	1	2	1	2.269	1	1	2	0.11
429	6	1	70	1	2	2	1.2	1	1	2	1.034
435	6	1	71	1	1	1	1.196	1	1	3	0.181
441	6	1	72	2	1	2	1.309	1	0	1	0.125
447	6	1	73	1	2	1	1.693	1	1	3	0.243
453	6	1	74	2	1	1	2.334	1	0	3	0.811
459	6	1	75	1	1	1	1.633	1	1	2	1.681
465	6	1	76	2	1	1	2.856	2	1	2	0.182
471	6	1	77	1	2	2	2.761	1	1	3	0.324
477	6	1	78	2	1	1	2.81	2	1	2	0.614
483	6	1	79	2	2	2	1.037	2	1	3	0.248
489	6	1	80	1	1	2	2.121	1	1	2	0.34
495	6	1	81	2	2	2	2.688	2	1	2	0.253
501	6	1	82	1	1	1	1.773	1	1	2	0.477
507	6	1	83	2	2	2	2.292	1	0	2	0.701
513	6	1	84	2	1	2	1.947	2	1	2	0.409
519	6	1	85	2	2	1	1.851	2	1	3	0.566
525	6	1	86	2	1	2	1.904	2	1	3	0.258
531	6	1	87	1	1	1	2.283	1	1	2	0.525
537	6	1	88	1	1	2	1.737	1	1	1	0.151
543	6	1	89	1	1	2	1.697	1	1	3	0.37
549	6	1	90	1	2	2	2.539	1	1	3	0.602
555	6	1	91	1	2	1	3.07	1	1	2	0.375
561	6	1	92	1	1	1	1.709	2	0	3	0.259
567	6	1	93	1	2	2	4.887	1	1	n/a	n/a
573	6	1	94	1	2	1	2.85	1	1	2	0.273
579	6	1	95	2	2	2	1.103	2	1	3	0.174
585	6	1	96	1	2	1	2.774	2	0	3	0.648
