onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	1	1.452	1
15	1	1	2	1	1	2	0.691	1
18	1	1	3	1	1	1	1.216	3
21	1	1	4	1	2	1	1.18	2
24	1	1	5	1	1	2	1.274	3
27	1	1	6	1	2	2	1.338	2
30	1	1	7	1	2	1	1.263	2
33	1	1	8	1	1	1	1.397	3
36	1	1	9	1	2	2	1.12	2
39	1	1	10	1	1	2	1.29	4
42	1	1	11	1	2	1	1.23	2
45	1	1	12	1	2	2	1.088	3
63	1	2	1	2	2	1	1.758	1
66	1	2	2	2	1	1	1.075	3
69	1	2	3	2	1	2	1.431	1
72	1	2	4	2	1	1	0.961	1
75	1	2	5	2	2	1	1.225	3
78	1	2	6	2	2	1	1.255	3
81	1	2	7	2	1	2	0.808	1
84	1	2	8	2	2	2	1.334	3
87	1	2	9	2	2	2	1.434	2
90	1	2	10	2	1	1	1.589	2
93	1	2	11	2	1	2	1.614	2
96	1	2	12	2	2	2	 n/a	 n/a
114	1	3	1	3	2	2	1.452	1
117	1	3	2	3	2	1	1.653	1
120	1	3	3	3	1	2	1.081	1
123	1	3	4	3	2	1	0.935	1
126	1	3	5	3	2	2	0.945	1
129	1	3	6	3	1	2	0.814	4
132	1	3	7	3	2	1	1.284	1
135	1	3	8	3	1	2	0.712	4
138	1	3	9	3	2	2	1.222	2
141	1	3	10	3	1	1	0.915	3
144	1	3	11	3	1	1	0.828	4
147	1	3	12	3	1	1	0.966	4
165	1	4	1	1	1	1	1.308	3
168	1	4	2	1	2	1	1.226	3
171	1	4	3	1	2	2	1.177	2
174	1	4	4	1	2	2	0.982	1
177	1	4	5	1	1	1	1.368	3
180	1	4	6	1	1	2	1.177	3
183	1	4	7	1	1	2	1.602	2
186	1	4	8	1	1	1	1.497	1
189	1	4	9	1	2	1	1.359	1
192	1	4	10	1	2	2	1.159	3
195	1	4	11	1	1	2	1.672	2
198	1	4	12	1	2	1	1.773	1
216	1	5	1	3	2	2	1.309	1
219	1	5	2	3	1	2	0.909	4
222	1	5	3	3	2	2	0.93	1
225	1	5	4	3	1	2	0.965	3
228	1	5	5	3	2	2	1.337	2
231	1	5	6	3	1	2	1.267	3
234	1	5	7	3	2	1	1.642	2
237	1	5	8	3	1	1	1.226	4
240	1	5	9	3	2	1	1.02	1
243	1	5	10	3	2	1	0.631	1
246	1	5	11	3	1	1	0.686	4
249	1	5	12	3	1	1	1.369	3
267	1	6	1	2	1	1	1.36	4
270	1	6	2	2	1	2	0.923	1
273	1	6	3	2	2	1	1.76	2
276	1	6	4	2	1	1	1.222	3
279	1	6	5	2	1	2	1.132	4
282	1	6	6	2	1	2	1.178	4
285	1	6	7	2	2	1	1.288	3
288	1	6	8	2	2	1	1.181	3
291	1	6	9	2	1	1	0.935	1
294	1	6	10	2	2	2	1.209	3
297	1	6	11	2	2	2	1.261	3
300	1	6	12	2	2	2	1.05	4
