onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	1	1.123	4
15	1	1	2	2	1	1	1.488	4
18	1	1	3	2	1	2	1.355	4
21	1	1	4	2	1	1	1.352	4
24	1	1	5	2	2	2	1.382	2
27	1	1	6	2	1	2	1.352	4
30	1	1	7	2	2	1	1.673	2
33	1	1	8	2	1	2	1.325	4
36	1	1	9	2	2	1	0.984	1
39	1	1	10	2	2	1	1.253	1
42	1	1	11	2	2	2	1.446	2
45	1	1	12	2	2	2	1.33	4
63	1	2	1	1	2	2	1.492	4
66	1	2	2	1	2	2	1.242	4
69	1	2	3	1	2	1	1.264	1
72	1	2	4	1	1	2	1.396	3
75	1	2	5	1	2	2	1.348	1
78	1	2	6	1	1	1	1.299	1
81	1	2	7	1	2	1	1.352	2
84	1	2	8	1	1	2	1.332	3
87	1	2	9	1	1	2	1.235	1
90	1	2	10	1	1	1	1.298	2
93	1	2	11	1	1	1	1.296	2
96	1	2	12	1	2	1	1.54	2
114	1	3	1	3	2	1	1.186	1
117	1	3	2	3	2	1	1.214	1
120	1	3	3	3	2	2	1.257	1
123	1	3	4	3	1	2	1.194	4
126	1	3	5	3	1	1	1.321	4
129	1	3	6	3	2	2	1.239	1
132	1	3	7	3	1	2	1.298	3
135	1	3	8	3	1	1	1.336	4
138	1	3	9	3	1	2	1.264	4
141	1	3	10	3	2	2	1.413	2
144	1	3	11	3	1	1	1.295	4
147	1	3	12	3	2	1	1.27	1
165	1	4	1	1	1	1	1.327	3
168	1	4	2	1	2	1	1.305	1
171	1	4	3	1	1	1	1.315	2
174	1	4	4	1	2	1	1.335	3
177	1	4	5	1	2	2	1.42	2
180	1	4	6	1	1	2	1.341	3
183	1	4	7	1	1	2	1.331	4
186	1	4	8	1	1	1	1.525	2
189	1	4	9	1	1	2	1.305	3
192	1	4	10	1	2	2	1.137	1
195	1	4	11	1	2	2	1.269	3
198	1	4	12	1	2	1	1.332	1
216	1	5	1	3	2	2	1.266	1
219	1	5	2	3	2	1	1.206	1
222	1	5	3	3	2	1	1.215	1
225	1	5	4	3	2	1	1.201	1
228	1	5	5	3	1	2	1.289	4
231	1	5	6	3	1	1	1.279	4
234	1	5	7	3	2	2	1.189	1
237	1	5	8	3	2	2	1.274	1
240	1	5	9	3	1	1	1.257	4
243	1	5	10	3	1	1	1.183	4
246	1	5	11	3	1	2	1.248	4
249	1	5	12	3	1	2	1.281	4
267	1	6	1	2	1	2	1.377	4
270	1	6	2	2	2	1	1.207	1
273	1	6	3	2	1	1	1.308	4
276	1	6	4	2	2	1	1.701	2
279	1	6	5	2	2	2	1.544	4
282	1	6	6	2	2	1	1.298	2
285	1	6	7	2	1	1	1.298	4
288	1	6	8	2	1	2	1.331	4
291	1	6	9	2	2	2	1.417	2
294	1	6	10	2	2	2	1.441	1
297	1	6	11	2	1	2	1.244	4
300	1	6	12	2	1	1	1.32	4
