onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	1	2	1.653	2	1	1	0.684
21	6	1	2	2	1	1	1.698	1	0	2	1.868
27	6	1	3	1	2	2	1.324	1	1	4	1.387
33	6	1	4	1	2	1	1.084	1	1	4	0.498
39	6	1	5	2	1	2	1.163	2	1	4	0.379
45	6	1	6	1	1	2	1.199	1	1	4	0.572
51	6	1	7	1	1	2	1.149	1	1	4	0.542
57	6	1	8	2	2	2	1.369	2	1	4	0.287
63	6	1	9	2	1	2	1.594	1	0	1	0.617
69	6	1	10	2	2	1	1.343	2	1	2	1.519
75	6	1	11	2	2	2	1.326	2	1	4	0.98
81	6	1	12	1	1	2	1.548	1	1	3	0.714
87	6	1	13	2	1	1	1.923	1	0	2	1.324
93	6	1	14	1	1	1	1.329	1	1	4	0.824
99	6	1	15	2	1	1	1.644	2	1	3	0.78
105	6	1	16	2	2	2	1.374	2	1	4	0.272
111	6	1	17	2	2	2	1.037	2	1	4	0.294
117	6	1	18	2	2	1	1.258	2	1	4	0.37
123	6	1	19	2	1	1	1.186	2	1	4	0.955
129	6	1	20	2	1	2	1.225	2	1	3	0.376
135	6	1	21	2	2	1	1.133	2	1	4	0.193
141	6	1	22	1	1	2	1.263	1	1	3	0.804
147	6	1	23	2	2	1	2.887	1	0	3	1.184
153	6	1	24	1	1	1	1.771	1	1	3	0.259
159	6	1	25	2	1	2	2.293	2	1	2	1.146
165	6	1	26	1	2	1	1.776	1	1	3	0.516
171	6	1	27	1	1	2	1.219	1	1	4	0.139
177	6	1	28	2	2	1	1.016	2	1	4	0.09
183	6	1	29	2	2	1	0.906	2	1	4	0.144
189	6	1	30	1	2	2	1.119	1	1	4	0.238
195	6	1	31	2	2	2	1.144	2	1	4	0.154
201	6	1	32	1	2	1	1.141	1	1	4	0.117
207	6	1	33	2	1	2	2.042	1	0	2	1.313
213	6	1	34	1	2	2	2.604	1	1	2	1.337
219	6	1	35	2	2	2	1.067	2	1	4	0.557
225	6	1	36	2	1	2	1.472	2	1	2	1.187
231	6	1	37	1	2	1	2.439	1	1	2	0.903
237	6	1	38	1	2	2	2.132	1	1	2	1.337
243	6	1	39	2	1	1	1.822	2	1	3	0.592
249	6	1	40	2	1	1	1.636	2	1	4	0.375
255	6	1	41	1	2	2	1.338	1	1	4	0.556
261	6	1	42	2	2	1	1.408	2	1	3	0.37
267	6	1	43	2	1	2	1.72	2	1	4	0.333
273	6	1	44	2	2	1	1.51	2	1	3	2.066
279	6	1	45	2	2	1	1.37	2	1	3	1.637
285	6	1	46	2	1	1	0.852	2	1	4	0.056
291	6	1	47	2	2	2	0.855	2	1	4	0.218
297	6	1	48	1	2	2	2.466	2	0	1	0.493
303	6	1	49	2	1	2	0.949	2	1	4	0.086
309	6	1	50	1	2	1	1.652	1	1	3	0.442
315	6	1	51	1	1	1	1.252	1	1	4	0.358
321	6	1	52	2	1	2	1.718	1	0	3	0.957
327	6	1	53	1	1	1	1.668	1	1	3	1.273
333	6	1	54	1	1	1	1.08	1	1	4	0.802
339	6	1	55	1	2	2	1.286	1	1	4	1.28
345	6	1	56	1	2	1	1.545	1	1	4	1.045
351	6	1	57	1	1	2	1.34	1	1	3	0.311
357	6	1	58	2	2	2	1.001	2	1	4	0.249
363	6	1	59	2	2	1	1.994	2	1	1	0.97
369	6	1	60	1	1	2	1.571	1	1	3	0.195
375	6	1	61	2	1	1	1.511	1	0	2	1.546
381	6	1	62	1	2	2	1.802	1	1	3	1.492
387	6	1	63	1	1	1	1.403	1	1	4	0.295
393	6	1	64	2	2	1	1.392	2	1	4	0.095
399	6	1	65	2	2	2	0.866	2	1	4	0.191
405	6	1	66	2	1	1	1.05	2	1	4	0.254
411	6	1	67	2	2	2	1.075	2	1	3	0.361
417	6	1	68	1	1	1	2.539	1	1	3	0.804
423	6	1	69	1	2	1	1.977	1	1	3	0.476
429	6	1	70	1	1	1	1.199	1	1	3	1.073
435	6	1	71	1	2	2	2.226	1	1	3	0.48
441	6	1	72	1	1	1	1.077	1	1	4	0.235
447	6	1	73	1	1	2	0.882	1	1	4	0.065
453	6	1	74	2	1	1	1.775	1	0	2	1.054
459	6	1	75	1	2	1	1.484	1	1	3	0.962
465	6	1	76	2	1	2	1.784	2	1	3	0.312
471	6	1	77	1	1	2	1.187	1	1	4	0.274
477	6	1	78	2	2	2	2.265	2	1	3	0.297
483	6	1	79	1	1	1	2.294	1	1	3	0.404
489	6	1	80	1	1	2	1.357	1	1	3	0.498
495	6	1	81	2	1	1	1.717	1	0	3	0.719
501	6	1	82	1	2	1	1.537	1	1	4	0.346
507	6	1	83	1	2	2	1.804	1	1	3	1.395
513	6	1	84	1	2	1	1.024	1	1	4	0.191
519	6	1	85	2	1	1	1.639	2	1	3	1.503
525	6	1	86	2	2	2	1.448	2	1	4	0.365
531	6	1	87	1	1	2	1.852	1	1	3	1.226
537	6	1	88	1	1	2	2.717	2	0	2	1.782
543	6	1	89	1	1	1	1.334	1	1	3	0.872
549	6	1	90	1	2	1	1.179	1	1	4	0.911
555	6	1	91	1	2	1	1.04	1	1	4	0.272
561	6	1	92	1	2	2	1.165	1	1	3	0.403
567	6	1	93	2	2	1	1.974	2	1	4	0.429
573	6	1	94	1	2	2	2.747	2	0	3	0.433
579	6	1	95	1	1	1	1.97	1	1	4	0.656
585	6	1	96	2	1	2	1.359	2	1	4	0.319
