onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	1	1.093	2
15	1	1	2	1	2	2	0.893	3
18	1	1	3	1	2	2	0.937	4
21	1	1	4	1	2	1	1.121	3
24	1	1	5	1	2	1	0.986	4
27	1	1	6	1	2	2	1.001	1
30	1	1	7	1	1	2	0.748	4
33	1	1	8	1	2	1	0.998	2
36	1	1	9	1	1	2	1.018	3
39	1	1	10	1	1	1	0.914	3
42	1	1	11	1	1	2	0.735	2
45	1	1	12	1	1	1	0.888	2
63	1	2	1	2	1	2	1.117	1
66	1	2	2	2	1	2	1.04	1
69	1	2	3	2	2	2	0.717	4
72	1	2	4	2	2	2	0.948	3
75	1	2	5	2	2	1	1.159	3
78	1	2	6	2	1	2	1.032	3
81	1	2	7	2	1	1	1.075	2
84	1	2	8	2	2	1	1.154	2
87	1	2	9	2	1	1	0.958	1
90	1	2	10	2	1	1	1.069	1
93	1	2	11	2	2	1	0.763	2
96	1	2	12	2	2	2	0.815	3
114	1	3	1	1	1	2	1.018	2
117	1	3	2	1	2	2	1.058	2
120	1	3	3	1	2	1	1.066	2
123	1	3	4	1	1	1	0.728	3
126	1	3	5	1	2	2	0.803	2
129	1	3	6	1	1	1	0.861	3
132	1	3	7	1	1	1	0.611	4
135	1	3	8	1	2	2	0.749	3
138	1	3	9	1	1	2	0.655	4
141	1	3	10	1	1	2	0.824	3
144	1	3	11	1	2	1	0.733	3
147	1	3	12	1	2	1	0.742	3
165	1	4	1	2	1	2	1.19	2
168	1	4	2	2	2	2	0.87	3
171	1	4	3	2	1	1	0.913	2
174	1	4	4	2	2	1	0.977	3
177	1	4	5	2	2	2	0.753	4
180	1	4	6	2	1	2	0.99	2
183	1	4	7	2	1	1	0.779	1
186	1	4	8	2	2	1	0.966	2
189	1	4	9	2	1	2	0.747	1
192	1	4	10	2	1	1	0.648	1
195	1	4	11	2	2	2	0.794	2
198	1	4	12	2	2	1	0.82	3
