onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	1	1.088	4
15	1	1	2	1	1	1	0.859	3
18	1	1	3	1	1	2	1.018	4
21	1	1	4	1	2	2	0.85	2
24	1	1	5	1	1	2	0.94	3
27	1	1	6	1	2	2	0.989	1
30	1	1	7	1	2	1	1.2	2
33	1	1	8	1	1	1	0.823	3
36	1	1	9	1	2	1	0.925	2
39	1	1	10	1	2	2	0.889	2
42	1	1	11	1	2	1	1.212	4
45	1	1	12	1	1	2	1.144	3
63	1	2	1	2	2	2	0.867	4
66	1	2	2	2	1	2	1.081	1
69	1	2	3	2	2	2	0.964	2
72	1	2	4	2	1	1	0.983	1
75	1	2	5	2	1	1	0.922	3
78	1	2	6	2	2	2	1.1	4
81	1	2	7	2	1	2	0.892	1
84	1	2	8	2	1	1	0.943	1
87	1	2	9	2	1	2	0.761	1
90	1	2	10	2	2	1	1.076	4
93	1	2	11	2	2	1	1.106	3
96	1	2	12	2	2	1	0.973	3
114	1	3	1	3	1	1	0.637	4
117	1	3	2	3	1	2	0.591	4
120	1	3	3	3	1	1	0.732	4
123	1	3	4	3	1	2	0.652	4
126	1	3	5	3	1	1	0.645	4
129	1	3	6	3	2	1	0.927	1
132	1	3	7	3	1	2	0.757	4
135	1	3	8	3	2	2	0.931	1
138	1	3	9	3	2	2	0.963	1
141	1	3	10	3	2	1	1.043	1
144	1	3	11	3	2	1	0.884	1
147	1	3	12	3	2	2	0.892	1
165	1	4	1	1	1	1	0.788	4
168	1	4	2	1	1	1	0.66	4
171	1	4	3	1	1	2	0.896	3
174	1	4	4	1	2	2	1.053	3
177	1	4	5	1	2	1	0.996	2
180	1	4	6	1	2	1	0.901	2
183	1	4	7	1	1	1	1.041	3
186	1	4	8	1	2	1	1.034	2
189	1	4	9	1	1	2	1.183	2
192	1	4	10	1	2	2	1.041	3
195	1	4	11	1	1	2	1.23	3
198	1	4	12	1	2	2	1.056	2
216	1	5	1	2	1	2	0.921	1
219	1	5	2	2	2	2	0.91	4
222	1	5	3	2	1	1	1.109	1
225	1	5	4	2	2	2	0.98	3
228	1	5	5	2	2	2	0.754	4
231	1	5	6	2	1	1	0.778	1
234	1	5	7	2	1	1	0.758	1
237	1	5	8	2	1	2	1.081	1
240	1	5	9	2	2	1	1.017	3
243	1	5	10	2	1	2	1.225	2
246	1	5	11	2	2	1	0.798	4
249	1	5	12	2	2	1	1.234	2
267	1	6	1	3	1	2	0.499	4
270	1	6	2	3	2	2	0.917	3
273	1	6	3	3	2	2	0.837	2
276	1	6	4	3	1	1	0.708	4
279	1	6	5	3	1	2	0.862	4
282	1	6	6	3	1	1	0.86	4
285	1	6	7	3	1	2	0.682	4
288	1	6	8	3	2	1	1.236	1
291	1	6	9	3	2	1	0.514	1
294	1	6	10	3	2	2	0.739	1
297	1	6	11	3	1	1	0.645	4
300	1	6	12	3	2	1	0.773	2
