onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	1	1	2.464	2	0	2	1.335
21	6	1	2	1	2	2	2.095	1	1	3	1.121
27	6	1	3	1	2	1	2.168	2	0	2	1.081
33	6	1	4	1	1	2	2	2	0	3	1.274
39	6	1	5	1	1	1	1.583	1	1	2	0.894
45	6	1	6	1	2	2	2.337	1	1	2	0.735
51	6	1	7	1	1	2	1.426	1	1	1	0.565
57	6	1	8	1	2	1	1.822	2	0	4	0.499
63	6	1	9	1	1	2	1.531	1	1	4	0.324
69	6	1	10	2	1	2	2.067	2	1	4	0.885
75	6	1	11	1	1	1	0.841	1	1	4	0.316
81	6	1	12	2	1	1	1.323	1	0	2	1.291
87	6	1	13	2	2	2	1.611	2	1	3	0.562
93	6	1	14	1	1	2	0.826	1	1	3	0.297
99	6	1	15	2	1	2	1.191	2	1	3	0.497
105	6	1	16	2	2	2	1.049	2	1	4	0.317
111	6	1	17	2	2	1	1.232	1	0	3	0.47
117	6	1	18	2	1	2	1.159	2	1	4	0.635
123	6	1	19	1	1	2	1.495	1	1	1	1.325
129	6	1	20	1	1	1	1.116	1	1	3	0.427
135	6	1	21	2	1	2	1.556	1	0	2	0.783
141	6	1	22	2	2	2	1.599	2	1	4	0.729
147	6	1	23	2	1	2	1.155	2	1	4	0.404
153	6	1	24	1	2	2	1.534	1	1	4	1.067
159	6	1	25	2	2	2	0.971	2	1	4	0.149
165	6	1	26	1	1	2	0.815	1	1	4	0.152
171	6	1	27	2	1	2	1.556	1	0	1	2.076
177	6	1	28	1	1	2	1.145	1	1	2	0.645
183	6	1	29	2	2	2	1.178	2	1	4	0.363
189	6	1	30	1	2	1	2.318	1	1	4	0.61
195	6	1	31	1	1	1	1.107	1	1	3	0.43
201	6	1	32	2	2	1	2.11	2	1	3	0.881
207	6	1	33	2	1	1	1.153	1	0	3	1.435
213	6	1	34	2	1	1	1.133	2	1	4	0.677
219	6	1	35	2	1	1	2.267	1	0	2	0.713
225	6	1	36	1	2	2	2.107	2	0	3	0.537
231	6	1	37	2	1	1	1.405	2	1	2	0.901
237	6	1	38	2	2	2	2.458	1	0	1	1.423
243	6	1	39	2	2	1	0.903	2	1	3	0.528
249	6	1	40	2	1	2	2.637	1	0	1	0.394
255	6	1	41	2	1	2	2.612	1	0	1	0.236
261	6	1	42	1	2	1	2.483	1	1	3	0.397
267	6	1	43	2	2	1	1.322	2	1	4	0.594
273	6	1	44	2	2	2	0.97	2	1	3	0.295
279	6	1	45	2	1	1	1.336	1	0	2	0.636
285	6	1	46	1	1	1	1.682	1	1	3	0.414
291	6	1	47	1	1	1	1.259	1	1	4	0.365
297	6	1	48	1	2	2	1.191	1	1	2	1.064
303	6	1	49	2	1	1	2.976	2	1	3	0.765
309	6	1	50	1	1	1	0.867	1	1	4	0.707
315	6	1	51	1	2	1	2.699	1	1	2	0.982
321	6	1	52	2	2	1	2.763	2	1	3	0.939
327	6	1	53	2	2	1	2.357	2	1	4	0.405
333	6	1	54	1	2	1	2.062	1	1	3	0.568
339	6	1	55	2	1	2	2.721	1	0	1	1.237
345	6	1	56	1	1	2	3.932	2	0	2	0.764
351	6	1	57	1	1	1	1.076	2	0	2	1.679
357	6	1	58	1	2	1	0.916	1	1	4	0.381
363	6	1	59	1	2	1	1.372	1	1	2	1.701
369	6	1	60	2	2	1	1.346	2	1	3	0.723
375	6	1	61	1	2	2	1.756	1	1	4	1.125
381	6	1	62	2	1	2	1.485	1	0	2	0.765
387	6	1	63	2	2	1	1.644	2	1	3	0.587
393	6	1	64	1	2	2	2.34	1	1	3	0.772
399	6	1	65	2	2	1	1.687	2	1	3	0.288
405	6	1	66	1	2	1	1.901	2	0	1	1.61
411	6	1	67	2	2	2	1.009	2	1	3	0.362
417	6	1	68	1	1	1	2.236	1	1	3	0.531
423	6	1	69	2	1	1	1.906	2	1	2	1.213
429	6	1	70	2	2	2	1.891	1	0	1	0.601
435	6	1	71	2	1	2	2.678	2	1	2	1.852
441	6	1	72	1	2	1	1.054	1	1	3	0.635
447	6	1	73	2	1	1	2.019	1	0	1	1.701
453	6	1	74	2	2	2	1.754	2	1	4	0.32
459	6	1	75	2	2	1	1.953	1	0	3	0.723
465	6	1	76	1	2	2	2.639	1	1	3	0.555
471	6	1	77	2	1	1	1.946	1	0	1	1.176
477	6	1	78	1	1	2	2.07	1	1	3	0.707
483	6	1	79	1	2	2	1.959	1	1	1	0.375
489	6	1	80	2	1	2	1.922	2	1	1	0.522
495	6	1	81	1	1	1	0.821	1	1	1	1.711
501	6	1	82	1	1	2	1.61	1	1	3	0.34
507	6	1	83	1	2	1	3.039	2	0	2	0.678
513	6	1	84	1	1	2	1.383	1	1	3	0.392
519	6	1	85	1	1	1	1.619	1	1	2	1.675
525	6	1	86	2	2	1	1.309	2	1	4	0.448
531	6	1	87	2	1	1	1.22	2	1	4	0.202
537	6	1	88	2	2	2	1.213	1	0	1	0.326
543	6	1	89	2	2	1	1.561	2	1	4	0.519
549	6	1	90	1	2	2	1.141	1	1	3	0.625
555	6	1	91	2	1	1	2.728	1	0	2	0.444
561	6	1	92	1	1	2	2.459	1	1	4	0.583
567	6	1	93	1	2	2	1.523	1	1	3	0.497
573	6	1	94	1	2	2	2.437	1	1	2	0.881
579	6	1	95	2	2	2	2.48	1	0	2	1.196
585	6	1	96	1	2	1	3.007	2	0	1	0.593
