onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	3	1	2	0.672	4
15	1	1	2	3	1	2	0.938	4
18	1	1	3	3	2	1	0.907	3
21	1	1	4	3	1	2	0.88	3
24	1	1	5	3	2	1	1.108	2
27	1	1	6	3	2	2	0.986	2
30	1	1	7	3	2	1	1.166	1
33	1	1	8	3	1	1	1.257	4
36	1	1	9	3	2	2	1.047	2
39	1	1	10	3	1	1	1.173	4
42	1	1	11	3	2	2	1.02	2
45	1	1	12	3	1	1	1.104	4
63	1	2	1	1	1	2	1.027	2
66	1	2	2	1	1	2	1.245	3
69	1	2	3	1	2	1	0.884	3
72	1	2	4	1	2	2	0.924	1
75	1	2	5	1	1	1	0.651	1
78	1	2	6	1	2	2	1.476	2
81	1	2	7	1	2	1	1.024	3
84	1	2	8	1	1	2	0.902	1
87	1	2	9	1	2	1	1.636	2
90	1	2	10	1	1	1	1.027	3
93	1	2	11	1	1	1	0.762	1
96	1	2	12	1	2	2	1.031	4
114	1	3	1	3	2	1	1.094	2
117	1	3	2	3	1	2	0.857	4
120	1	3	3	3	1	2	1.074	4
123	1	3	4	3	2	2	1.272	1
126	1	3	5	3	1	2	0.971	4
129	1	3	6	3	2	2	1.225	1
132	1	3	7	3	1	1	1.303	4
135	1	3	8	3	1	1	0.715	4
138	1	3	9	3	1	1	0.889	4
141	1	3	10	3	2	1	1.541	3
144	1	3	11	3	2	2	1.19	2
147	1	3	12	3	2	1	1.02	2
165	1	4	1	2	2	2	1.189	1
168	1	4	2	2	2	1	1.575	3
171	1	4	3	2	2	1	1.227	3
174	1	4	4	2	1	2	1.21	3
177	1	4	5	2	1	1	1.02	3
180	1	4	6	2	1	1	1.09	3
183	1	4	7	2	2	2	1.466	4
186	1	4	8	2	1	1	0.958	3
189	1	4	9	2	2	1	1.03	4
192	1	4	10	2	1	2	1.197	2
195	1	4	11	2	1	2	1.103	2
198	1	4	12	2	2	2	1.574	2
216	1	5	1	1	2	2	0.822	3
219	1	5	2	1	2	1	1.156	2
222	1	5	3	1	1	1	0.805	1
225	1	5	4	1	2	1	0.665	1
228	1	5	5	1	2	2	1.387	3
231	1	5	6	1	1	1	0.774	3
234	1	5	7	1	1	1	1.037	3
237	1	5	8	1	2	1	0.996	4
240	1	5	9	1	1	2	1.2	2
243	1	5	10	1	2	2	0.934	2
246	1	5	11	1	1	2	0.94	3
249	1	5	12	1	1	2	1.146	2
267	1	6	1	2	2	1	0.961	3
270	1	6	2	2	2	1	0.689	3
273	1	6	3	2	1	1	1.56	2
276	1	6	4	2	1	1	1.118	2
279	1	6	5	2	1	1	1.515	3
282	1	6	6	2	2	2	0.715	3
285	1	6	7	2	1	2	1.284	2
288	1	6	8	2	2	2	1.135	3
291	1	6	9	2	1	2	0.735	1
294	1	6	10	2	2	1	0.762	4
297	1	6	11	2	2	2	1.121	2
300	1	6	12	2	1	2	1.349	3
