onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	1	0.993	2
15	1	1	2	2	1	2	0.903	3
18	1	1	3	2	2	2	1.118	3
21	1	1	4	2	2	2	1.06	3
24	1	1	5	2	2	2	0.985	3
27	1	1	6	2	1	2	0.827	3
30	1	1	7	2	1	1	0.774	3
33	1	1	8	2	2	1	0.644	3
36	1	1	9	2	2	1	0.999	3
39	1	1	10	2	2	1	1.118	3
42	1	1	11	2	1	2	0.776	3
45	1	1	12	2	1	1	0.953	3
63	1	2	1	1	2	1	1.053	1
66	1	2	2	1	1	2	0.861	3
69	1	2	3	1	2	2	0.76	1
72	1	2	4	1	2	2	0.933	2
75	1	2	5	1	1	1	1.059	2
78	1	2	6	1	1	1	0.737	3
81	1	2	7	1	1	1	0.684	4
84	1	2	8	1	2	1	1.021	2
87	1	2	9	1	2	2	0.951	2
90	1	2	10	1	1	2	0.709	1
93	1	2	11	1	2	1	1.101	2
96	1	2	12	1	1	2	0.808	1
114	1	3	1	3	1	1	1.171	2
117	1	3	2	3	1	2	1.17	4
120	1	3	3	3	2	1	1.153	3
123	1	3	4	3	2	2	0.947	1
126	1	3	5	3	1	1	1.191	4
129	1	3	6	3	2	1	0.986	1
132	1	3	7	3	1	2	0.996	4
135	1	3	8	3	2	2	0.923	3
138	1	3	9	3	1	1	1.374	4
141	1	3	10	3	2	1	1.046	2
144	1	3	11	3	1	2	0.767	4
147	1	3	12	3	2	2	1.224	1
165	1	4	1	2	1	2	0.932	4
168	1	4	2	2	2	1	1.086	3
171	1	4	3	2	1	2	1.26	4
174	1	4	4	2	2	2	0.655	4
177	1	4	5	2	2	2	1.642	2
180	1	4	6	2	1	1	1.237	2
183	1	4	7	2	2	1	0.887	3
186	1	4	8	2	2	1	0.981	3
189	1	4	9	2	1	1	1.648	2
192	1	4	10	2	1	2	1.148	2
195	1	4	11	2	2	2	1.094	3
198	1	4	12	2	1	1	1.448	2
216	1	5	1	1	2	1	0.655	1
219	1	5	2	1	1	1	1.028	2
222	1	5	3	1	2	2	0.741	1
225	1	5	4	1	1	1	0.817	1
228	1	5	5	1	1	2	1.306	2
231	1	5	6	1	2	1	0.849	3
234	1	5	7	1	2	2	1.252	2
237	1	5	8	1	2	2	0.858	2
240	1	5	9	1	1	2	1.203	1
243	1	5	10	1	1	2	0.9	1
246	1	5	11	1	2	1	1.024	1
249	1	5	12	1	1	1	1.148	3
267	1	6	1	3	2	2	1.181	2
270	1	6	2	3	1	2	0.876	4
273	1	6	3	3	2	2	0.932	2
276	1	6	4	3	1	1	0.828	3
279	1	6	5	3	2	1	1.312	2
282	1	6	6	3	2	2	0.876	1
285	1	6	7	3	1	2	0.689	4
288	1	6	8	3	2	1	0.934	2
291	1	6	9	3	1	1	1.02	3
294	1	6	10	3	1	2	0.878	4
297	1	6	11	3	2	1	1.097	2
300	1	6	12	3	1	1	0.968	4
