onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	2	2	1.246	2	1	4	0.195
21	6	1	2	2	2	1	0.874	2	1	4	0.037
27	6	1	3	1	2	1	1.391	1	1	4	0.227
33	6	1	4	2	2	2	0.855	2	1	4	0.167
39	6	1	5	1	2	2	0.976	1	1	4	0.073
45	6	1	6	2	1	2	1.355	1	0	2	0.491
51	6	1	7	2	1	1	1.972	2	1	2	0.374
57	6	1	8	1	1	1	1.615	1	1	4	0.25
63	6	1	9	2	1	2	1.981	1	0	2	0.83
69	6	1	10	2	2	1	1.416	2	1	4	0.1
75	6	1	11	1	1	2	1.563	1	1	3	0.276
81	6	1	12	2	1	2	1.819	1	0	2	1.579
87	6	1	13	2	2	2	1.523	1	0	3	0.208
93	6	1	14	2	1	2	2.823	2	1	2	0.624
99	6	1	15	2	1	2	2.745	2	1	1	0.205
105	6	1	16	1	2	2	1.017	2	0	3	1.844
111	6	1	17	2	2	1	2.261	2	1	3	0.943
117	6	1	18	2	2	1	0.83	2	1	3	0.743
123	6	1	19	1	2	2	1.785	1	1	4	0.353
129	6	1	20	1	2	1	1.67	1	1	4	0.12
135	6	1	21	1	2	2	0.985	1	1	4	0.03
141	6	1	22	1	2	1	0.681	1	1	4	0.028
147	6	1	23	1	1	2	1.405	1	1	3	0.275
153	6	1	24	2	1	1	1.361	1	0	3	0.841
159	6	1	25	1	1	1	1.555	2	0	2	1.129
165	6	1	26	2	1	1	1.611	2	1	4	0.058
171	6	1	27	1	2	2	1.44	1	1	4	0.005
177	6	1	28	2	2	1	1.723	2	1	3	0.83
183	6	1	29	2	1	2	1.267	2	1	4	0.014
189	6	1	30	1	2	1	1.717	1	1	3	0.762
195	6	1	31	2	1	1	2.374	2	1	3	0.568
201	6	1	32	1	1	2	1.757	1	1	2	0.803
207	6	1	33	2	2	1	1.614	2	1	4	0.277
213	6	1	34	1	1	2	2.893	1	1	2	0.385
219	6	1	35	2	2	2	1.232	2	1	4	0.386
225	6	1	36	1	1	2	1.3	1	1	3	0.621
231	6	1	37	1	2	1	2.096	1	1	3	0.102
237	6	1	38	1	1	1	1.909	2	0	4	0.651
243	6	1	39	2	1	2	2.052	2	1	1	0.072
249	6	1	40	1	2	2	1.156	1	1	4	0.165
255	6	1	41	2	2	1	1.255	2	1	4	0.048
261	6	1	42	2	2	2	1.202	1	0	3	0.395
267	6	1	43	1	2	1	1.799	1	1	2	0.439
273	6	1	44	2	2	2	1.485	2	1	3	0.591
279	6	1	45	1	2	1	1.797	1	1	2	0.435
285	6	1	46	1	2	2	1.927	1	1	4	0.25
291	6	1	47	1	2	1	0.977	1	1	4	0.005
297	6	1	48	2	1	1	1.903	2	1	1	0.699
303	6	1	49	2	1	2	1.606	2	1	2	0.784
309	6	1	50	1	1	1	1.036	1	1	1	0.044
315	6	1	51	1	2	1	1.204	1	1	4	0.24
321	6	1	52	2	2	1	1.118	1	0	4	0.077
327	6	1	53	2	2	2	1.391	2	1	4	0.03
333	6	1	54	2	1	1	2.186	2	1	3	0.791
339	6	1	55	1	1	1	1.254	1	1	4	0.454
345	6	1	56	1	1	2	1.12	1	1	4	0.005
351	6	1	57	1	1	1	2.353	1	1	3	0.594
357	6	1	58	1	1	1	1.381	1	1	4	0.202
363	6	1	59	1	2	2	0.889	1	1	4	0.15
369	6	1	60	1	1	2	0.733	1	1	4	0.083
375	6	1	61	1	2	2	0.774	1	1	4	0.045
381	6	1	62	2	1	1	2.453	2	1	3	0.316
387	6	1	63	1	1	2	0.882	1	1	4	0.016
393	6	1	64	1	1	2	1.425	1	1	4	0.202
399	6	1	65	1	1	2	1.683	1	1	4	0.248
405	6	1	66	2	2	1	2.044	2	1	3	0.461
411	6	1	67	2	2	1	1.446	2	1	4	0.157
417	6	1	68	2	2	2	1.222	2	1	4	0.283
423	6	1	69	2	2	1	1.227	2	1	4	0.006
429	6	1	70	2	2	2	1.451	2	1	2	0.63
435	6	1	71	1	2	2	1.299	1	1	4	0.251
441	6	1	72	1	2	1	1.35	2	0	3	0.485
447	6	1	73	1	2	1	1.895	1	1	4	0.359
453	6	1	74	1	1	1	1.855	1	1	3	0.895
459	6	1	75	2	2	2	1.058	2	1	4	0.051
465	6	1	76	1	2	2	1.834	1	1	3	0.332
471	6	1	77	2	1	2	2.312	1	0	2	0.294
477	6	1	78	2	2	2	1.162	2	1	4	0.268
483	6	1	79	2	1	1	1.824	2	1	4	0.153
489	6	1	80	2	2	2	1.149	2	1	4	0.013
495	6	1	81	1	1	1	1.541	1	1	3	0.464
501	6	1	82	2	1	1	1.022	1	0	4	0.027
507	6	1	83	1	1	1	1.759	1	1	4	0.122
513	6	1	84	1	1	2	2.258	1	1	3	0.784
519	6	1	85	1	2	1	0.823	1	1	3	0.005
525	6	1	86	2	1	1	1.826	2	1	2	1.053
531	6	1	87	2	1	2	1.293	1	0	3	0.564
537	6	1	88	2	1	1	1.256	2	1	4	0.059
543	6	1	89	1	2	2	0.917	1	1	4	0.1
549	6	1	90	2	1	2	2.307	2	1	2	0.476
555	6	1	91	2	1	1	1.566	2	1	3	0.205
561	6	1	92	1	1	1	1.238	1	1	3	0.521
567	6	1	93	1	1	2	1.653	2	0	2	0.817
573	6	1	94	1	1	1	1.02	1	1	3	0.255
579	6	1	95	2	1	2	1.406	1	0	3	0.122
585	6	1	96	2	2	1	0.901	2	1	4	0.426
