onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	3	1	2	0.666	3
15	1	1	2	3	1	2	0.555	4
18	1	1	3	3	2	2	0.734	2
21	1	1	4	3	2	2	0.63	1
24	1	1	5	3	1	1	0.739	4
27	1	1	6	3	1	1	0.546	4
30	1	1	7	3	2	1	0.688	1
33	1	1	8	3	1	2	0.736	3
36	1	1	9	3	2	1	0.711	2
39	1	1	10	3	1	1	1.057	4
42	1	1	11	3	2	2	0.646	1
45	1	1	12	3	2	1	0.654	1
63	1	2	1	1	2	2	1.057	2
66	1	2	2	1	2	1	0.744	2
69	1	2	3	1	1	2	0.906	2
72	1	2	4	1	2	2	0.875	1
75	1	2	5	1	1	1	0.84	4
78	1	2	6	1	1	2	0.869	3
81	1	2	7	1	1	1	0.966	2
84	1	2	8	1	2	1	0.889	2
87	1	2	9	1	2	1	0.957	1
90	1	2	10	1	2	2	0.634	1
93	1	2	11	1	1	1	0.638	1
96	1	2	12	1	1	2	0.987	2
114	1	3	1	2	1	1	1.053	2
117	1	3	2	2	1	2	0.836	2
120	1	3	3	2	2	2	0.867	3
123	1	3	4	2	2	2	1.085	2
126	1	3	5	2	2	1	1.02	3
129	1	3	6	2	1	2	0.616	1
132	1	3	7	2	1	2	1.02	1
135	1	3	8	2	1	1	0.942	2
138	1	3	9	2	2	1	1.137	2
141	1	3	10	2	1	1	0.947	1
144	1	3	11	2	2	2	0.795	3
147	1	3	12	2	2	1	1.091	3
165	1	4	1	3	2	2	0.614	1
168	1	4	2	3	1	1	0.743	3
171	1	4	3	3	1	1	0.89	3
174	1	4	4	3	1	2	0.75	3
177	1	4	5	3	1	1	1.07	3
180	1	4	6	3	1	2	0.766	4
183	1	4	7	3	2	2	1.184	1
186	1	4	8	3	2	1	1.06	1
189	1	4	9	3	1	2	0.66	4
192	1	4	10	3	2	1	0.946	2
195	1	4	11	3	2	1	0.987	1
198	1	4	12	3	2	2	0.741	1
216	1	5	1	2	2	2	0.963	3
219	1	5	2	2	1	2	0.902	2
222	1	5	3	2	2	2	0.588	4
225	1	5	4	2	1	1	0.771	2
228	1	5	5	2	1	1	0.837	3
231	1	5	6	2	1	2	0.882	4
234	1	5	7	2	1	1	0.82	2
237	1	5	8	2	2	2	1.037	3
240	1	5	9	2	2	1	0.81	3
243	1	5	10	2	1	2	0.887	1
246	1	5	11	2	2	1	0.724	4
249	1	5	12	2	2	1	1.248	3
267	1	6	1	1	1	2	0.839	3
270	1	6	2	1	1	1	0.729	4
273	1	6	3	1	1	2	1.109	2
276	1	6	4	1	2	2	0.774	1
279	1	6	5	1	2	1	0.883	1
282	1	6	6	1	2	2	0.97	1
285	1	6	7	1	2	1	0.821	2
288	1	6	8	1	1	1	0.723	3
291	1	6	9	1	1	1	0.866	3
294	1	6	10	1	1	2	0.697	4
297	1	6	11	1	2	2	0.8	2
300	1	6	12	1	2	1	0.679	1
