onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	2	0.539	3
15	1	1	2	2	1	1	0.747	2
18	1	1	3	2	2	2	0.641	4
21	1	1	4	2	1	2	0.749	2
24	1	1	5	2	1	1	0.687	2
27	1	1	6	2	1	2	0.822	1
30	1	1	7	2	2	1	0.724	3
33	1	1	8	2	2	1	0.737	3
36	1	1	9	2	2	2	1.101	3
39	1	1	10	2	1	1	1.088	3
42	1	1	11	2	1	2	0.714	2
45	1	1	12	2	2	1	0.863	3
63	1	2	1	1	2	2	0.801	2
66	1	2	2	1	1	1	0.955	1
69	1	2	3	1	1	1	0.913	2
72	1	2	4	1	2	2	0.84	2
75	1	2	5	1	2	1	0.632	2
78	1	2	6	1	1	2	0.949	2
81	1	2	7	1	2	2	0.684	3
84	1	2	8	1	1	1	0.689	2
87	1	2	9	1	2	1	0.78	2
90	1	2	10	1	1	2	0.657	1
93	1	2	11	1	1	2	0.845	1
96	1	2	12	1	2	1	0.969	1
114	1	3	1	2	2	2	0.677	3
117	1	3	2	2	2	1	0.728	4
120	1	3	3	2	1	2	0.861	2
123	1	3	4	2	1	1	1.028	2
126	1	3	5	2	2	1	0.841	2
129	1	3	6	2	2	1	0.773	3
132	1	3	7	2	2	2	0.873	3
135	1	3	8	2	1	1	0.847	3
138	1	3	9	2	1	2	0.859	2
141	1	3	10	2	1	2	0.974	3
144	1	3	11	2	2	2	0.847	2
147	1	3	12	2	1	1	1.02	2
165	1	4	1	1	2	2	1.045	2
168	1	4	2	1	1	2	0.754	3
171	1	4	3	1	1	1	0.858	3
174	1	4	4	1	1	2	0.882	2
177	1	4	5	1	2	1	0.714	1
180	1	4	6	1	2	2	0.685	4
183	1	4	7	1	1	1	0.77	3
186	1	4	8	1	2	1	0.727	2
189	1	4	9	1	1	2	1.031	3
192	1	4	10	1	2	1	0.841	1
195	1	4	11	1	2	2	1.027	1
198	1	4	12	1	1	1	0.76	2
