onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	1	1	7	7	0	 n/a	 n/a
21	6	1	2	2	1	2	3.064	2	1	 n/a	 n/a
27	6	1	3	1	2	1	1.267	1	1	4	1.024
33	6	1	4	2	2	2	4.347	2	1	4	0.342
39	6	1	5	1	2	1	1.753	1	1	2	0.746
45	6	1	6	1	2	1	1.24	1	1	4	0.363
51	6	1	7	1	2	2	0.945	1	1	4	0.613
57	6	1	8	1	2	2	1.146	1	1	4	0.318
63	6	1	9	2	1	1	1.082	2	1	3	0.515
69	6	1	10	2	2	2	0.973	2	1	4	0.324
75	6	1	11	2	1	2	1.217	2	1	4	0.22
81	6	1	12	1	1	2	1.231	2	0	2	0.81
87	6	1	13	2	1	1	1.273	2	1	2	0.834
93	6	1	14	2	2	1	1.134	2	1	4	0.165
99	6	1	15	2	1	1	1.632	1	0	3	0.637
105	6	1	16	2	1	1	1.387	2	1	4	0.386
111	6	1	17	1	2	2	1.179	2	0	1	0.923
117	6	1	18	2	2	1	1.058	1	0	3	0.672
123	6	1	19	2	2	2	1.573	2	1	4	0.226
129	6	1	20	2	1	2	1.202	2	1	4	0.339
135	6	1	21	2	2	2	0.944	1	0	4	0.453
141	6	1	22	1	1	1	1.32	2	0	3	0.776
147	6	1	23	2	2	2	1.44	2	1	3	0.646
153	6	1	24	1	1	2	1.558	2	0	2	0.484
159	6	1	25	2	2	2	1.065	1	0	2	0.753
165	6	1	26	1	2	1	1.374	2	0	3	0.574
171	6	1	27	1	2	1	1.045	1	1	3	0.432
177	6	1	28	1	2	1	1.216	1	1	4	0.275
183	6	1	29	2	1	1	1.33	1	0	3	0.209
189	6	1	30	2	1	2	1.376	2	1	3	0.504
195	6	1	31	1	2	1	1.288	2	0	2	0.541
201	6	1	32	1	2	2	1.284	1	1	4	0.181
207	6	1	33	1	1	1	1.439	1	1	4	0.56
213	6	1	34	1	2	1	0.826	1	1	4	0.062
219	6	1	35	2	1	1	1.367	2	1	3	0.699
225	6	1	36	2	2	2	1.862	2	1	4	0.256
231	6	1	37	1	1	2	1.55	1	1	4	0.525
237	6	1	38	2	1	1	1.333	2	1	4	0.705
243	6	1	39	1	1	1	1.329	2	0	3	0.5
249	6	1	40	1	1	2	1.655	1	1	2	0.522
255	6	1	41	2	2	1	1.239	2	1	3	0.622
261	6	1	42	2	1	2	1.529	2	1	2	0.443
267	6	1	43	2	1	1	1.167	2	1	4	0.046
273	6	1	44	1	2	2	1.686	1	1	3	0.653
279	6	1	45	2	1	2	1.485	2	1	3	0.717
285	6	1	46	2	1	1	1.366	1	0	3	0.475
291	6	1	47	1	2	2	1.502	1	1	4	0.111
297	6	1	48	2	1	2	1.773	2	1	3	0.768
303	6	1	49	2	1	2	1.637	1	0	2	0.517
309	6	1	50	2	2	2	1.277	2	1	4	0.084
315	6	1	51	1	2	2	1.782	1	1	3	0.774
321	6	1	52	2	2	1	1.957	2	1	2	0.785
327	6	1	53	1	1	1	1.799	1	1	4	0.316
333	6	1	54	2	1	1	1.103	1	0	2	0.77
339	6	1	55	2	1	2	2.495	2	1	3	0.303
345	6	1	56	2	1	2	1.214	2	1	4	0.007
351	6	1	57	1	2	1	1.643	1	1	4	0.753
357	6	1	58	1	1	1	0.979	1	1	4	0.069
363	6	1	59	2	2	1	2.895	2	1	2	0.541
369	6	1	60	1	1	1	1.129	1	1	4	0.576
375	6	1	61	1	2	2	1.1	1	1	4	0.116
381	6	1	62	1	1	2	1.552	2	0	2	0.342
387	6	1	63	2	2	1	1.24	2	1	4	0.529
393	6	1	64	1	1	2	1.05	1	1	4	0.161
399	6	1	65	1	1	2	1.237	1	1	4	0.281
405	6	1	66	1	2	2	1.23	1	1	4	0.081
411	6	1	67	1	1	2	1.01	1	1	4	0.105
417	6	1	68	2	2	1	1.852	2	1	2	1.23
423	6	1	69	2	2	1	2.701	1	0	2	0.398
429	6	1	70	2	2	1	2.586	2	1	4	0.165
435	6	1	71	1	1	2	1.291	1	1	4	0.048
441	6	1	72	1	2	1	1.575	1	1	4	0.238
447	6	1	73	2	2	2	2.628	2	1	2	1.001
453	6	1	74	1	1	2	1.168	1	1	4	0.005
459	6	1	75	1	1	1	0.794	1	1	4	0.059
465	6	1	76	2	2	1	2.267	2	1	1	1.357
471	6	1	77	2	2	2	1.9	2	1	3	1.179
477	6	1	78	2	2	1	0.94	2	1	4	0.107
483	6	1	79	1	1	1	1.475	1	1	4	0.305
489	6	1	80	1	2	2	1.359	1	1	3	0.545
495	6	1	81	1	1	1	0.843	1	1	4	0.463
501	6	1	82	1	1	1	1.136	1	1	4	0.421
507	6	1	83	1	2	2	1.881	1	1	2	0.902
513	6	1	84	2	1	2	2.528	2	1	1	1.162
519	6	1	85	2	2	2	1.593	2	1	4	0.445
525	6	1	86	1	1	1	1.862	1	1	3	0.502
531	6	1	87	1	2	1	2.121	2	0	3	1.039
537	6	1	88	1	1	1	0.844	1	1	4	0.095
543	6	1	89	1	2	1	1.532	1	1	3	0.264
549	6	1	90	2	2	1	1.258	2	1	4	0.182
555	6	1	91	2	2	2	1.749	2	1	4	0.251
561	6	1	92	1	2	2	1.321	2	0	1	1.042
567	6	1	93	1	1	2	2.339	1	1	3	0.634
573	6	1	94	2	1	1	1.999	2	1	4	0.97
579	6	1	95	1	1	2	1.735	1	1	2	0.937
585	6	1	96	2	1	2	2.106	2	1	2	0.287
