onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	3	1	2	0.943	4
15	1	1	2	3	2	2	1.177	2
18	1	1	3	3	2	2	1.355	1
21	1	1	4	3	2	1	0.803	2
24	1	1	5	3	2	1	0.774	2
27	1	1	6	3	2	2	0.824	2
30	1	1	7	3	1	1	0.766	4
33	1	1	8	3	2	1	0.867	2
36	1	1	9	3	1	2	0.637	4
39	1	1	10	3	1	2	0.868	4
42	1	1	11	3	1	1	0.552	4
45	1	1	12	3	1	1	0.566	4
63	1	2	1	2	2	2	0.898	3
66	1	2	2	2	2	1	1.194	3
69	1	2	3	2	1	1	0.965	2
72	1	2	4	2	2	2	1.159	1
75	1	2	5	2	1	1	0.677	4
78	1	2	6	2	1	2	0.768	1
81	1	2	7	2	1	1	0.542	1
84	1	2	8	2	2	1	1.154	3
87	1	2	9	2	2	2	1.141	1
90	1	2	10	2	1	2	1.59	3
93	1	2	11	2	2	1	0.779	3
96	1	2	12	2	1	2	0.944	1
114	1	3	1	1	1	2	1.156	1
117	1	3	2	1	2	1	0.916	2
120	1	3	3	1	1	2	0.654	3
123	1	3	4	1	1	2	0.546	4
126	1	3	5	1	2	2	0.967	1
129	1	3	6	1	1	1	0.917	2
132	1	3	7	1	2	2	0.847	2
135	1	3	8	1	1	1	1.062	3
138	1	3	9	1	2	1	0.877	1
141	1	3	10	1	2	1	0.865	1
144	1	3	11	1	1	1	0.84	3
147	1	3	12	1	2	2	1.278	1
165	1	4	1	3	2	2	0.743	2
168	1	4	2	3	2	2	1.022	2
171	1	4	3	3	2	1	1.11	2
174	1	4	4	3	2	1	0.701	2
177	1	4	5	3	1	2	1.065	4
180	1	4	6	3	1	1	0.684	4
183	1	4	7	3	2	2	1.138	2
186	1	4	8	3	1	2	1.625	4
189	1	4	9	3	1	2	0.777	4
192	1	4	10	3	1	1	0.916	4
195	1	4	11	3	1	1	0.7	4
198	1	4	12	3	2	1	0.796	2
216	1	5	1	1	2	2	1.075	1
219	1	5	2	1	1	2	0.766	2
222	1	5	3	1	1	2	0.888	1
225	1	5	4	1	1	1	0.82	4
228	1	5	5	1	1	2	0.684	1
231	1	5	6	1	2	2	0.866	1
234	1	5	7	1	1	1	0.871	3
237	1	5	8	1	2	2	0.718	2
240	1	5	9	1	2	1	1.174	3
243	1	5	10	1	1	1	1.207	3
246	1	5	11	1	2	1	0.939	1
249	1	5	12	1	2	1	0.869	1
267	1	6	1	2	2	1	0.87	4
270	1	6	2	2	2	1	1.018	4
273	1	6	3	2	1	1	1.401	3
276	1	6	4	2	1	2	0.919	2
279	1	6	5	2	2	2	0.673	4
282	1	6	6	2	2	2	0.961	4
285	1	6	7	2	1	2	1.215	3
288	1	6	8	2	2	2	1.24	3
291	1	6	9	2	1	2	1.094	2
294	1	6	10	2	2	1	0.563	4
297	1	6	11	2	1	1	0.854	4
300	1	6	12	2	1	1	0.845	1
