onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	1	2	3.816	2	0	 n/a	 n/a
21	6	1	2	2	2	1	1.772	2	1	3	0.602
27	6	1	3	2	1	2	1.532	2	1	1	0.745
33	6	1	4	2	1	1	1.582	2	1	3	0.871
39	6	1	5	2	1	1	2.673	1	0	2	0.948
45	6	1	6	2	1	1	2.168	2	1	2	1.389
51	6	1	7	1	1	2	2.286	1	1	1	1.406
57	6	1	8	2	2	1	2.042	2	1	4	0.817
63	6	1	9	2	2	1	1.706	2	1	4	0.262
69	6	1	10	1	1	1	1.904	1	1	3	0.695
75	6	1	11	1	2	1	1.429	2	0	4	0.847
81	6	1	12	1	1	2	1.688	1	1	3	1.142
87	6	1	13	2	2	2	0.993	2	1	4	0.643
93	6	1	14	1	2	1	1.3	2	0	1	2.241
99	6	1	15	1	1	1	1.741	1	1	4	0.436
105	6	1	16	2	2	2	1.046	2	1	4	0.606
111	6	1	17	1	2	2	1.232	2	0	3	0.527
117	6	1	18	2	1	2	1.686	1	0	2	1.134
123	6	1	19	1	1	2	1.249	1	1	4	0.307
129	6	1	20	2	1	1	1.525	2	1	4	0.703
135	6	1	21	2	2	2	1.684	1	0	3	0.367
141	6	1	22	2	1	1	2.405	2	1	4	0.431
147	6	1	23	1	2	2	1.689	1	1	3	0.401
153	6	1	24	2	1	2	1.517	1	0	3	0.595
159	6	1	25	1	1	2	1.954	2	0	2	0.763
165	6	1	26	2	1	2	1.467	1	0	2	0.867
171	6	1	27	2	1	1	1.537	1	0	4	0.379
177	6	1	28	2	1	2	2.433	2	1	2	0.66
183	6	1	29	1	2	2	1.429	1	1	4	0.587
189	6	1	30	2	2	2	2.075	2	1	3	0.558
195	6	1	31	2	2	2	2.745	2	1	2	0.593
201	6	1	32	2	1	2	1.983	1	0	3	0.578
207	6	1	33	1	1	1	1.308	1	1	4	0.101
213	6	1	34	1	1	2	3.06	2	0	1	0.309
219	6	1	35	1	2	1	2.366	2	0	4	0.135
225	6	1	36	1	1	1	2.832	1	1	3	0.599
231	6	1	37	2	2	1	2.852	2	1	4	1.195
237	6	1	38	1	2	1	3.141	1	1	4	0.512
243	6	1	39	1	2	1	2.634	1	1	4	0.539
249	6	1	40	1	2	1	3.51	1	1	1	1.014
255	6	1	41	1	1	2	2.671	2	0	1	0.722
261	6	1	42	1	2	1	2.041	1	1	3	0.725
267	6	1	43	2	1	1	1.638	2	1	3	1.229
273	6	1	44	1	2	1	1.677	2	0	4	0.467
279	6	1	45	2	1	1	1.326	2	1	3	0.569
285	6	1	46	1	2	2	2.55	1	1	3	0.868
291	6	1	47	1	2	2	2.177	2	0	2	1.374
297	6	1	48	1	2	2	2.533	1	1	1	0.54
303	6	1	49	1	1	1	2.414	1	1	2	1.474
309	6	1	50	2	2	2	2.105	2	1	4	0.107
315	6	1	51	2	1	2	2.342	1	0	3	0.58
321	6	1	52	1	1	2	2.61	1	1	1	0.362
327	6	1	53	1	2	2	2.783	1	1	3	0.717
333	6	1	54	1	2	2	1.403	2	0	4	0.524
339	6	1	55	1	2	2	2.594	2	0	3	1.388
345	6	1	56	1	1	2	2.475	1	1	2	1.15
351	6	1	57	1	2	1	1.977	2	0	3	0.583
357	6	1	58	1	1	1	1.862	1	1	4	0.307
363	6	1	59	1	2	1	1.401	2	0	4	1.233
369	6	1	60	1	1	1	2.186	1	1	3	0.61
375	6	1	61	1	1	1	2.861	1	1	3	0.469
381	6	1	62	2	2	2	2.819	1	0	3	0.715
387	6	1	63	1	1	1	2.404	2	0	4	0.828
393	6	1	64	2	1	2	2.112	2	1	3	0.515
399	6	1	65	2	2	1	3.108	1	0	2	0.846
405	6	1	66	1	1	2	2.655	2	0	2	0.81
411	6	1	67	2	1	1	1.706	1	0	2	1.316
417	6	1	68	2	1	2	2.1	2	1	2	0.817
423	6	1	69	2	1	2	3	2	1	3	0.68
429	6	1	70	2	1	1	2.243	2	1	4	1.076
435	6	1	71	1	1	1	1.541	1	1	4	0.186
441	6	1	72	2	2	1	1.392	2	1	3	0.31
447	6	1	73	2	1	1	1.579	1	0	3	0.442
453	6	1	74	1	2	1	1.235	2	0	4	0.22
459	6	1	75	1	1	2	2.103	1	1	4	0.284
465	6	1	76	2	2	1	1.409	2	1	3	0.72
471	6	1	77	2	1	1	2.657	2	1	3	0.705
477	6	1	78	1	2	2	2.51	1	1	3	0.497
483	6	1	79	2	2	2	2.256	2	1	4	1.095
489	6	1	80	2	2	2	3.718	2	1	 n/a	 n/a
495	6	1	81	2	2	1	1.24	2	1	3	0.922
501	6	1	82	2	1	2	2.624	2	1	2	0.609
507	6	1	83	1	1	1	1.673	1	1	4	1.095
513	6	1	84	1	2	1	2.329	1	1	2	1.388
519	6	1	85	2	2	1	2.272	2	1	3	1.496
525	6	1	86	2	2	2	3.082	1	0	3	0.514
531	6	1	87	2	2	1	3.244	1	0	2	0.686
537	6	1	88	2	1	2	2.203	2	1	3	0.316
543	6	1	89	1	1	1	3.121	1	1	3	0.736
549	6	1	90	2	2	1	2.144	1	0	3	1.212
555	6	1	91	2	2	1	2.098	2	1	4	0.941
561	6	1	92	2	2	2	3.106	2	1	2	0.838
567	6	1	93	2	2	2	2.265	1	0	2	1.159
573	6	1	94	1	1	2	2.901	2	0	1	0.914
579	6	1	95	1	2	2	1.369	1	1	4	0.568
585	6	1	96	1	2	2	1.203	1	1	4	0.287
