onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	2	0.82	3
15	1	1	2	2	1	1	0.97	2
18	1	1	3	2	2	2	0.975	3
21	1	1	4	2	1	2	0.919	3
24	1	1	5	2	1	2	0.889	1
27	1	1	6	2	2	2	0.949	3
30	1	1	7	2	1	2	1.05	3
33	1	1	8	2	2	1	0.73	4
36	1	1	9	2	2	1	0.655	4
39	1	1	10	2	1	1	1.046	1
42	1	1	11	2	1	1	0.872	2
45	1	1	12	2	2	1	0.819	3
63	1	2	1	1	2	2	0.831	1
66	1	2	2	1	2	1	0.863	2
69	1	2	3	1	1	2	0.903	3
72	1	2	4	1	2	1	0.821	1
75	1	2	5	1	1	1	1.277	2
78	1	2	6	1	1	2	0.929	3
81	1	2	7	1	2	1	1.107	1
84	1	2	8	1	2	2	1.216	3
87	1	2	9	1	1	2	0.873	2
90	1	2	10	1	1	1	0.938	4
93	1	2	11	1	2	2	0.708	4
96	1	2	12	1	1	1	0.849	2
114	1	3	1	2	1	1	0.873	1
117	1	3	2	2	1	2	0.794	1
120	1	3	3	2	2	1	0.868	4
123	1	3	4	2	1	1	0.863	1
126	1	3	5	2	2	2	0.877	3
129	1	3	6	2	1	1	1.019	1
132	1	3	7	2	2	2	0.96	3
135	1	3	8	2	2	2	0.87	4
138	1	3	9	2	2	1	0.767	2
141	1	3	10	2	2	1	0.983	3
144	1	3	11	2	1	2	1.315	3
147	1	3	12	2	1	2	1.263	4
165	1	4	1	1	2	1	0.968	2
168	1	4	2	1	1	1	1.246	1
171	1	4	3	1	2	1	0.973	1
174	1	4	4	1	2	2	0.92	3
177	1	4	5	1	1	2	0.985	3
180	1	4	6	1	2	2	1.361	2
183	1	4	7	1	1	1	1.022	3
186	1	4	8	1	2	2	1.212	3
189	1	4	9	1	1	2	0.719	4
192	1	4	10	1	1	1	0.959	2
195	1	4	11	1	1	2	0.912	3
198	1	4	12	1	2	1	0.997	2
