onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	2	0.978	1
15	1	1	2	2	1	2	1.445	2
18	1	1	3	2	2	1	1.113	3
21	1	1	4	2	1	1	0.985	1
24	1	1	5	2	1	1	1.916	3
27	1	1	6	2	1	1	1.332	2
30	1	1	7	2	2	1	1.189	3
33	1	1	8	2	2	1	1.165	3
36	1	1	9	2	2	2	1.16	4
39	1	1	10	2	1	2	1.53	1
42	1	1	11	2	2	2	1.059	3
45	1	1	12	2	2	2	1.031	3
63	1	2	1	3	1	1	1.337	4
66	1	2	2	3	2	2	1.14	1
69	1	2	3	3	2	2	1.019	2
72	1	2	4	3	2	1	1.167	2
75	1	2	5	3	2	1	1.122	2
78	1	2	6	3	1	2	1.106	3
81	1	2	7	3	2	1	1.897	2
84	1	2	8	3	1	2	1.486	4
87	1	2	9	3	1	1	0.708	4
90	1	2	10	3	2	2	1.139	2
93	1	2	11	3	1	2	1.503	4
96	1	2	12	3	1	1	0.768	4
114	1	3	1	1	2	2	1.058	1
117	1	3	2	1	1	2	0.98	4
120	1	3	3	1	1	1	0.79	4
123	1	3	4	1	2	1	0.967	2
126	1	3	5	1	1	1	1.019	3
129	1	3	6	1	1	2	1.047	1
132	1	3	7	1	1	2	1.139	2
135	1	3	8	1	2	1	0.989	2
138	1	3	9	1	2	2	0.958	1
141	1	3	10	1	1	1	1.159	2
144	1	3	11	1	2	1	1.022	1
147	1	3	12	1	2	2	1.057	1
165	1	4	1	3	1	2	1.154	3
168	1	4	2	3	2	1	1.312	1
171	1	4	3	3	2	1	0.854	2
174	1	4	4	3	1	2	0.97	4
177	1	4	5	3	2	2	1.608	2
180	1	4	6	3	2	1	1.133	2
183	1	4	7	3	1	1	1.047	4
186	1	4	8	3	2	2	1.087	1
189	1	4	9	3	2	2	0.837	2
192	1	4	10	3	1	1	0.915	4
195	1	4	11	3	1	2	0.814	4
198	1	4	12	3	1	1	1.151	2
216	1	5	1	1	2	2	0.955	3
219	1	5	2	1	1	2	0.833	3
222	1	5	3	1	2	2	1.134	2
225	1	5	4	1	1	2	1.212	2
228	1	5	5	1	1	1	0.866	3
231	1	5	6	1	1	1	1.019	1
234	1	5	7	1	2	1	0.878	1
237	1	5	8	1	2	2	0.907	1
240	1	5	9	1	2	1	1.019	2
243	1	5	10	1	2	1	1.019	1
246	1	5	11	1	1	2	0.773	3
249	1	5	12	1	1	1	0.962	3
267	1	6	1	2	2	2	0.931	4
270	1	6	2	2	2	1	0.888	3
273	1	6	3	2	2	1	0.962	3
276	1	6	4	2	1	1	1.044	3
279	1	6	5	2	2	2	1.133	4
282	1	6	6	2	1	2	1.275	2
285	1	6	7	2	1	2	0.858	1
288	1	6	8	2	1	1	0.895	1
291	1	6	9	2	1	2	0.832	1
294	1	6	10	2	1	1	0.831	1
297	1	6	11	2	2	1	1.147	3
300	1	6	12	2	2	2	1.122	4
