onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	2	1	2.046	1	1	4	0.988
21	6	1	2	1	2	1	1.693	2	0	3	0.441
27	6	1	3	1	2	2	1.99	1	1	2	1.119
33	6	1	4	1	2	1	2.233	1	1	3	1.093
39	6	1	5	2	2	1	1.773	2	1	3	1.127
45	6	1	6	2	1	1	1.468	2	1	4	0.145
51	6	1	7	2	2	2	2.571	2	1	3	0.737
57	6	1	8	1	1	1	1.829	1	1	4	0.087
63	6	1	9	1	2	2	2.494	1	1	3	0.74
69	6	1	10	1	1	1	1.701	2	0	3	1.208
75	6	1	11	2	1	1	2.177	2	1	2	0.512
81	6	1	12	2	1	2	3.36	2	1	1	0.97
87	6	1	13	1	1	1	1.373	1	1	3	1.064
93	6	1	14	1	2	2	2.124	1	1	4	0.167
99	6	1	15	1	2	1	1.315	1	1	3	0.675
105	6	1	16	1	1	2	2.952	2	0	3	0.237
111	6	1	17	2	2	1	2.556	1	0	2	0.559
117	6	1	18	2	1	2	2.105	1	0	3	0.393
123	6	1	19	1	2	2	2.134	1	1	2	0.547
129	6	1	20	1	1	2	1.57	1	1	3	0.604
135	6	1	21	2	1	1	1.664	1	0	3	0.667
141	6	1	22	2	1	2	1.854	2	1	4	0.249
147	6	1	23	1	2	1	1.168	2	0	3	0.386
153	6	1	24	1	2	2	1.593	1	1	3	0.409
159	6	1	25	1	1	2	2.105	2	0	2	0.861
165	6	1	26	2	2	2	2.515	1	0	2	0.574
171	6	1	27	2	1	2	3.208	2	1	3	0.551
177	6	1	28	2	2	2	2.534	2	1	3	0.419
183	6	1	29	1	2	2	2.054	1	1	4	0.124
189	6	1	30	1	1	1	2.793	1	1	3	0.49
195	6	1	31	2	2	1	3.263	2	1	2	0.292
201	6	1	32	2	1	2	1.984	2	1	1	1.17
207	6	1	33	1	2	1	2.904	2	0	2	1.398
213	6	1	34	2	2	1	2.473	1	0	2	0.76
219	6	1	35	2	2	1	1.527	2	1	3	0.475
225	6	1	36	2	2	1	1.301	2	1	4	1.217
231	6	1	37	1	1	2	1.747	1	1	3	1.197
237	6	1	38	1	1	2	1.486	1	1	4	0.491
243	6	1	39	1	1	1	1.562	1	1	4	0.295
249	6	1	40	2	1	1	1.72	2	1	2	0.727
255	6	1	41	2	2	1	1.587	2	1	3	1.09
261	6	1	42	2	1	2	3.065	2	1	2	0.885
267	6	1	43	2	2	2	2.405	2	1	3	0.455
273	6	1	44	2	1	1	2.883	2	1	3	0.832
279	6	1	45	2	2	2	2.529	1	0	2	1.357
285	6	1	46	1	1	2	2.526	2	0	2	1.209
291	6	1	47	2	2	2	1.753	2	1	4	1.029
297	6	1	48	1	2	1	3.051	1	1	3	1.644
303	6	1	49	2	2	1	1.541	2	1	3	0.059
309	6	1	50	1	2	2	2.113	1	1	3	0.822
315	6	1	51	2	2	2	3.651	2	1	4	0.428
321	6	1	52	2	2	1	2.262	1	0	2	0.61
327	6	1	53	1	1	2	2.834	2	0	2	1.413
333	6	1	54	1	2	2	2.703	2	0	1	0.829
339	6	1	55	1	2	1	3.339	1	1	3	0.535
345	6	1	56	2	2	1	1.853	2	1	4	0.275
351	6	1	57	2	1	1	1.414	2	1	4	0.193
357	6	1	58	1	1	1	1.878	1	1	3	0.818
363	6	1	59	2	1	2	3.223	1	0	1	0.706
369	6	1	60	2	1	1	2.344	1	0	4	0.392
375	6	1	61	1	1	1	3.403	1	1	2	0.952
381	6	1	62	2	1	1	1.815	2	1	1	1.494
387	6	1	63	1	1	1	2.416	1	1	3	0.435
393	6	1	64	2	1	1	2.965	1	0	2	0.912
399	6	1	65	2	1	2	2.981	2	1	2	0.855
405	6	1	66	1	2	2	2.563	1	1	1	0.377
411	6	1	67	1	1	1	2.352	2	0	1	0.562
417	6	1	68	2	1	1	1.88	1	0	3	0.302
423	6	1	69	2	1	2	1.66	1	0	3	0.254
429	6	1	70	2	2	1	1.946	1	0	3	0.41
435	6	1	71	1	1	2	2.805	1	1	1	0.556
441	6	1	72	2	2	2	1.336	2	1	4	0.13
447	6	1	73	2	2	2	1.336	2	1	2	0.684
453	6	1	74	2	1	2	2.222	1	0	3	0.234
459	6	1	75	1	1	2	3.124	1	1	4	0.583
465	6	1	76	1	2	1	1.722	2	0	4	0.171
471	6	1	77	1	2	1	2.128	1	1	3	1.451
477	6	1	78	1	1	2	1.834	1	1	4	0.012
483	6	1	79	1	1	2	1.699	1	1	4	0.005
489	6	1	80	2	1	2	1.818	2	1	3	0.644
495	6	1	81	1	2	1	3.8	1	1	4	0.106
501	6	1	82	1	1	1	1.437	1	1	4	0.018
507	6	1	83	1	1	1	2.452	2	0	2	1.185
513	6	1	84	2	2	2	3.245	1	0	2	0.485
519	6	1	85	1	2	2	2.639	1	1	4	0.037
525	6	1	86	1	1	2	3.044	1	1	4	0.01
531	6	1	87	2	1	2	2.612	2	1	2	0.935
537	6	1	88	2	2	2	2.109	2	1	4	0.102
543	6	1	89	2	2	1	3.434	2	1	4	0.049
549	6	1	90	2	2	2	1.493	2	1	4	0.022
555	6	1	91	1	1	1	2.782	1	1	4	0.08
561	6	1	92	2	1	1	3.616	1	0	2	0.604
567	6	1	93	2	1	1	2.758	2	1	2	0.39
573	6	1	94	1	2	2	2.23	1	1	1	1.846
579	6	1	95	1	2	2	2.518	2	0	3	0.542
585	6	1	96	1	2	1	3.586	1	1	4	0.254
