onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	1	 n/a	 n/a
15	1	1	2	1	1	2	1.511	3
18	1	1	3	1	2	2	 n/a	 n/a
21	1	1	4	1	2	2	1.047	3
24	1	1	5	1	2	1	1.505	2
27	1	1	6	1	1	1	1.059	4
30	1	1	7	1	2	2	0.79	4
33	1	1	8	1	1	1	0.849	3
36	1	1	9	1	1	2	1.593	2
39	1	1	10	1	2	1	 n/a	 n/a
42	1	1	11	1	2	1	1.842	3
45	1	1	12	1	1	2	1.251	4
63	1	2	1	2	1	2	1.82	4
66	1	2	2	2	1	1	 n/a	 n/a
69	1	2	3	2	2	1	1.624	1
72	1	2	4	2	1	1	1.568	2
75	1	2	5	2	1	2	1.36	4
78	1	2	6	2	2	2	 n/a	 n/a
81	1	2	7	2	1	1	0.81	2
84	1	2	8	2	1	2	1.27	3
87	1	2	9	2	2	1	1.071	1
90	1	2	10	2	2	2	 n/a	 n/a
93	1	2	11	2	2	1	1.343	2
96	1	2	12	2	2	2	1.414	1
114	1	3	1	1	1	2	1.29	4
117	1	3	2	1	2	1	1.764	3
120	1	3	3	1	2	2	 n/a	 n/a
123	1	3	4	1	2	1	1.602	3
126	1	3	5	1	1	1	1.233	1
129	1	3	6	1	1	2	0.814	1
132	1	3	7	1	1	1	1.024	4
135	1	3	8	1	2	2	1.504	3
138	1	3	9	1	2	2	0.825	1
141	1	3	10	1	1	1	1.144	3
144	1	3	11	1	1	2	0.686	4
147	1	3	12	1	2	1	1.134	2
165	1	4	1	2	1	1	1.639	1
168	1	4	2	2	1	2	 n/a	 n/a
171	1	4	3	2	2	2	0.836	4
174	1	4	4	2	2	2	1.414	4
177	1	4	5	2	2	1	0.904	4
180	1	4	6	2	1	1	1.838	2
183	1	4	7	2	2	2	1.242	4
186	1	4	8	2	1	2	1.122	2
189	1	4	9	2	2	1	1.116	3
192	1	4	10	2	2	1	1.165	3
195	1	4	11	2	1	2	1.381	3
198	1	4	12	2	1	1	1.686	1
