onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	1	2	1.926	1	0	1	2.333
21	6	1	2	2	2	1	2.046	2	1	3	1.317
27	6	1	3	1	2	1	1.652	1	1	3	1.35
33	6	1	4	2	2	2	2.646	2	1	 n/a	 n/a
39	6	1	5	2	1	1	2.444	2	1	2	1.116
45	6	1	6	1	2	2	2.179	1	1	2	1.33
51	6	1	7	2	2	1	1.872	2	1	3	0.989
57	6	1	8	1	1	1	2.482	2	0	 n/a	 n/a
63	6	1	9	2	1	2	2.346	2	1	2	1.295
69	6	1	10	1	2	1	1.932	1	1	3	0.949
75	6	1	11	1	2	1	2.164	1	1	2	1.275
81	6	1	12	2	1	1	2.544	2	1	2	1.565
87	6	1	13	1	2	2	1.545	1	1	2	1.755
93	6	1	14	2	2	2	1.86	2	1	3	1.602
99	6	1	15	2	2	2	1.977	2	1	3	1.359
105	6	1	16	1	1	2	1.253	1	1	4	0.683
111	6	1	17	2	2	1	2.507	2	1	3	0.837
117	6	1	18	1	1	1	2.178	1	1	2	1.447
123	6	1	19	1	1	2	3.325	2	0	 n/a	 n/a
129	6	1	20	1	1	1	2.471	1	1	2	0.631
135	6	1	21	1	2	2	2.405	2	0	1	1.306
141	6	1	22	2	2	2	2.337	2	1	2	1.359
147	6	1	23	2	2	2	1.474	2	1	3	0.314
153	6	1	24	1	2	1	1.654	1	1	2	1.76
159	6	1	25	1	2	2	1.283	1	1	3	0.269
165	6	1	26	2	1	1	1.742	2	1	2	0.459
171	6	1	27	2	1	1	2.081	2	1	1	1.28
177	6	1	28	1	1	1	2.375	1	1	2	0.891
183	6	1	29	2	2	2	1.723	2	1	3	0.293
189	6	1	30	2	2	1	1.112	2	1	4	0.261
195	6	1	31	1	2	1	1.419	1	1	3	0.37
201	6	1	32	1	1	2	1.809	1	1	2	1.016
207	6	1	33	1	1	2	2.101	1	1	2	1.248
213	6	1	34	1	2	1	2.147	1	1	3	0.799
219	6	1	35	1	1	2	1.602	1	1	2	0.935
225	6	1	36	2	1	1	1.607	2	1	2	0.44
231	6	1	37	1	2	1	1.949	1	1	3	1.071
237	6	1	38	2	1	2	1.902	2	1	2	0.883
243	6	1	39	1	2	2	2.946	1	1	2	0.936
249	6	1	40	1	1	1	3.067	1	1	1	0.519
255	6	1	41	2	1	1	1.204	2	1	2	1.39
261	6	1	42	1	1	2	2.478	1	1	1	0.777
267	6	1	43	2	2	1	2.112	2	1	2	1.234
273	6	1	44	2	1	2	3.136	2	1	1	0.556
279	6	1	45	2	2	1	2.235	2	1	4	0.423
285	6	1	46	1	2	1	1.281	1	1	4	0.301
291	6	1	47	2	1	1	2.155	2	1	2	0.811
297	6	1	48	1	2	2	1.358	1	1	3	0.573
303	6	1	49	2	1	1	1.993	1	0	2	0.638
309	6	1	50	2	1	2	2.336	2	1	2	0.437
315	6	1	51	2	2	2	1.224	2	1	3	0.218
321	6	1	52	1	2	2	1.397	1	1	3	0.767
327	6	1	53	1	2	2	1.483	1	1	3	1.153
333	6	1	54	1	2	2	0.839	1	1	3	2.292
339	6	1	55	2	2	2	1.473	2	1	3	0.762
345	6	1	56	1	1	2	1.115	1	1	3	0.647
351	6	1	57	1	1	1	2.325	2	0	1	1.872
357	6	1	58	2	2	1	2.597	2	1	2	1.172
363	6	1	59	2	1	2	3.07	2	1	1	0.199
369	6	1	60	2	2	2	2.427	2	1	2	1.007
375	6	1	61	1	2	1	1.186	1	1	2	2.184
381	6	1	62	1	1	1	3.095	1	1	2	0.805
387	6	1	63	1	1	1	3.433	1	1	3	1.281
393	6	1	64	2	1	2	1.236	2	1	2	0.544
399	6	1	65	2	2	2	1.544	2	1	2	0.484
405	6	1	66	1	1	2	1.926	1	1	2	0.416
411	6	1	67	2	2	1	3.531	2	1	 n/a	 n/a
417	6	1	68	1	1	2	1.183	1	1	4	0.294
423	6	1	69	2	2	1	2.799	2	1	2	0.731
429	6	1	70	2	1	2	1.49	2	1	2	0.542
435	6	1	71	2	1	2	3.086	2	1	1	0.404
441	6	1	72	2	1	1	2.921	1	0	1	0.412
447	6	1	73	2	2	2	2.348	2	1	2	0.4
453	6	1	74	1	1	1	1.52	1	1	4	0.526
459	6	1	75	2	1	1	3.065	2	1	2	0.558
465	6	1	76	1	1	1	1.638	1	1	4	1.01
471	6	1	77	2	1	2	1.967	2	1	2	0.532
477	6	1	78	1	2	1	2.582	2	0	3	0.404
483	6	1	79	1	1	1	2.212	1	1	3	1.612
489	6	1	80	1	2	2	1.655	1	1	4	0.127
495	6	1	81	2	1	2	1.82	2	1	3	1.263
501	6	1	82	1	2	1	1.722	1	1	3	0.226
507	6	1	83	1	1	2	3.032	1	1	2	1.046
513	6	1	84	2	2	1	1.21	2	1	3	1.75
519	6	1	85	2	2	1	3.957	1	0	 n/a	 n/a
525	6	1	86	2	1	2	3.345	2	1	2	0.617
531	6	1	87	1	1	2	2.51	1	1	2	1.249
537	6	1	88	2	2	1	1.469	2	1	3	1.801
543	6	1	89	2	1	1	2.247	1	0	1	0.925
549	6	1	90	1	2	2	2.253	1	1	2	2.289
555	6	1	91	2	1	1	2.736	2	1	1	1.423
561	6	1	92	1	1	2	2.031	1	1	2	0.459
567	6	1	93	1	2	2	1.096	1	1	3	0.35
573	6	1	94	2	2	2	2.159	2	1	2	0.677
579	6	1	95	1	2	1	2.1	1	1	3	0.968
585	6	1	96	1	1	1	4.707	2	0	 n/a	 n/a
