onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	2	1	2.036	2	1	3	1.031
21	6	1	2	2	1	2	2.058	2	1	1	0.784
27	6	1	3	1	2	2	1.144	1	1	4	0.339
33	6	1	4	1	1	2	1.041	1	1	4	0.34
39	6	1	5	2	2	1	1.36	2	1	4	0.36
45	6	1	6	2	1	1	0.985	2	1	4	0.407
51	6	1	7	1	2	2	1.169	1	1	3	0.928
57	6	1	8	1	2	1	2.428	1	1	1	0.791
63	6	1	9	2	2	2	1.334	2	1	3	1.094
69	6	1	10	2	1	2	1.79	2	1	1	0.771
75	6	1	11	1	1	2	2.082	2	0	1	0.441
81	6	1	12	2	2	2	1.14	2	1	4	0.237
87	6	1	13	1	1	2	1.093	2	0	1	1.289
93	6	1	14	1	2	1	1.194	1	1	4	0.701
99	6	1	15	2	1	1	1.091	2	1	4	0.466
105	6	1	16	2	2	2	1.424	2	1	4	0.69
111	6	1	17	2	1	2	1.282	2	1	4	0.469
117	6	1	18	1	1	2	1.255	2	0	4	0.615
123	6	1	19	1	1	1	1.006	2	0	4	0.587
129	6	1	20	2	2	2	1.056	2	1	4	0.398
135	6	1	21	1	2	2	1.373	1	1	3	0.426
141	6	1	22	2	2	1	0.908	2	1	4	0.477
147	6	1	23	2	2	1	0.99	2	1	4	0.517
153	6	1	24	2	1	2	2.092	2	1	2	0.981
159	6	1	25	2	1	2	1.511	2	1	4	0.222
165	6	1	26	1	1	1	1.386	2	0	1	1.492
171	6	1	27	2	1	1	1.26	2	1	4	0.455
177	6	1	28	2	1	1	2.103	2	1	1	0.743
183	6	1	29	2	1	1	1.482	2	1	2	1.322
189	6	1	30	1	1	2	1.745	1	1	2	0.855
195	6	1	31	1	2	2	2.875	1	1	1	0.583
201	6	1	32	1	1	2	1.266	1	1	3	0.932
207	6	1	33	1	1	1	1.333	2	0	2	1.496
213	6	1	34	1	1	1	1.65	2	0	2	0.757
219	6	1	35	1	1	1	1.095	2	0	4	0.615
225	6	1	36	2	1	1	1.264	2	1	4	0.556
231	6	1	37	1	1	1	1.58	1	1	3	0.524
237	6	1	38	2	1	1	1.233	2	1	3	0.974
243	6	1	39	2	2	1	1.611	2	1	3	0.843
249	6	1	40	1	1	2	1.027	1	1	4	0.631
255	6	1	41	1	2	1	1.538	2	0	3	0.615
261	6	1	42	1	1	1	1.97	1	1	3	0.844
267	6	1	43	1	2	1	1.945	2	0	1	0.754
273	6	1	44	2	1	1	1.21	2	1	4	0.385
279	6	1	45	2	1	2	1.311	2	1	4	0.516
285	6	1	46	1	2	1	2.071	1	1	4	0.667
291	6	1	47	1	2	1	2.45	2	0	2	1.184
297	6	1	48	2	1	2	1.977	2	1	2	0.987
303	6	1	49	1	1	1	2.362	1	1	3	0.669
309	6	1	50	1	2	1	1.553	1	1	2	1.731
315	6	1	51	2	2	1	2.451	2	1	1	0.964
321	6	1	52	1	2	1	2.446	1	1	3	0.595
327	6	1	53	1	2	2	1.197	1	1	3	0.675
333	6	1	54	2	2	2	1.563	2	1	4	1.188
339	6	1	55	1	2	1	1.678	1	1	4	1.356
345	6	1	56	2	2	1	2.428	2	1	4	0.881
351	6	1	57	2	2	1	1.914	2	1	4	1.12
357	6	1	58	1	2	2	1.026	1	1	3	0.751
363	6	1	59	1	1	2	1.87	1	1	3	0.468
369	6	1	60	1	2	1	1.346	1	1	2	1.207
375	6	1	61	1	2	2	1.047	1	1	3	0.588
381	6	1	62	2	1	2	1.522	2	1	3	0.993
387	6	1	63	2	2	1	1.406	2	1	2	1.034
393	6	1	64	2	1	2	1.973	2	1	1	1.187
399	6	1	65	1	1	1	2.254	2	0	3	0.578
405	6	1	66	1	2	2	0.964	1	1	4	0.418
411	6	1	67	2	1	1	1.619	2	1	1	1.158
417	6	1	68	1	2	2	1.765	1	1	1	0.644
423	6	1	69	1	1	2	1.319	2	0	1	1.272
429	6	1	70	1	1	1	1.029	1	1	3	0.638
435	6	1	71	2	1	1	1.272	2	1	4	0.567
441	6	1	72	2	2	2	1.139	2	1	4	0.565
447	6	1	73	2	1	1	1.074	2	1	4	0.423
453	6	1	74	2	1	2	1.357	2	1	3	0.93
459	6	1	75	2	2	2	1.003	2	1	4	0.373
465	6	1	76	2	2	2	1.158	2	1	4	0.508
471	6	1	77	2	1	1	0.902	2	1	4	0.196
477	6	1	78	2	2	2	1.998	2	1	3	0.546
483	6	1	79	1	2	1	2.072	2	0	1	1.17
489	6	1	80	2	2	2	0.915	2	1	4	0.211
495	6	1	81	2	2	1	1.207	2	1	4	0.266
501	6	1	82	1	1	2	1.398	1	1	3	1.273
507	6	1	83	1	2	2	1.456	1	1	4	0.439
513	6	1	84	1	1	1	1.39	1	1	4	0.629
519	6	1	85	1	1	2	1.173	1	1	4	0.247
525	6	1	86	2	1	2	1.37	2	1	4	0.527
531	6	1	87	2	2	2	1.772	2	1	1	0.496
537	6	1	88	1	2	2	1.112	1	1	4	0.489
543	6	1	89	1	2	1	1.359	1	1	3	1.128
549	6	1	90	2	2	1	1.408	1	0	2	0.665
555	6	1	91	2	1	2	1.977	2	1	4	1.06
561	6	1	92	1	1	2	1.294	1	1	2	0.551
567	6	1	93	2	2	2	1.119	2	1	4	0.46
573	6	1	94	1	2	2	1.242	1	1	4	0.667
579	6	1	95	1	1	1	1.955	2	0	1	0.59
585	6	1	96	2	2	1	1.902	2	1	2	1.099
