onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	3	1	1	0.745	4
15	1	1	2	3	2	2	0.756	4
18	1	1	3	3	2	2	0.807	1
21	1	1	4	3	2	2	1.03	2
24	1	1	5	3	1	2	0.687	4
27	1	1	6	3	1	2	0.939	4
30	1	1	7	3	1	1	0.705	4
33	1	1	8	3	1	1	0.664	4
36	1	1	9	3	2	1	1.097	2
39	1	1	10	3	2	1	1.381	1
42	1	1	11	3	2	1	1.094	1
45	1	1	12	3	1	2	0.722	4
63	1	2	1	2	1	2	1.155	2
66	1	2	2	2	1	2	0.63	4
69	1	2	3	2	2	2	1.125	3
72	1	2	4	2	1	1	0.968	3
75	1	2	5	2	1	2	0.819	1
78	1	2	6	2	2	2	1.046	4
81	1	2	7	2	1	1	1.036	2
84	1	2	8	2	2	1	0.948	1
87	1	2	9	2	2	1	1.095	2
90	1	2	10	2	2	2	1.127	2
93	1	2	11	2	2	1	0.973	2
96	1	2	12	2	1	1	0.671	4
114	1	3	1	1	1	2	1.117	2
117	1	3	2	1	2	1	1.213	3
120	1	3	3	1	1	1	0.741	1
123	1	3	4	1	2	2	0.869	1
126	1	3	5	1	2	1	0.876	2
129	1	3	6	1	1	1	0.918	2
132	1	3	7	1	2	2	0.968	2
135	1	3	8	1	1	2	0.934	2
138	1	3	9	1	1	1	1.127	2
141	1	3	10	1	2	2	0.968	2
144	1	3	11	1	2	1	1.092	1
147	1	3	12	1	1	2	1.019	1
165	1	4	1	2	1	2	1.141	1
168	1	4	2	2	1	1	1.02	2
171	1	4	3	2	1	1	1.057	1
174	1	4	4	2	2	2	0.951	4
177	1	4	5	2	2	1	0.948	2
180	1	4	6	2	1	1	0.884	1
183	1	4	7	2	2	2	0.932	4
186	1	4	8	2	2	1	0.999	1
189	1	4	9	2	2	2	0.912	1
192	1	4	10	2	1	2	1.031	1
195	1	4	11	2	1	2	0.998	3
198	1	4	12	2	2	1	1.094	1
216	1	5	1	1	2	2	1.127	2
219	1	5	2	1	1	2	1.065	2
222	1	5	3	1	2	1	0.824	2
225	1	5	4	1	1	1	0.833	1
228	1	5	5	1	2	2	0.855	1
231	1	5	6	1	1	2	0.887	1
234	1	5	7	1	2	1	1.097	2
237	1	5	8	1	1	1	0.852	2
240	1	5	9	1	1	2	0.835	1
243	1	5	10	1	2	1	0.923	1
246	1	5	11	1	2	2	1.038	3
249	1	5	12	1	1	1	0.817	3
267	1	6	1	3	1	1	0.624	4
270	1	6	2	3	1	2	0.654	4
273	1	6	3	3	2	1	0.852	2
276	1	6	4	3	1	1	0.738	4
279	1	6	5	3	2	2	0.78	1
282	1	6	6	3	1	2	0.686	4
285	1	6	7	3	1	1	0.79	4
288	1	6	8	3	1	2	0.78	4
291	1	6	9	3	2	2	1.209	2
294	1	6	10	3	2	1	0.901	1
297	1	6	11	3	2	2	0.838	1
300	1	6	12	3	2	1	1	2
