onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	1	1.205	2
15	1	1	2	2	2	2	1.246	1
18	1	1	3	2	2	2	1.054	2
21	1	1	4	2	1	2	1.025	2
24	1	1	5	2	1	1	1.259	2
27	1	1	6	2	1	1	0.911	2
30	1	1	7	2	2	1	1.057	3
33	1	1	8	2	2	2	0.89	3
36	1	1	9	2	2	1	0.975	2
39	1	1	10	2	1	2	0.944	3
42	1	1	11	2	1	2	1.242	2
45	1	1	12	2	1	1	1.022	1
63	1	2	1	1	1	1	1.162	2
66	1	2	2	1	1	2	0.963	2
69	1	2	3	1	1	1	1.24	3
72	1	2	4	1	2	2	0.904	3
75	1	2	5	1	1	1	1.313	2
78	1	2	6	1	2	1	1.045	3
81	1	2	7	1	1	2	0.755	2
84	1	2	8	1	2	2	0.871	2
87	1	2	9	1	1	2	0.72	2
90	1	2	10	1	2	1	0.742	2
93	1	2	11	1	2	2	0.968	2
96	1	2	12	1	2	1	0.78	3
114	1	3	1	3	2	2	1.296	2
117	1	3	2	3	1	2	0.686	4
120	1	3	3	3	1	1	1.209	4
123	1	3	4	3	2	2	1.118	3
126	1	3	5	3	2	1	0.991	2
129	1	3	6	3	1	1	0.779	4
132	1	3	7	3	1	2	0.809	4
135	1	3	8	3	2	1	1.053	1
138	1	3	9	3	2	1	1.065	1
141	1	3	10	3	1	2	0.874	3
144	1	3	11	3	2	2	1.018	2
147	1	3	12	3	1	1	0.736	4
165	1	4	1	2	2	2	0.962	3
168	1	4	2	2	1	1	1.108	2
171	1	4	3	2	2	2	1.225	2
174	1	4	4	2	1	1	0.902	2
177	1	4	5	2	2	1	0.744	3
180	1	4	6	2	1	2	1.174	2
183	1	4	7	2	1	2	0.987	2
186	1	4	8	2	2	1	1.048	3
189	1	4	9	2	2	1	1.395	2
192	1	4	10	2	1	2	1.017	2
195	1	4	11	2	2	2	1.68	3
198	1	4	12	2	1	1	0.84	1
216	1	5	1	1	1	1	0.941	2
219	1	5	2	1	2	1	0.893	2
222	1	5	3	1	1	2	1.058	2
225	1	5	4	1	1	1	0.957	2
228	1	5	5	1	1	1	1.169	2
231	1	5	6	1	2	1	1.036	1
234	1	5	7	1	2	1	0.93	2
237	1	5	8	1	2	2	1.081	2
240	1	5	9	1	2	2	0.728	3
243	1	5	10	1	1	2	1.018	2
246	1	5	11	1	1	2	0.961	1
249	1	5	12	1	2	2	1.19	2
267	1	6	1	3	2	2	0.907	1
270	1	6	2	3	1	2	0.83	4
273	1	6	3	3	2	2	0.935	1
276	1	6	4	3	1	2	0.652	4
279	1	6	5	3	2	1	1.053	1
282	1	6	6	3	1	1	1.039	3
285	1	6	7	3	2	1	0.879	2
288	1	6	8	3	2	2	0.763	1
291	1	6	9	3	1	1	0.988	4
294	1	6	10	3	1	2	0.859	4
297	1	6	11	3	2	1	1.071	1
300	1	6	12	3	1	1	0.825	4
