onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	2	1.208	3
15	1	1	2	1	2	2	1.195	1
18	1	1	3	1	2	1	1.312	3
21	1	1	4	1	2	2	1.171	1
24	1	1	5	1	1	2	1.164	2
27	1	1	6	1	1	1	1.165	1
30	1	1	7	1	2	2	1.274	1
33	1	1	8	1	1	2	1.237	4
36	1	1	9	1	1	1	1.282	2
39	1	1	10	1	2	1	1.339	3
42	1	1	11	1	1	1	1.288	4
45	1	1	12	1	2	1	1.384	3
63	1	2	1	2	1	1	1.389	4
66	1	2	2	2	1	2	1.726	4
69	1	2	3	2	1	2	1.202	4
72	1	2	4	2	1	1	1.24	4
75	1	2	5	2	1	2	1.183	4
78	1	2	6	2	2	2	1.338	1
81	1	2	7	2	2	2	1.25	2
84	1	2	8	2	2	1	1.255	1
87	1	2	9	2	2	2	1.325	4
90	1	2	10	2	1	1	1.293	3
93	1	2	11	2	2	1	1.217	1
96	1	2	12	2	2	1	1.302	4
114	1	3	1	3	2	1	1.106	1
117	1	3	2	3	1	2	1.176	4
120	1	3	3	3	1	1	1.298	4
123	1	3	4	3	1	1	1.279	4
126	1	3	5	3	2	2	1.346	2
129	1	3	6	3	2	2	1.269	1
132	1	3	7	3	2	1	1.239	1
135	1	3	8	3	1	2	1.21	4
138	1	3	9	3	1	2	1.516	4
141	1	3	10	3	1	1	1.253	4
144	1	3	11	3	2	2	1.246	1
147	1	3	12	3	2	1	1.274	1
165	1	4	1	2	2	1	1.23	1
168	1	4	2	2	1	2	1.203	4
171	1	4	3	2	2	1	1.316	4
174	1	4	4	2	1	1	1.287	4
177	1	4	5	2	2	2	1.308	1
180	1	4	6	2	1	2	1.201	4
183	1	4	7	2	1	1	0.815	4
186	1	4	8	2	2	2	1.027	3
189	1	4	9	2	1	2	1.214	4
192	1	4	10	2	2	2	1.209	1
195	1	4	11	2	2	1	1.335	2
198	1	4	12	2	1	1	1.146	4
216	1	5	1	1	2	1	1.224	2
219	1	5	2	1	1	2	1.278	1
222	1	5	3	1	2	1	1.353	4
225	1	5	4	1	1	1	1.364	3
228	1	5	5	1	1	1	1.342	3
231	1	5	6	1	2	2	1.294	2
234	1	5	7	1	1	2	1.338	4
237	1	5	8	1	2	1	1.283	1
240	1	5	9	1	1	2	1.252	3
243	1	5	10	1	1	1	1.227	2
246	1	5	11	1	2	2	1.239	3
249	1	5	12	1	2	2	1.281	4
267	1	6	1	3	2	2	1.274	1
270	1	6	2	3	2	2	1.253	1
273	1	6	3	3	1	2	1.187	4
276	1	6	4	3	2	1	1.231	1
279	1	6	5	3	1	2	1.285	4
282	1	6	6	3	1	1	1.221	4
285	1	6	7	3	1	2	1.249	4
288	1	6	8	3	2	1	1.231	2
291	1	6	9	3	1	1	1.204	3
294	1	6	10	3	2	2	1.234	1
297	1	6	11	3	1	1	1.269	4
300	1	6	12	3	2	1	1.181	1
