onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	1	1.286	1
15	1	1	2	1	2	1	1.414	2
18	1	1	3	1	1	2	1.286	3
21	1	1	4	1	2	2	1.31	4
24	1	1	5	1	2	2	1.239	1
27	1	1	6	1	1	1	1.261	4
30	1	1	7	1	1	2	1.266	1
33	1	1	8	1	2	2	1.35	2
36	1	1	9	1	2	1	1.453	2
39	1	1	10	1	1	1	1.313	4
42	1	1	11	1	2	1	1.224	1
45	1	1	12	1	1	2	1.259	3
63	1	2	1	2	1	1	1.3	3
66	1	2	2	2	2	2	1.32	2
69	1	2	3	2	1	1	1.323	3
72	1	2	4	2	2	1	1.352	4
75	1	2	5	2	2	2	1.476	3
78	1	2	6	2	1	2	1.233	4
81	1	2	7	2	1	2	1.334	3
84	1	2	8	2	2	1	1.378	2
87	1	2	9	2	1	2	1.113	3
90	1	2	10	2	2	2	1.48	4
93	1	2	11	2	2	1	1.347	3
96	1	2	12	2	1	1	1.469	3
114	1	3	1	1	1	2	1.539	3
117	1	3	2	1	1	1	1.279	1
120	1	3	3	1	2	2	1.374	4
123	1	3	4	1	1	1	1.421	2
126	1	3	5	1	2	2	1.633	2
129	1	3	6	1	2	1	1.351	1
132	1	3	7	1	2	1	1.492	2
135	1	3	8	1	2	1	1.501	4
138	1	3	9	1	2	2	1.313	3
141	1	3	10	1	1	2	1.429	4
144	1	3	11	1	1	2	1.409	3
147	1	3	12	1	1	1	1.505	2
165	1	4	1	2	2	2	1.547	2
168	1	4	2	2	2	1	1.238	1
171	1	4	3	2	2	2	1.426	4
174	1	4	4	2	1	1	1.354	3
177	1	4	5	2	1	2	1.396	4
180	1	4	6	2	2	2	1.313	3
183	1	4	7	2	1	2	1.328	3
186	1	4	8	2	2	1	1.301	4
189	1	4	9	2	1	1	1.352	3
192	1	4	10	2	1	1	1.322	3
195	1	4	11	2	2	1	1.489	2
198	1	4	12	2	1	2	1.349	3
