onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	2	1.041	4
15	1	1	2	2	1	1	0.752	4
18	1	1	3	2	2	2	0.789	1
21	1	1	4	2	2	1	0.617	2
24	1	1	5	2	2	1	0.789	2
27	1	1	6	2	1	1	0.773	4
30	1	1	7	2	2	2	0.807	4
33	1	1	8	2	2	2	0.63	4
36	1	1	9	2	1	2	0.622	4
39	1	1	10	2	1	1	0.926	1
42	1	1	11	2	2	1	0.797	2
45	1	1	12	2	1	2	0.794	4
63	1	2	1	1	2	2	0.894	4
66	1	2	2	1	2	1	0.882	1
69	1	2	3	1	1	1	0.866	3
72	1	2	4	1	1	2	1.047	3
75	1	2	5	1	1	1	0.839	1
78	1	2	6	1	2	1	0.914	2
81	1	2	7	1	1	1	0.835	2
84	1	2	8	1	1	2	0.729	3
87	1	2	9	1	2	2	0.783	2
90	1	2	10	1	2	2	1.044	2
93	1	2	11	1	2	1	0.91	2
96	1	2	12	1	1	2	0.732	4
114	1	3	1	2	2	2	1.043	1
117	1	3	2	2	2	1	0.829	3
120	1	3	3	2	1	2	0.723	2
123	1	3	4	2	2	1	0.722	2
126	1	3	5	2	1	2	0.697	2
129	1	3	6	2	2	1	0.906	3
132	1	3	7	2	1	2	1.019	2
135	1	3	8	2	2	2	0.925	2
138	1	3	9	2	1	1	0.764	3
141	1	3	10	2	1	1	0.596	4
144	1	3	11	2	2	2	 n/a	 n/a
147	1	3	12	2	1	1	0.331	3
165	1	4	1	3	1	1	1.019	4
168	1	4	2	3	2	2	0.776	1
171	1	4	3	3	2	1	1.019	1
174	1	4	4	3	1	1	0.936	4
177	1	4	5	3	2	1	0.696	1
180	1	4	6	3	2	2	0.849	2
183	1	4	7	3	2	2	0.687	2
186	1	4	8	3	2	1	0.808	1
189	1	4	9	3	1	1	0.627	4
192	1	4	10	3	1	2	0.512	4
195	1	4	11	3	1	2	0.596	4
198	1	4	12	3	1	2	0.63	4
216	1	5	1	1	2	1	0.924	2
219	1	5	2	1	1	1	0.553	4
222	1	5	3	1	2	2	0.642	2
225	1	5	4	1	1	2	0.948	4
228	1	5	5	1	1	2	0.703	3
231	1	5	6	1	1	1	0.682	4
234	1	5	7	1	2	1	0.754	2
237	1	5	8	1	2	2	 n/a	 n/a
240	1	5	9	1	1	1	1.019	3
243	1	5	10	1	1	2	0.788	3
246	1	5	11	1	2	2	0.889	2
249	1	5	12	1	2	1	0.913	1
267	1	6	1	3	1	2	0.64	4
270	1	6	2	3	1	2	0.499	4
273	1	6	3	3	2	2	0.822	2
276	1	6	4	3	1	2	0.926	3
279	1	6	5	3	2	2	0.873	2
282	1	6	6	3	1	1	0.744	4
285	1	6	7	3	2	1	1.028	3
288	1	6	8	3	1	1	1.107	2
291	1	6	9	3	1	1	0.684	4
294	1	6	10	3	2	1	0.994	2
297	1	6	11	3	2	1	0.863	1
300	1	6	12	3	2	2	0.912	1
