onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	1	0.986	2
15	1	1	2	2	2	1	0.93	2
18	1	1	3	2	1	2	0.961	2
21	1	1	4	2	1	1	1.016	3
24	1	1	5	2	2	2	0.639	4
27	1	1	6	2	2	2	1.221	4
30	1	1	7	2	1	1	1.054	2
33	1	1	8	2	1	2	1.087	4
36	1	1	9	2	2	2	0.664	4
39	1	1	10	2	2	1	1.115	4
42	1	1	11	2	1	2	1.316	2
45	1	1	12	2	2	1	0.734	4
63	1	2	1	1	2	2	1.223	2
66	1	2	2	1	2	1	1.047	1
69	1	2	3	1	2	2	1.066	4
72	1	2	4	1	2	1	1.596	3
75	1	2	5	1	1	1	0.962	4
78	1	2	6	1	1	2	1.04	3
81	1	2	7	1	1	2	0.004	3
84	1	2	8	1	1	1	0.004	3
87	1	2	9	1	1	1	0.006	3
90	1	2	10	1	1	2	0.004	3
93	1	2	11	1	2	1	0.004	3
96	1	2	12	1	2	2	0.005	3
114	1	3	1	2	2	2	0.765	4
117	1	3	2	2	1	1	1.307	1
120	1	3	3	2	2	2	0.83	4
123	1	3	4	2	2	2	0.912	4
126	1	3	5	2	1	2	1.019	1
129	1	3	6	2	1	1	1.141	3
132	1	3	7	2	1	1	0.654	1
135	1	3	8	2	1	2	0.732	1
138	1	3	9	2	2	1	1.202	4
141	1	3	10	2	1	2	1.581	3
144	1	3	11	2	2	1	1.067	3
147	1	3	12	2	2	1	1.367	1
165	1	4	1	1	1	2	0.579	4
168	1	4	2	1	1	2	0.655	4
171	1	4	3	1	1	1	0.572	4
174	1	4	4	1	2	1	1.109	3
177	1	4	5	1	2	2	0.894	1
180	1	4	6	1	1	2	0.815	3
183	1	4	7	1	1	1	 NaN	 NaN
186	1	4	8	1	2	1	1.205	1
189	1	4	9	1	2	2	0.778	1
192	1	4	10	1	2	1	0.664	1
195	1	4	11	1	2	2	1.078	1
198	1	4	12	1	1	1	1.746	4
