onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	1	2	1.792	1	1	4	1.104
21	6	1	2	1	1	2	1.28	1	1	3	0.803
27	6	1	3	1	2	1	1.506	2	0	2	1.086
33	6	1	4	1	2	1	1.189	1	1	4	0.283
39	6	1	5	2	2	2	2.956	2	1	3	0.812
45	6	1	6	2	1	2	1.811	1	0	4	0.462
51	6	1	7	2	1	1	1.235	1	0	4	0.384
57	6	1	8	2	2	2	1.706	2	1	3	0.472
63	6	1	9	2	2	2	2.453	1	0	2	0.893
69	6	1	10	1	2	2	1.832	1	1	4	0.656
75	6	1	11	2	2	2	2.436	2	1	1	0.568
81	6	1	12	1	1	2	1.062	1	1	4	0.221
87	6	1	13	1	1	1	0.754	1	1	4	0.357
93	6	1	14	1	2	1	1.136	1	1	4	0.618
99	6	1	15	1	1	1	1.598	1	1	3	0.901
105	6	1	16	2	1	1	2.867	2	1	2	0.919
111	6	1	17	1	2	2	1.746	1	1	3	1.179
117	6	1	18	1	2	2	3.006	1	1	2	1.323
123	6	1	19	2	2	1	2.505	2	1	4	0.45
129	6	1	20	1	2	1	2.757	1	1	4	0.46
135	6	1	21	1	2	1	2.788	1	1	1	0.408
141	6	1	22	2	1	1	2.711	1	0	4	0.364
147	6	1	23	2	1	2	2.581	2	1	2	0.495
153	6	1	24	2	1	1	2.783	1	0	3	0.458
159	6	1	25	1	1	2	1.227	1	1	4	0.228
165	6	1	26	2	2	1	1.21	2	1	4	0.301
171	6	1	27	1	2	2	4.038	1	1	 n/a	 n/a
177	6	1	28	2	1	2	2.681	1	0	3	0.97
183	6	1	29	1	2	1	1.926	1	1	4	0.368
189	6	1	30	1	2	1	2.174	1	1	4	0.825
195	6	1	31	2	2	2	2.89	1	0	 n/a	 n/a
201	6	1	32	1	2	2	1.489	1	1	4	0.429
207	6	1	33	1	2	1	1.696	1	1	4	0.635
213	6	1	34	2	1	1	1.518	2	1	4	0.637
219	6	1	35	2	2	2	1.287	2	1	4	0.248
225	6	1	36	2	2	2	0.77	2	1	4	0.231
231	6	1	37	1	1	2	1.692	1	1	2	0.913
237	6	1	38	1	2	1	1.168	1	1	4	0.118
243	6	1	39	1	1	1	1.681	1	1	3	0.765
249	6	1	40	1	2	1	1.167	1	1	4	0.193
255	6	1	41	2	1	2	2.368	2	1	2	1.275
261	6	1	42	2	2	1	2.202	2	1	4	0.558
267	6	1	43	2	1	2	2.202	1	0	2	1.085
273	6	1	44	1	1	2	2.02	1	1	3	0.96
279	6	1	45	2	2	2	1.151	2	1	4	0.155
285	6	1	46	2	2	1	1.461	2	1	4	0.212
291	6	1	47	1	2	2	4.452	1	1	 n/a	 n/a
297	6	1	48	2	1	2	1.67	1	0	2	0.576
303	6	1	49	2	2	1	2.877	2	1	3	0.412
309	6	1	50	2	1	2	1.514	1	0	2	0.889
315	6	1	51	1	1	1	2.504	2	0	2	0.526
321	6	1	52	1	2	2	1.382	1	1	4	0.147
327	6	1	53	1	1	2	0.962	1	1	4	0.578
333	6	1	54	1	2	1	1.069	1	1	4	0.221
339	6	1	55	2	2	2	1.87	2	1	4	0.411
345	6	1	56	1	1	2	1.806	1	1	3	0.947
351	6	1	57	2	2	1	2.055	2	1	2	1.306
357	6	1	58	1	1	2	1.085	1	1	4	0.223
363	6	1	59	1	2	2	1.751	1	1	4	0.307
369	6	1	60	1	2	1	2.354	1	1	3	0.636
375	6	1	61	1	1	1	2.277	1	1	4	0.16
381	6	1	62	1	2	2	1.15	1	1	4	0.462
387	6	1	63	2	2	1	1.365	2	1	3	0.793
393	6	1	64	2	1	2	2.735	1	0	2	1.053
399	6	1	65	2	2	2	2.144	2	1	4	0.775
405	6	1	66	2	1	1	2.09	2	1	4	0.291
411	6	1	67	2	2	1	1.017	2	1	4	0.156
417	6	1	68	2	1	1	1.497	1	0	2	0.751
423	6	1	69	1	1	1	1.253	1	1	4	0.313
429	6	1	70	2	2	1	1.381	1	0	1	0.735
435	6	1	71	1	1	1	1.495	1	1	3	0.745
441	6	1	72	2	1	1	2.659	2	1	1	0.217
447	6	1	73	2	2	2	1.225	2	1	4	0.713
453	6	1	74	2	1	2	1.323	2	1	4	0.25
459	6	1	75	1	1	1	2.949	1	1	3	0.607
465	6	1	76	1	1	1	2.203	2	0	2	0.804
471	6	1	77	1	1	2	1.683	1	1	3	0.361
477	6	1	78	1	1	1	2.417	1	1	2	0.706
483	6	1	79	1	2	2	2.005	2	0	2	0.768
489	6	1	80	2	2	1	0.954	2	1	4	0.133
495	6	1	81	2	2	2	1.692	2	1	4	0.532
501	6	1	82	2	1	2	1.139	2	1	3	0.962
507	6	1	83	2	1	2	2.347	1	0	1	0.478
513	6	1	84	1	2	2	1.596	2	0	2	1.414
519	6	1	85	1	1	2	1.241	1	1	2	1.195
525	6	1	86	2	1	1	3.039	1	0	1	0.328
531	6	1	87	2	1	1	2.749	2	1	4	1.167
537	6	1	88	1	2	2	1.981	2	0	1	1.587
543	6	1	89	1	1	2	2.226	1	1	2	1.02
549	6	1	90	2	2	1	1.15	2	1	4	1.151
555	6	1	91	2	2	1	1.64	2	1	4	0.518
561	6	1	92	2	1	1	2.594	2	1	3	0.269
567	6	1	93	1	1	1	1.559	1	1	4	0.687
573	6	1	94	2	1	1	3.082	2	1	2	0.56
579	6	1	95	1	1	1	2.112	1	1	1	0.893
585	6	1	96	2	1	2	2.662	1	0	2	0.687
