onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	2	1	1.137	2	1	4	0.404
21	6	1	2	2	2	1	2.052	2	1	4	0.39
27	6	1	3	1	2	1	1.373	1	1	4	0.616
33	6	1	4	1	2	1	1.218	1	1	4	0.289
39	6	1	5	2	1	1	1.491	1	0	2	1.124
45	6	1	6	2	2	2	1.636	1	0	3	0.774
51	6	1	7	2	1	1	1.485	1	0	4	0.511
57	6	1	8	2	2	1	1.773	1	0	4	0.801
63	6	1	9	1	2	1	1.614	1	1	3	0.558
69	6	1	10	1	2	1	0.876	1	1	4	0.154
75	6	1	11	2	2	1	1.575	2	1	3	1.498
81	6	1	12	1	1	1	2.865	1	1	1	0.797
87	6	1	13	2	1	2	1.819	1	0	2	1.395
93	6	1	14	1	2	2	2.249	2	0	1	0.425
99	6	1	15	2	1	2	2.265	1	0	2	1.533
105	6	1	16	1	1	2	1.194	1	1	4	0.178
111	6	1	17	2	1	1	0.987	1	0	4	0.884
117	6	1	18	2	1	2	2.841	2	1	1	0.2
123	6	1	19	2	2	2	1.835	2	1	4	0.405
129	6	1	20	2	1	1	2.101	2	1	3	0.679
135	6	1	21	1	2	2	1.71	1	1	3	0.427
141	6	1	22	1	2	2	1.084	1	1	4	0.503
147	6	1	23	1	2	1	1.74	1	1	3	0.378
153	6	1	24	1	1	1	1.128	1	1	4	0.137
159	6	1	25	2	1	2	2.16	2	1	3	0.356
165	6	1	26	2	2	1	1.278	2	1	3	0.293
171	6	1	27	2	2	1	3.068	2	1	2	1.199
177	6	1	28	1	1	1	1.608	1	1	2	0.382
183	6	1	29	2	2	1	2.241	1	0	2	0.632
189	6	1	30	2	2	1	1.264	2	1	3	0.252
195	6	1	31	1	1	1	1.155	1	1	4	0.311
201	6	1	32	1	1	2	2.272	1	1	1	0.766
207	6	1	33	2	2	2	1.988	2	1	4	0.446
213	6	1	34	1	2	2	1.828	2	0	2	0.855
219	6	1	35	2	1	1	2.537	2	1	2	0.543
225	6	1	36	1	1	2	1.25	1	1	4	0.324
231	6	1	37	1	2	1	1.418	1	1	4	0.384
237	6	1	38	1	2	2	1.798	1	1	4	0.687
243	6	1	39	2	2	2	1.982	1	0	2	0.347
249	6	1	40	2	1	2	2.154	1	0	2	0.302
255	6	1	41	1	1	1	2.147	1	1	3	0.927
261	6	1	42	1	1	2	1.68	1	1	4	1.233
267	6	1	43	1	2	2	1.655	1	1	2	0.741
273	6	1	44	2	1	2	2.352	1	0	1	0.285
279	6	1	45	2	1	2	1.501	2	1	4	0.749
285	6	1	46	2	1	1	2.276	1	0	2	1.087
291	6	1	47	2	1	1	2.342	2	1	2	0.446
297	6	1	48	1	1	1	1.18	1	1	4	0.257
303	6	1	49	1	1	2	1.465	1	1	4	0.363
309	6	1	50	1	2	2	3.029	1	1	1	0.304
315	6	1	51	1	2	2	4.124	2	0	1	0.275
321	6	1	52	1	1	2	1	1	1	4	0.211
327	6	1	53	2	1	1	2.672	2	1	4	0.414
333	6	1	54	2	2	2	1.681	2	1	4	0.641
339	6	1	55	1	2	2	1.496	2	0	2	0.952
345	6	1	56	1	2	1	2.398	1	1	4	0.468
351	6	1	57	2	2	2	2.421	2	1	4	0.883
357	6	1	58	1	1	2	1.296	1	1	4	0.998
363	6	1	59	1	2	1	1.81	1	1	4	0.32
369	6	1	60	2	2	2	1.156	1	0	4	0.138
375	6	1	61	1	2	1	1.568	1	1	2	0.534
381	6	1	62	1	1	1	2.719	1	1	2	0.535
387	6	1	63	1	1	2	1.341	1	1	1	0.081
393	6	1	64	2	2	2	1.359	2	1	3	0.479
399	6	1	65	2	1	1	2.192	1	0	1	0.522
405	6	1	66	1	1	1	0.916	1	1	4	0.06
411	6	1	67	1	1	1	2.832	2	0	1	0.444
417	6	1	68	1	2	2	3.663	2	0	2	0.472
423	6	1	69	2	1	1	2.113	2	1	3	0.44
429	6	1	70	2	2	1	4.183	2	1	 n/a	 n/a
435	6	1	71	1	1	1	1.084	1	1	4	0.29
441	6	1	72	1	1	2	2.476	1	1	1	0.235
447	6	1	73	2	2	2	1.168	2	1	4	0.198
453	6	1	74	2	2	2	1.94	2	1	3	0.449
459	6	1	75	1	1	2	2.168	1	1	4	0.253
465	6	1	76	2	1	1	2.041	2	1	3	0.382
471	6	1	77	2	1	2	1.724	1	0	2	0.597
477	6	1	78	2	1	2	1.262	1	0	1	0.156
483	6	1	79	1	2	1	2.098	1	1	4	0.716
489	6	1	80	2	2	1	1.482	2	1	3	0.792
495	6	1	81	2	2	1	1.054	2	1	4	0.254
501	6	1	82	1	2	1	3.341	1	1	 n/a	 n/a
507	6	1	83	1	1	2	0.909	1	1	4	0.072
513	6	1	84	2	1	2	1.656	1	0	2	1.554
519	6	1	85	1	1	2	3.761	2	0	1	0.654
525	6	1	86	2	2	2	2.297	2	1	4	0.169
531	6	1	87	1	2	2	3.18	2	0	1	0.461
537	6	1	88	1	1	1	1.645	1	1	1	0.392
543	6	1	89	2	1	1	2.054	2	1	2	0.892
549	6	1	90	2	1	2	2.768	2	1	1	0.107
555	6	1	91	1	2	2	1.859	1	1	2	0.712
561	6	1	92	2	1	2	3.007	2	1	2	0.541
567	6	1	93	2	2	2	2.115	2	1	3	0.306
573	6	1	94	1	1	1	1.055	1	1	3	0.448
579	6	1	95	1	2	1	2.088	1	1	2	0.379
585	6	1	96	2	2	1	1.243	2	1	4	0.284
