onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	1	2	2.381	1	1	2	2.076
21	6	1	2	1	2	1	7	7	0	 n/a	 n/a
27	6	1	3	1	1	1	1.571	1	1	3	1.625
33	6	1	4	1	2	1	2.061	1	1	4	1.015
39	6	1	5	1	2	1	1.62	1	1	4	1.11
45	6	1	6	1	1	1	1.405	1	1	4	0.551
51	6	1	7	1	2	1	3.118	1	1	3	1.06
57	6	1	8	2	1	2	7	7	0	 n/a	 n/a
63	6	1	9	2	1	1	4.356	2	1	 n/a	 n/a
69	6	1	10	2	1	2	1.597	2	1	3	0.935
75	6	1	11	1	1	1	2.485	2	0	2	1.788
81	6	1	12	2	2	2	1.406	2	1	3	1.123
87	6	1	13	1	1	2	1.558	1	1	3	0.455
93	6	1	14	2	1	2	2.409	2	1	2	0.566
99	6	1	15	2	2	2	3.053	1	0	2	0.996
105	6	1	16	2	2	2	1.099	2	1	3	1.506
111	6	1	17	1	2	1	3.835	2	0	 n/a	 n/a
117	6	1	18	2	2	2	1.541	1	0	3	0.651
123	6	1	19	1	2	2	2.296	1	1	3	0.717
129	6	1	20	1	1	2	1.714	2	0	2	0.689
135	6	1	21	1	2	2	2.211	2	0	1	2.431
141	6	1	22	1	1	2	2.486	1	1	1	1.339
147	6	1	23	1	1	2	1.791	1	1	4	0.896
153	6	1	24	2	1	2	2.603	2	1	3	0.776
159	6	1	25	2	1	2	7	7	0	 n/a	 n/a
165	6	1	26	2	2	2	1.169	2	1	4	0.508
171	6	1	27	1	2	1	1.359	1	1	3	1.395
177	6	1	28	1	1	2	0.912	1	1	4	0.447
183	6	1	29	2	1	2	1.635	2	1	2	1.394
189	6	1	30	1	2	2	1.674	1	1	3	1.507
195	6	1	31	1	1	2	2.176	1	1	4	0.659
201	6	1	32	2	2	2	1.739	2	1	2	0.638
207	6	1	33	2	1	2	3.196	2	1	2	1.415
213	6	1	34	2	1	1	2.767	2	1	3	0.633
219	6	1	35	2	1	1	2.635	1	0	1	1.133
225	6	1	36	2	1	1	1.646	2	1	3	0.699
231	6	1	37	1	1	1	1.135	1	1	3	0.363
237	6	1	38	2	1	1	2.032	1	0	2	1.666
243	6	1	39	2	2	1	2.243	2	1	1	1.074
249	6	1	40	1	2	1	7	7	0	 n/a	 n/a
255	6	1	41	2	2	1	2.006	2	1	3	0.992
261	6	1	42	1	2	2	3.774	2	0	1	0.267
267	6	1	43	2	2	2	2.691	2	1	3	0.403
273	6	1	44	1	2	1	3.117	2	0	1	0.81
279	6	1	45	2	1	2	2.538	2	1	3	0.684
285	6	1	46	2	1	1	1.131	2	1	3	0.549
291	6	1	47	2	2	1	2.039	2	1	3	0.965
297	6	1	48	2	2	1	2.396	1	0	2	0.658
303	6	1	49	2	2	1	1.881	2	1	1	0.892
309	6	1	50	2	2	1	1.975	2	1	1	0.554
315	6	1	51	2	1	1	1.442	2	1	3	0.27
321	6	1	52	2	1	2	2.885	2	1	1	1.02
327	6	1	53	1	1	1	1.705	1	1	4	1.549
333	6	1	54	1	2	2	1.141	1	1	4	0.112
339	6	1	55	1	1	2	2.04	1	1	3	0.23
345	6	1	56	2	1	1	2.979	2	1	3	0.202
351	6	1	57	1	1	1	2.384	1	1	1	1.378
357	6	1	58	1	1	1	1.134	2	0	3	1.234
363	6	1	59	1	1	1	1.497	1	1	3	1.669
369	6	1	60	2	2	2	1.233	2	1	3	1.247
375	6	1	61	2	2	2	2.863	1	0	1	0.952
381	6	1	62	2	2	1	2.486	2	1	3	0.229
387	6	1	63	2	2	1	1.169	2	1	4	0.565
393	6	1	64	2	2	1	1.638	2	1	4	0.833
399	6	1	65	1	2	1	7	7	0	 n/a	 n/a
405	6	1	66	1	1	2	1.27	1	1	3	0.811
411	6	1	67	2	1	1	1.551	2	1	2	0.533
417	6	1	68	1	1	1	1.458	1	1	3	0.304
423	6	1	69	2	2	1	1.099	2	1	4	0.319
429	6	1	70	1	1	1	1.036	1	1	3	0.539
435	6	1	71	1	2	2	1.494	1	1	4	0.317
441	6	1	72	1	1	1	2.515	1	1	2	1.674
447	6	1	73	2	2	2	2.716	2	1	1	1.409
453	6	1	74	2	1	2	1.185	1	0	3	0.407
459	6	1	75	1	1	1	0.817	1	1	3	0.383
465	6	1	76	1	2	2	4.198	2	0	1	0.373
471	6	1	77	1	2	2	1.231	1	1	3	1.363
477	6	1	78	2	2	1	1.553	2	1	3	1.428
483	6	1	79	1	1	2	1.041	1	1	3	1.172
489	6	1	80	1	1	2	1.688	2	0	2	0.293
495	6	1	81	2	2	2	1.431	2	1	1	0.97
501	6	1	82	1	2	2	2.637	1	1	1	0.254
507	6	1	83	2	1	2	1.152	2	1	3	0.461
513	6	1	84	1	2	2	7	7	0	 n/a	 n/a
519	6	1	85	2	1	1	1.248	2	1	2	1.41
525	6	1	86	1	2	1	2.098	2	0	1	0.466
531	6	1	87	1	2	1	2.32	2	0	1	0.105
537	6	1	88	1	2	2	2.224	1	1	1	0.58
543	6	1	89	1	1	2	7	7	0	 n/a	 n/a
549	6	1	90	2	2	1	1.286	2	1	1	1.783
555	6	1	91	2	1	1	1.82	1	0	4	0.398
561	6	1	92	2	1	1	2.926	1	0	 n/a	 n/a
567	6	1	93	1	2	1	1.553	1	1	3	0.249
573	6	1	94	1	2	2	1.082	1	1	3	1.667
579	6	1	95	2	1	2	1.238	2	1	3	0.329
585	6	1	96	2	2	2	7	7	0	 n/a	 n/a
