onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	2	1.163	2
15	1	1	2	2	1	2	1.087	3
18	1	1	3	2	1	1	0.932	3
21	1	1	4	2	2	2	1.456	3
24	1	1	5	2	1	1	0.873	4
27	1	1	6	2	1	1	0.732	4
30	1	1	7	2	2	1	1.218	2
33	1	1	8	2	1	2	1.424	2
36	1	1	9	2	2	1	1.253	3
39	1	1	10	2	2	1	1.412	1
42	1	1	11	2	1	2	1.282	3
45	1	1	12	2	2	2	1.592	3
63	1	2	1	1	1	2	1.185	2
66	1	2	2	1	1	2	0.833	1
69	1	2	3	1	2	2	1.111	2
72	1	2	4	1	1	1	0.795	1
75	1	2	5	1	2	1	1.269	1
78	1	2	6	1	2	1	0.861	1
81	1	2	7	1	2	1	0.838	1
84	1	2	8	1	1	1	1.038	2
87	1	2	9	1	1	2	1.148	3
90	1	2	10	1	2	2	1.111	1
93	1	2	11	1	2	2	1.181	2
96	1	2	12	1	1	1	1.532	4
114	1	3	1	2	2	2	1.342	2
117	1	3	2	2	2	1	1.652	2
120	1	3	3	2	2	2	1.818	2
123	1	3	4	2	2	2	 n/a	 n/a
126	1	3	5	2	1	2	1.091	1
129	1	3	6	2	1	1	1.347	2
132	1	3	7	2	1	2	1.113	4
135	1	3	8	2	2	1	1.627	2
138	1	3	9	2	1	2	1.28	3
141	1	3	10	2	1	1	1.437	1
144	1	3	11	2	2	1	1.571	3
147	1	3	12	2	1	1	1.059	3
165	1	4	1	1	2	2	1.551	2
168	1	4	2	1	1	1	1.752	2
171	1	4	3	1	2	2	1.067	1
174	1	4	4	1	2	1	1.457	2
177	1	4	5	1	1	2	1.6	2
180	1	4	6	1	2	1	1.542	2
183	1	4	7	1	1	1	1.57	1
186	1	4	8	1	1	2	0.005	1
189	1	4	9	1	1	1	1.223	2
192	1	4	10	1	2	2	0.944	1
195	1	4	11	1	1	2	1.167	2
198	1	4	12	1	2	1	0.918	1
