onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	3	2	1	1.305	1
15	1	1	2	3	1	2	0.87	4
18	1	1	3	3	2	2	1.02	1
21	1	1	4	3	2	2	1.042	1
24	1	1	5	3	2	1	1.248	1
27	1	1	6	3	1	2	0.859	4
30	1	1	7	3	1	1	0.703	4
33	1	1	8	3	2	1	1.388	1
36	1	1	9	3	1	1	0.903	4
39	1	1	10	3	2	2	0.824	1
42	1	1	11	3	1	1	0.936	4
45	1	1	12	3	1	2	0.605	4
63	1	2	1	1	2	1	1.651	3
66	1	2	2	1	1	2	1	1
69	1	2	3	1	2	2	1.213	2
72	1	2	4	1	1	1	0.915	2
75	1	2	5	1	1	2	0.96	2
78	1	2	6	1	2	2	0.93	2
81	1	2	7	1	1	1	1.262	2
84	1	2	8	1	2	1	0.669	1
87	1	2	9	1	1	2	0.952	3
90	1	2	10	1	2	1	1.175	2
93	1	2	11	1	1	1	1	3
96	1	2	12	1	2	2	1.28	2
114	1	3	1	2	1	1	1.537	1
117	1	3	2	2	2	1	0.93	1
120	1	3	3	2	2	2	1.171	3
123	1	3	4	2	2	2	1.282	2
126	1	3	5	2	2	2	1.099	2
129	1	3	6	2	1	2	 n/a	 n/a
132	1	3	7	2	2	1	0.839	1
135	1	3	8	2	1	2	1.002	2
138	1	3	9	2	1	1	1.034	1
141	1	3	10	2	1	1	0.931	1
144	1	3	11	2	2	1	1.117	2
147	1	3	12	2	1	2	1.083	1
165	1	4	1	3	1	1	0.906	4
168	1	4	2	3	1	1	0.908	4
171	1	4	3	3	2	1	1.346	1
174	1	4	4	3	1	2	0.755	4
177	1	4	5	3	2	2	0.921	1
180	1	4	6	3	1	1	1.274	4
183	1	4	7	3	1	2	0.807	4
186	1	4	8	3	2	2	1.306	2
189	1	4	9	3	2	2	 n/a	 n/a
192	1	4	10	3	2	1	1.216	1
195	1	4	11	3	1	2	0.858	4
198	1	4	12	3	2	1	1.259	2
216	1	5	1	1	2	1	1.085	2
219	1	5	2	1	1	1	1.158	2
222	1	5	3	1	2	2	1.028	2
225	1	5	4	1	1	1	1.065	3
228	1	5	5	1	1	2	1.365	1
231	1	5	6	1	2	1	1.038	2
234	1	5	7	1	1	1	1.479	2
237	1	5	8	1	1	2	1.229	2
240	1	5	9	1	2	1	1.633	1
243	1	5	10	1	2	2	1.544	2
246	1	5	11	1	1	2	1.547	2
249	1	5	12	1	2	2	0.954	1
267	1	6	1	2	2	2	1.028	2
270	1	6	2	2	1	2	1.721	3
273	1	6	3	2	2	1	0.847	3
276	1	6	4	2	2	2	1.576	2
279	1	6	5	2	1	2	1.196	3
282	1	6	6	2	1	1	0.927	2
285	1	6	7	2	2	1	1.333	4
288	1	6	8	2	2	1	0.933	3
291	1	6	9	2	1	1	0.814	4
294	1	6	10	2	1	1	0.84	4
297	1	6	11	2	1	2	1.423	4
300	1	6	12	2	2	2	1.626	2
