onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	1	1.434	2
15	1	1	2	1	2	1	0.922	2
18	1	1	3	1	1	1	0.958	1
21	1	1	4	1	1	2	0.808	2
24	1	1	5	1	2	2	0.991	1
27	1	1	6	1	2	2	1.099	2
30	1	1	7	1	1	1	0.911	3
33	1	1	8	1	2	1	0.983	2
36	1	1	9	1	1	2	0.901	3
39	1	1	10	1	1	2	0.914	3
42	1	1	11	1	2	1	1.02	2
45	1	1	12	1	2	2	0.841	2
63	1	2	1	3	1	2	1.151	4
66	1	2	2	3	2	2	1.02	2
69	1	2	3	3	2	1	1.02	2
72	1	2	4	3	1	1	1.02	4
75	1	2	5	3	2	1	1.178	2
78	1	2	6	3	2	2	1.61	2
81	1	2	7	3	1	1	0.8	4
84	1	2	8	3	2	1	1.247	1
87	1	2	9	3	1	2	0.804	4
90	1	2	10	3	2	2	1.229	4
93	1	2	11	3	1	2	0.875	4
96	1	2	12	3	1	1	1.185	4
114	1	3	1	2	1	1	1.421	2
117	1	3	2	2	2	1	1.103	3
120	1	3	3	2	2	2	1.051	3
123	1	3	4	2	2	1	1.524	3
126	1	3	5	2	1	1	0.893	4
129	1	3	6	2	1	2	1.418	1
132	1	3	7	2	2	2	1.624	1
135	1	3	8	2	1	1	1.933	3
138	1	3	9	2	2	2	0.892	3
141	1	3	10	2	1	2	0.715	4
144	1	3	11	2	2	1	1.658	2
147	1	3	12	2	1	2	1.075	1
165	1	4	1	3	2	2	1.56	2
168	1	4	2	3	2	1	1.193	2
171	1	4	3	3	1	2	0.976	4
174	1	4	4	3	2	2	1.319	3
177	1	4	5	3	2	2	 n/a	 n/a
180	1	4	6	3	1	2	0.709	4
183	1	4	7	3	1	1	0.664	4
186	1	4	8	3	1	2	0.773	4
189	1	4	9	3	1	1	0.792	4
192	1	4	10	3	2	1	1.825	2
195	1	4	11	3	1	1	0.681	4
198	1	4	12	3	2	1	1.127	1
216	1	5	1	2	1	1	0.972	1
219	1	5	2	2	1	1	1.373	1
222	1	5	3	2	1	2	1.87	1
225	1	5	4	2	2	2	0.998	3
228	1	5	5	2	2	1	1.054	2
231	1	5	6	2	2	2	1.806	2
234	1	5	7	2	1	2	1.976	3
237	1	5	8	2	1	2	1.209	2
240	1	5	9	2	2	1	1.741	3
243	1	5	10	2	2	2	1.491	2
246	1	5	11	2	1	1	 n/a	 n/a
249	1	5	12	2	2	1	0.859	2
267	1	6	1	1	2	1	1.824	2
270	1	6	2	1	2	1	0.824	1
273	1	6	3	1	1	1	1.694	2
276	1	6	4	1	1	1	0.904	2
279	1	6	5	1	2	1	0.771	1
282	1	6	6	1	2	2	1.444	2
285	1	6	7	1	1	2	1.234	2
288	1	6	8	1	1	2	0.784	3
291	1	6	9	1	2	2	0.686	1
294	1	6	10	1	2	2	0.832	2
297	1	6	11	1	1	2	0.844	2
300	1	6	12	1	1	1	1.056	2
