onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	1	 n/a	 n/a
15	1	1	2	2	2	2	1.435	2
18	1	1	3	2	1	1	1.445	1
21	1	1	4	2	1	1	 n/a	 n/a
24	1	1	5	2	1	2	1.098	1
27	1	1	6	2	2	2	1.256	2
30	1	1	7	2	2	1	1.22	1
33	1	1	8	2	2	2	0.958	3
36	1	1	9	2	1	1	1.404	4
39	1	1	10	2	1	2	1.105	1
42	1	1	11	2	1	2	1.32	2
45	1	1	12	2	2	1	0.91	1
63	1	2	1	1	1	2	1.372	2
66	1	2	2	1	2	1	1.233	4
69	1	2	3	1	1	1	1.018	3
72	1	2	4	1	2	1	1.185	2
75	1	2	5	1	2	1	0.942	1
78	1	2	6	1	1	1	0.978	4
81	1	2	7	1	2	2	0.772	3
84	1	2	8	1	2	2	0.887	2
87	1	2	9	1	1	1	 n/a	 n/a
90	1	2	10	1	1	2	1.274	3
93	1	2	11	1	1	2	1.252	2
96	1	2	12	1	2	2	1.668	1
114	1	3	1	2	1	1	 n/a	 n/a
117	1	3	2	2	1	2	1.89	3
120	1	3	3	2	1	1	1.409	4
123	1	3	4	2	2	1	0.93	4
126	1	3	5	2	2	2	1.04	3
129	1	3	6	2	1	2	1.276	2
132	1	3	7	2	2	2	 n/a	 n/a
135	1	3	8	2	2	1	1.018	4
138	1	3	9	2	2	2	1.319	4
141	1	3	10	2	1	2	1.237	3
144	1	3	11	2	2	1	1.514	4
147	1	3	12	2	1	1	1.46	2
165	1	4	1	1	1	2	 n/a	 n/a
168	1	4	2	1	2	2	1.123	1
171	1	4	3	1	1	2	 n/a	 n/a
174	1	4	4	1	1	1	0.004	3
177	1	4	5	1	1	2	1.066	1
180	1	4	6	1	1	1	1.209	2
183	1	4	7	1	2	1	0.904	1
186	1	4	8	1	2	2	0.919	1
189	1	4	9	1	2	1	1.713	3
192	1	4	10	1	1	1	1.204	3
195	1	4	11	1	2	2	 n/a	 n/a
198	1	4	12	1	2	1	1.696	3
