onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	2	0.707	3
15	1	1	2	1	1	2	1.018	2
18	1	1	3	1	2	1	0.999	2
21	1	1	4	1	2	1	0.737	1
24	1	1	5	1	1	2	0.725	3
27	1	1	6	1	2	2	0.927	2
30	1	1	7	1	1	1	1.018	3
33	1	1	8	1	2	2	0.961	2
36	1	1	9	1	1	1	0.624	2
39	1	1	10	1	2	2	0.864	3
42	1	1	11	1	1	1	0.706	3
45	1	1	12	1	2	1	0.789	2
63	1	2	1	3	2	2	0.929	1
66	1	2	2	3	1	1	0.439	4
69	1	2	3	3	1	2	0.586	4
72	1	2	4	3	1	1	0.47	4
75	1	2	5	3	1	2	0.444	4
78	1	2	6	3	2	2	0.962	1
81	1	2	7	3	2	2	1.265	1
84	1	2	8	3	1	1	0.844	4
87	1	2	9	3	2	1	0.694	1
90	1	2	10	3	1	2	0.576	4
93	1	2	11	3	2	1	0.575	1
96	1	2	12	3	2	1	0.79	1
114	1	3	1	2	1	2	1.148	3
117	1	3	2	2	2	1	0.757	1
120	1	3	3	2	2	2	1.021	3
123	1	3	4	2	1	1	0.616	3
126	1	3	5	2	1	2	0.634	3
129	1	3	6	2	2	1	1.191	4
132	1	3	7	2	2	1	1.1	1
135	1	3	8	2	1	2	0.862	3
138	1	3	9	2	2	2	1.156	3
141	1	3	10	2	1	1	0.489	3
144	1	3	11	2	1	1	0.617	3
147	1	3	12	2	2	2	1.12	3
165	1	4	1	3	2	2	0.927	1
168	1	4	2	3	1	1	0.623	4
171	1	4	3	3	2	2	0.629	1
174	1	4	4	3	2	1	0.644	1
177	1	4	5	3	2	1	0.767	1
180	1	4	6	3	1	2	0.607	4
183	1	4	7	3	2	2	0.718	1
186	1	4	8	3	1	2	0.417	4
189	1	4	9	3	2	1	0.489	1
192	1	4	10	3	1	1	0.622	4
195	1	4	11	3	1	1	0.729	4
198	1	4	12	3	1	2	0.442	4
216	1	5	1	1	1	1	0.896	3
219	1	5	2	1	2	1	1.049	2
222	1	5	3	1	2	2	0.742	2
225	1	5	4	1	1	2	1.018	4
228	1	5	5	1	2	1	0.868	2
231	1	5	6	1	2	1	0.532	2
234	1	5	7	1	1	2	0.752	2
237	1	5	8	1	1	1	0.709	1
240	1	5	9	1	2	2	0.49	1
243	1	5	10	1	1	2	1.153	2
246	1	5	11	1	2	2	0.797	3
249	1	5	12	1	1	1	0.634	3
267	1	6	1	2	2	2	1.574	4
270	1	6	2	2	1	2	0.896	3
273	1	6	3	2	1	2	0.712	3
276	1	6	4	2	1	2	0.556	3
279	1	6	5	2	1	1	0.477	3
282	1	6	6	2	1	1	0.41	3
285	1	6	7	2	1	1	0.559	3
288	1	6	8	2	2	1	1.174	2
291	1	6	9	2	2	1	0.958	1
294	1	6	10	2	2	2	1.018	3
297	1	6	11	2	2	2	1.202	2
300	1	6	12	2	2	1	0.865	2
