onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	2	1.276	1
15	1	1	2	2	1	1	0.726	4
18	1	1	3	2	2	2	0.884	4
21	1	1	4	2	1	2	1.102	1
24	1	1	5	2	2	1	1.573	3
27	1	1	6	2	2	1	1.187	2
30	1	1	7	2	2	1	 n/a	 n/a
33	1	1	8	2	1	1	 n/a	 n/a
36	1	1	9	2	2	2	0.935	4
39	1	1	10	2	1	1	1.084	1
42	1	1	11	2	2	2	 n/a	 n/a
45	1	1	12	2	1	2	1.425	1
63	1	2	1	3	2	2	0.629	1
66	1	2	2	3	2	1	1.137	1
69	1	2	3	3	2	1	1.075	1
72	1	2	4	3	1	1	 n/a	 n/a
75	1	2	5	3	2	1	1.996	1
78	1	2	6	3	1	1	0.725	4
81	1	2	7	3	1	2	0.708	4
84	1	2	8	3	1	2	1.422	4
87	1	2	9	3	1	2	0.875	4
90	1	2	10	3	1	1	1.742	4
93	1	2	11	3	2	2	0.951	1
96	1	2	12	3	2	2	0.742	1
114	1	3	1	1	1	1	1.277	4
117	1	3	2	1	2	1	1.061	1
120	1	3	3	1	1	2	1.59	4
123	1	3	4	1	1	1	0.875	4
126	1	3	5	1	1	1	1.379	2
129	1	3	6	1	2	2	1.329	3
132	1	3	7	1	2	1	1.563	2
135	1	3	8	1	2	2	 n/a	 n/a
138	1	3	9	1	1	2	1.346	2
141	1	3	10	1	1	2	1.699	2
144	1	3	11	1	2	1	0.844	1
147	1	3	12	1	2	2	 n/a	 n/a
165	1	4	1	3	1	2	 n/a	 n/a
168	1	4	2	3	2	2	 n/a	 n/a
171	1	4	3	3	1	1	1.87	3
174	1	4	4	3	1	1	1.547	3
177	1	4	5	3	2	1	1.788	1
180	1	4	6	3	2	2	 n/a	 n/a
183	1	4	7	3	1	2	1.056	1
186	1	4	8	3	2	1	1.235	4
189	1	4	9	3	1	1	1.873	1
192	1	4	10	3	2	1	0.891	4
195	1	4	11	3	2	2	1.769	3
198	1	4	12	3	1	2	0.718	2
216	1	5	1	2	1	2	0.955	4
219	1	5	2	2	1	2	1.328	1
222	1	5	3	2	2	1	0.699	4
225	1	5	4	2	2	2	1.405	3
228	1	5	5	2	2	2	1.48	3
231	1	5	6	2	1	1	1.019	1
234	1	5	7	2	2	2	1.548	4
237	1	5	8	2	2	1	0.808	4
240	1	5	9	2	1	1	0.913	1
243	1	5	10	2	1	1	1.111	1
246	1	5	11	2	1	2	0.618	1
249	1	5	12	2	2	1	1.112	4
267	1	6	1	1	1	2	1.653	3
270	1	6	2	1	2	2	1.019	1
273	1	6	3	1	2	1	1.206	1
276	1	6	4	1	1	2	1.444	2
279	1	6	5	1	1	1	1.702	3
282	1	6	6	1	1	1	1.176	4
285	1	6	7	1	2	2	 n/a	 n/a
288	1	6	8	1	2	1	 n/a	 n/a
291	1	6	9	1	2	2	0.004	3
294	1	6	10	1	1	2	1.462	2
297	1	6	11	1	1	1	1.157	4
300	1	6	12	1	2	1	 n/a	 n/a
