onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	2	2	1.358	3
15	1	1	2	1	2	1	1.127	2
18	1	1	3	1	1	1	0.872	2
21	1	1	4	1	1	2	1.133	3
24	1	1	5	1	1	2	0.562	1
27	1	1	6	1	2	1	0.861	3
30	1	1	7	1	2	2	0.951	3
33	1	1	8	1	1	1	0.935	2
36	1	1	9	1	1	2	0.818	1
39	1	1	10	1	1	1	1.245	4
42	1	1	11	1	2	2	1.296	2
45	1	1	12	1	2	1	0.946	4
63	1	2	1	3	1	1	0.805	4
66	1	2	2	3	1	1	0.623	4
69	1	2	3	3	2	2	0.658	1
72	1	2	4	3	1	2	0.779	4
75	1	2	5	3	2	2	0.685	1
78	1	2	6	3	2	1	0.81	1
81	1	2	7	3	2	1	0.61	1
84	1	2	8	3	1	2	1.036	4
87	1	2	9	3	2	1	0.589	1
90	1	2	10	3	2	2	0.886	1
93	1	2	11	3	1	2	0.857	4
96	1	2	12	3	1	1	0.584	4
114	1	3	1	2	2	1	1.402	2
117	1	3	2	2	1	2	0.631	4
120	1	3	3	2	2	1	1.618	2
123	1	3	4	2	1	1	1.131	3
126	1	3	5	2	1	2	0.912	1
129	1	3	6	2	1	1	0.811	4
132	1	3	7	2	1	1	0.988	4
135	1	3	8	2	2	2	1.102	3
138	1	3	9	2	2	2	1.369	2
141	1	3	10	2	1	2	1.972	1
144	1	3	11	2	2	2	1.295	3
147	1	3	12	2	2	1	0.98	4
165	1	4	1	3	1	2	0.764	4
168	1	4	2	3	1	2	0.505	4
171	1	4	3	3	2	1	0.705	1
174	1	4	4	3	2	2	1.043	1
177	1	4	5	3	1	2	0.696	4
180	1	4	6	3	1	1	0.567	4
183	1	4	7	3	2	2	0.842	1
186	1	4	8	3	1	1	0.567	4
189	1	4	9	3	2	1	1.149	1
192	1	4	10	3	1	1	0.596	4
195	1	4	11	3	2	1	1.099	1
198	1	4	12	3	2	2	1.023	1
216	1	5	1	2	1	2	1.821	2
219	1	5	2	2	2	1	0.869	4
222	1	5	3	2	1	1	1.222	3
225	1	5	4	2	2	2	0.775	4
228	1	5	5	2	1	2	0.642	4
231	1	5	6	2	1	1	0.523	4
234	1	5	7	2	2	2	0.937	3
237	1	5	8	2	1	1	1.395	2
240	1	5	9	2	1	2	1.031	2
243	1	5	10	2	2	2	0.948	4
246	1	5	11	2	2	1	0.778	4
249	1	5	12	2	2	1	0.675	4
267	1	6	1	1	1	1	1.215	4
270	1	6	2	1	1	2	0.885	4
273	1	6	3	1	2	1	1.816	3
276	1	6	4	1	2	1	1.265	3
279	1	6	5	1	1	2	0.759	4
282	1	6	6	1	2	2	0.831	2
285	1	6	7	1	1	1	0.918	3
288	1	6	8	1	2	1	0.726	1
291	1	6	9	1	1	2	0.716	4
294	1	6	10	1	2	2	0.946	1
297	1	6	11	1	1	1	0.796	4
300	1	6	12	1	2	2	0.858	1
