onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	2	2	1.762	2
15	1	1	2	1	1	2	0.966	4
18	1	1	3	1	2	1	0.84	2
21	1	1	4	1	1	1	0.966	3
24	1	1	5	1	1	1	0.591	4
27	1	1	6	1	2	1	0.905	2
30	1	1	7	1	2	2	0.941	2
33	1	1	8	1	1	1	0.453	1
36	1	1	9	1	2	1	0.92	1
39	1	1	10	1	1	2	0.6	1
42	1	1	11	1	2	2	0.986	2
45	1	1	12	1	1	2	0.554	4
63	1	2	1	2	2	2	1.263	4
66	1	2	2	2	1	2	1.127	3
69	1	2	3	2	1	1	0.996	1
72	1	2	4	2	1	2	1.453	3
75	1	2	5	2	1	1	1.456	1
78	1	2	6	2	1	1	0.638	4
81	1	2	7	2	2	2	1.448	1
84	1	2	8	2	2	2	1.35	4
87	1	2	9	2	2	1	0.708	4
90	1	2	10	2	2	1	0.816	3
93	1	2	11	2	2	1	1.211	4
96	1	2	12	2	1	2	0.92	1
114	1	3	1	1	1	2	0.981	1
117	1	3	2	1	2	1	0.984	2
120	1	3	3	1	2	1	1.111	2
123	1	3	4	1	2	2	0.89	2
126	1	3	5	1	1	2	0.939	4
129	1	3	6	1	1	1	0.876	3
132	1	3	7	1	1	1	1.136	3
135	1	3	8	1	2	2	0.998	3
138	1	3	9	1	1	1	0.679	4
141	1	3	10	1	2	1	0.963	3
144	1	3	11	1	2	2	1.152	4
147	1	3	12	1	1	2	1.123	1
165	1	4	1	2	2	2	0.685	4
168	1	4	2	2	2	2	0.784	4
171	1	4	3	2	1	1	1.233	1
174	1	4	4	2	1	2	1.103	1
177	1	4	5	2	1	2	 n/a	 n/a
180	1	4	6	2	2	1	1.493	3
183	1	4	7	2	1	1	1.199	1
186	1	4	8	2	2	1	0.778	4
189	1	4	9	2	1	2	1.112	1
192	1	4	10	2	2	1	0.781	4
195	1	4	11	2	1	1	1.232	1
198	1	4	12	2	2	2	0.799	4
