onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	1	0.689	4
15	1	1	2	2	1	2	0.829	1
18	1	1	3	2	2	2	0.577	4
21	1	1	4	2	2	1	0.756	4
24	1	1	5	2	1	1	0.885	4
27	1	1	6	2	1	2	1.062	3
30	1	1	7	2	1	2	0.954	1
33	1	1	8	2	1	1	0.744	4
36	1	1	9	2	2	2	1.334	4
39	1	1	10	2	2	2	0.765	4
42	1	1	11	2	2	1	0.859	1
45	1	1	12	2	1	1	0.817	4
63	1	2	1	1	1	2	0.688	4
66	1	2	2	1	2	2	0.873	1
69	1	2	3	1	2	1	0.87	1
72	1	2	4	1	2	2	1.129	2
75	1	2	5	1	2	2	0.991	2
78	1	2	6	1	1	1	0.849	3
81	1	2	7	1	1	1	0.555	4
84	1	2	8	1	2	1	0.594	4
87	1	2	9	1	1	2	0.624	4
90	1	2	10	1	1	1	0.678	4
93	1	2	11	1	2	1	1.518	2
96	1	2	12	1	1	2	0.932	2
114	1	3	1	3	2	1	0.972	1
117	1	3	2	3	1	1	0.873	4
120	1	3	3	3	1	2	0.586	4
123	1	3	4	3	2	2	0.678	1
126	1	3	5	3	2	1	1.206	1
129	1	3	6	3	2	1	0.75	1
132	1	3	7	3	2	2	1.324	1
135	1	3	8	3	2	2	0.608	1
138	1	3	9	3	1	1	0.749	4
141	1	3	10	3	1	2	0.933	4
144	1	3	11	3	1	1	0.437	4
147	1	3	12	3	1	2	0.613	4
165	1	4	1	2	1	2	1.02	1
168	1	4	2	2	1	2	1.251	1
171	1	4	3	2	2	2	0.702	4
174	1	4	4	2	2	2	1.131	3
177	1	4	5	2	2	2	0.72	4
180	1	4	6	2	1	1	0.574	4
183	1	4	7	2	2	1	0.75	4
186	1	4	8	2	1	1	1.998	2
189	1	4	9	2	2	1	1.972	4
192	1	4	10	2	2	1	0.671	4
195	1	4	11	2	1	1	0.895	1
198	1	4	12	2	1	2	0.62	4
216	1	5	1	1	1	2	0.621	1
219	1	5	2	1	1	2	0.773	1
222	1	5	3	1	1	2	0.757	4
225	1	5	4	1	2	1	1.022	2
228	1	5	5	1	2	2	0.971	2
231	1	5	6	1	1	1	0.684	1
234	1	5	7	1	2	1	0.678	1
237	1	5	8	1	2	1	1.092	2
240	1	5	9	1	2	2	1.101	3
243	1	5	10	1	2	2	0.697	4
246	1	5	11	1	1	1	1.287	3
249	1	5	12	1	1	1	0.834	4
267	1	6	1	3	2	1	0.775	1
270	1	6	2	3	1	1	0.626	4
273	1	6	3	3	2	1	0.724	1
276	1	6	4	3	1	1	0.619	4
279	1	6	5	3	2	2	1.398	4
282	1	6	6	3	1	1	0.711	4
285	1	6	7	3	2	2	0.837	1
288	1	6	8	3	1	2	0.809	4
291	1	6	9	3	1	2	0.532	4
294	1	6	10	3	2	1	1.231	1
297	1	6	11	3	2	2	0.926	1
300	1	6	12	3	1	2	0.713	4
