onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	2	2	1.079	2	1	4	0.861
21	6	1	2	2	1	2	0.935	2	1	4	0.58
27	6	1	3	1	1	1	1.099	2	0	4	0.511
33	6	1	4	2	2	2	0.844	2	1	4	0.485
39	6	1	5	1	2	2	0.691	1	1	4	0.482
45	6	1	6	1	1	1	1.471	1	1	4	0.704
51	6	1	7	1	2	1	2.299	1	1	2	1.374
57	6	1	8	1	2	2	1.18	1	1	4	0.575
63	6	1	9	2	1	2	1.225	2	1	4	0.511
69	6	1	10	2	2	1	1.362	1	0	4	0.719
75	6	1	11	2	1	1	2.793	2	1	4	0.359
81	6	1	12	1	2	2	1.351	1	1	4	0.455
87	6	1	13	2	2	1	2.476	2	1	4	0.42
93	6	1	14	2	2	1	2.536	2	1	3	0.624
99	6	1	15	1	2	1	2.863	1	1	2	0.882
105	6	1	16	1	1	2	1.715	1	1	4	0.631
111	6	1	17	2	1	1	2.118	1	0	3	1.521
117	6	1	18	2	2	1	1.621	2	1	4	0.577
123	6	1	19	1	2	2	1.166	1	1	4	0.346
129	6	1	20	2	2	1	2.405	1	0	4	0.462
135	6	1	21	1	1	2	1.297	1	1	4	0.378
141	6	1	22	1	2	1	2.29	1	1	2	1.092
147	6	1	23	2	2	1	2.448	2	1	4	0.621
153	6	1	24	2	1	2	1.338	2	1	4	0.6
159	6	1	25	2	1	2	1.727	2	1	4	0.482
165	6	1	26	1	1	1	1.791	1	1	4	0.845
171	6	1	27	1	1	2	2.981	1	1	1	1.207
177	6	1	28	2	2	1	2.429	2	1	 n/a	 n/a
183	6	1	29	2	2	2	2.254	2	1	3	0.638
189	6	1	30	1	1	1	1.372	1	1	4	0.481
195	6	1	31	2	2	2	2.111	2	1	4	0.67
201	6	1	32	2	1	1	2.338	2	1	4	0.513
207	6	1	33	2	2	1	1.311	2	1	4	0.888
213	6	1	34	2	2	2	1.3	2	1	4	0.944
219	6	1	35	2	1	1	1.956	2	1	1	1.709
225	6	1	36	1	1	1	1.624	1	1	4	0.367
231	6	1	37	1	1	2	1.823	1	1	4	0.233
237	6	1	38	1	2	2	1.135	1	1	4	0.374
243	6	1	39	1	2	1	1.433	1	1	4	0.299
249	6	1	40	1	1	1	1.366	1	1	4	0.217
255	6	1	41	1	1	2	2.594	2	0	2	1.237
261	6	1	42	1	1	2	1.402	1	1	4	0.288
267	6	1	43	1	1	2	1.124	1	1	4	0.28
273	6	1	44	2	1	2	1.733	2	1	4	0.292
279	6	1	45	1	1	1	1.189	1	1	4	0.521
285	6	1	46	2	1	2	1.205	2	1	4	0.426
291	6	1	47	1	1	2	1.326	1	1	4	0.253
297	6	1	48	1	2	2	1.47	1	1	4	0.324
303	6	1	49	1	1	1	0.964	1	1	4	0.222
309	6	1	50	2	2	1	2.37	2	1	4	0.31
315	6	1	51	2	1	2	3.702	2	1	1	0.725
321	6	1	52	1	1	1	1.489	1	1	1	2.183
327	6	1	53	1	2	1	2.877	1	1	4	0.262
333	6	1	54	1	2	2	1.129	1	1	4	0.238
339	6	1	55	2	2	1	2.377	2	1	4	1.01
345	6	1	56	1	2	2	1.421	1	1	4	0.182
351	6	1	57	1	1	2	3.317	1	1	1	0.411
357	6	1	58	1	2	1	1.477	1	1	4	0.669
363	6	1	59	1	1	2	3.509	2	0	2	0.6
369	6	1	60	2	1	2	1.866	2	1	4	0.658
375	6	1	61	2	2	2	1.46	2	1	4	0.399
381	6	1	62	2	1	2	1.131	2	1	4	0.542
387	6	1	63	1	1	1	1.517	1	1	4	0.25
393	6	1	64	2	2	2	1.931	1	0	4	0.513
399	6	1	65	1	2	1	1.135	1	1	4	0.243
405	6	1	66	2	1	2	1.598	1	0	4	0.723
411	6	1	67	2	1	2	1.622	2	1	4	0.252
417	6	1	68	1	2	1	2.443	1	1	4	0.881
423	6	1	69	2	2	2	1.784	2	1	4	0.322
429	6	1	70	2	2	2	1.854	2	1	4	0.288
435	6	1	71	2	2	1	2.434	1	0	3	1.414
441	6	1	72	2	1	1	2.431	2	1	4	0.391
447	6	1	73	2	1	1	1.29	2	1	4	0.663
453	6	1	74	1	2	1	1.558	1	1	4	0.395
459	6	1	75	1	2	1	2.394	1	1	2	1.282
465	6	1	76	2	1	2	2.386	2	1	2	0.9
471	6	1	77	1	1	1	1.095	1	1	4	0.4
477	6	1	78	2	2	1	2.499	2	1	3	0.74
483	6	1	79	2	1	1	2.108	2	1	4	1.579
489	6	1	80	2	1	1	1.83	2	1	4	0.368
495	6	1	81	2	1	1	1.509	1	0	3	1.627
501	6	1	82	2	2	2	1.791	2	1	4	0.264
507	6	1	83	1	2	2	1.163	1	1	4	0.321
513	6	1	84	1	2	2	1.264	1	1	4	0.265
519	6	1	85	2	2	2	2.227	2	1	4	0.888
525	6	1	86	1	1	1	3.792	1	1	3	0.804
531	6	1	87	1	1	2	1.727	1	1	4	0.565
537	6	1	88	1	2	1	2.605	1	1	3	0.727
543	6	1	89	1	2	2	1.114	1	1	4	0.25
549	6	1	90	1	2	2	1.482	1	1	4	0.433
555	6	1	91	2	1	1	2.794	2	1	2	0.862
561	6	1	92	2	1	1	1.761	2	1	4	1.031
567	6	1	93	2	2	2	1.315	2	1	4	0.537
573	6	1	94	2	1	1	2.714	2	1	2	0.807
579	6	1	95	1	2	1	3.473	2	0	3	0.762
585	6	1	96	1	1	2	1.099	1	1	4	0.3
