onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	2	 n/a	 n/a
15	1	1	2	1	1	1	0.841	1
18	1	1	3	1	1	1	1.06	3
21	1	1	4	1	2	2	0.784	1
24	1	1	5	1	2	1	1.118	1
27	1	1	6	1	1	1	0.839	2
30	1	1	7	1	1	2	0.855	1
33	1	1	8	1	1	2	1.035	3
36	1	1	9	1	2	1	0.762	1
39	1	1	10	1	2	2	0.738	1
42	1	1	11	1	2	2	0.903	2
45	1	1	12	1	2	1	1.056	3
63	1	2	1	2	2	1	1.145	3
66	1	2	2	2	1	2	0.919	1
69	1	2	3	2	1	2	0.738	1
72	1	2	4	2	1	1	0.734	1
75	1	2	5	2	2	2	0.878	2
78	1	2	6	2	2	2	1.123	3
81	1	2	7	2	1	1	0.969	1
84	1	2	8	2	1	1	0.947	1
87	1	2	9	2	1	2	0.893	1
90	1	2	10	2	2	1	0.901	2
93	1	2	11	2	2	1	0.913	4
96	1	2	12	2	2	2	0.78	4
114	1	3	1	1	1	1	0.796	3
117	1	3	2	1	2	2	0.827	2
120	1	3	3	1	1	1	0.647	1
123	1	3	4	1	2	1	0.71	1
126	1	3	5	1	2	1	0.764	1
129	1	3	6	1	1	2	0.793	2
132	1	3	7	1	2	2	0.835	4
135	1	3	8	1	2	2	1.053	3
138	1	3	9	1	1	2	0.802	2
141	1	3	10	1	2	1	0.836	1
144	1	3	11	1	1	2	0.955	3
147	1	3	12	1	1	1	0.791	1
165	1	4	1	2	2	2	1.311	1
168	1	4	2	2	1	2	0.91	1
171	1	4	3	2	2	1	1.406	2
174	1	4	4	2	1	1	1.104	3
177	1	4	5	2	2	1	0.814	4
180	1	4	6	2	1	2	1.107	4
183	1	4	7	2	2	1	0.935	3
186	1	4	8	2	2	2	0.734	4
189	1	4	9	2	1	1	0.986	1
192	1	4	10	2	1	1	0.982	3
195	1	4	11	2	2	2	1.044	3
198	1	4	12	2	1	2	1.019	3
