onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	3	2	2	0.964	1
15	1	1	2	3	1	1	0.969	4
18	1	1	3	3	1	1	0.832	4
21	1	1	4	3	2	1	0.899	1
24	1	1	5	3	1	2	 n/a	 n/a
27	1	1	6	3	2	2	0.976	1
30	1	1	7	3	1	2	0.861	4
33	1	1	8	3	2	2	1.02	1
36	1	1	9	3	2	1	1.019	1
39	1	1	10	3	1	1	0.791	4
42	1	1	11	3	2	1	0.743	1
45	1	1	12	3	1	2	1.182	4
63	1	2	1	1	2	2	1.687	2
66	1	2	2	1	1	2	1.927	3
69	1	2	3	1	2	2	0.854	1
72	1	2	4	1	1	1	0.773	4
75	1	2	5	1	2	1	1.529	3
78	1	2	6	1	2	2	1.03	1
81	1	2	7	1	1	2	1.036	1
84	1	2	8	1	2	1	1.735	3
87	1	2	9	1	1	2	 n/a	 n/a
90	1	2	10	1	1	1	1.933	2
93	1	2	11	1	2	1	1.678	4
96	1	2	12	1	1	1	1.579	4
114	1	3	1	2	2	1	1.923	3
117	1	3	2	2	1	1	1.02	1
120	1	3	3	2	1	2	1.272	1
123	1	3	4	2	1	1	1.936	2
126	1	3	5	2	1	1	1.898	4
129	1	3	6	2	2	1	1.769	4
132	1	3	7	2	2	2	1.55	3
135	1	3	8	2	2	1	1.979	3
138	1	3	9	2	2	2	1.331	4
141	1	3	10	2	1	2	 n/a	 n/a
144	1	3	11	2	1	2	 n/a	 n/a
147	1	3	12	2	2	2	1.185	4
165	1	4	1	3	1	1	0.773	4
168	1	4	2	3	2	2	0.747	1
171	1	4	3	3	1	2	0.746	4
174	1	4	4	3	2	1	0.777	1
177	1	4	5	3	1	2	0.869	4
180	1	4	6	3	1	1	0.581	4
183	1	4	7	3	2	1	0.783	1
186	1	4	8	3	1	2	 n/a	 n/a
189	1	4	9	3	2	2	0.005	3
192	1	4	10	3	2	2	1.085	2
195	1	4	11	3	2	1	0.614	1
198	1	4	12	3	1	1	0.772	4
216	1	5	1	1	1	1	0.926	4
219	1	5	2	1	1	1	1.814	4
222	1	5	3	1	2	1	1.289	3
225	1	5	4	1	2	2	1.285	1
228	1	5	5	1	2	1	1.049	1
231	1	5	6	1	1	1	1.988	3
234	1	5	7	1	2	1	1.526	2
237	1	5	8	1	2	2	0.678	1
240	1	5	9	1	1	2	0.957	3
243	1	5	10	1	1	2	0.825	1
246	1	5	11	1	2	2	0.848	1
249	1	5	12	1	1	2	1.624	3
267	1	6	1	2	2	1	1.614	3
270	1	6	2	2	2	2	0.994	4
273	1	6	3	2	2	2	0.988	4
276	1	6	4	2	1	1	 n/a	 n/a
279	1	6	5	2	1	2	1.146	4
282	1	6	6	2	2	1	0.627	4
285	1	6	7	2	1	2	1.532	1
288	1	6	8	2	2	1	0.844	4
291	1	6	9	2	1	1	1.119	1
294	1	6	10	2	1	2	0.796	1
297	1	6	11	2	2	2	1.584	3
300	1	6	12	2	1	1	1.321	1
