onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	1	1.085	1
15	1	1	2	2	1	1	0.882	1
18	1	1	3	2	2	2	1.56	4
21	1	1	4	2	2	2	1.863	3
24	1	1	5	2	2	1	0.919	4
27	1	1	6	2	1	2	1.451	3
30	1	1	7	2	1	2	1.714	3
33	1	1	8	2	1	1	1.049	1
36	1	1	9	2	2	1	1.497	3
39	1	1	10	2	2	1	1.083	4
42	1	1	11	2	1	2	1.83	1
45	1	1	12	2	2	2	1.411	3
63	1	2	1	1	1	1	1.996	3
66	1	2	2	1	2	1	1.15	4
69	1	2	3	1	2	1	1.465	3
72	1	2	4	1	1	1	 n/a	 n/a
75	1	2	5	1	1	2	1.225	1
78	1	2	6	1	1	2	1.347	2
81	1	2	7	1	1	1	1.037	1
84	1	2	8	1	2	1	 n/a	 n/a
87	1	2	9	1	2	2	1.76	2
90	1	2	10	1	1	2	1.721	2
93	1	2	11	1	2	2	 n/a	 n/a
96	1	2	12	1	2	2	1.537	2
114	1	3	1	2	2	1	1.33	4
117	1	3	2	2	2	1	1.191	4
120	1	3	3	2	1	1	 n/a	 n/a
123	1	3	4	2	2	2	1.504	3
126	1	3	5	2	2	1	1.331	4
129	1	3	6	2	1	2	1.999	2
132	1	3	7	2	1	1	0.863	1
135	1	3	8	2	1	1	1.924	1
138	1	3	9	2	2	2	1.533	3
141	1	3	10	2	2	2	1.087	4
144	1	3	11	2	1	2	 n/a	 n/a
147	1	3	12	2	1	2	1.744	2
165	1	4	1	1	2	2	 n/a	 n/a
168	1	4	2	1	2	1	0.95	4
171	1	4	3	1	2	2	1.864	3
174	1	4	4	1	2	1	 n/a	 n/a
177	1	4	5	1	2	2	1.397	3
180	1	4	6	1	1	1	1.331	2
183	1	4	7	1	1	2	1.911	3
186	1	4	8	1	2	1	1.126	2
189	1	4	9	1	1	1	1.564	1
192	1	4	10	1	1	2	1.273	1
195	1	4	11	1	1	1	1.095	1
198	1	4	12	1	1	2	1.204	2
