onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	1	1.188	2
15	1	1	2	2	2	1	0.855	4
18	1	1	3	2	2	2	0.891	2
21	1	1	4	2	1	2	1	2
24	1	1	5	2	2	1	0.726	3
27	1	1	6	2	1	1	0.858	2
30	1	1	7	2	1	2	1.112	3
33	1	1	8	2	2	2	0.948	3
36	1	1	9	2	2	1	1.215	3
39	1	1	10	2	2	2	0.774	3
42	1	1	11	2	1	1	0.907	3
45	1	1	12	2	1	2	0.789	3
63	1	2	1	1	1	2	0.882	1
66	1	2	2	1	1	2	0.87	2
69	1	2	3	1	2	1	0.632	4
72	1	2	4	1	1	1	0.623	3
75	1	2	5	1	2	1	0.808	2
78	1	2	6	1	1	2	0.888	3
81	1	2	7	1	2	2	1.053	3
84	1	2	8	1	1	1	0.807	1
87	1	2	9	1	1	1	0.787	2
90	1	2	10	1	2	2	0.81	4
93	1	2	11	1	2	2	0.771	2
96	1	2	12	1	2	1	0.983	2
114	1	3	1	3	1	1	0.906	4
117	1	3	2	3	2	1	1.019	1
120	1	3	3	3	1	2	0.861	4
123	1	3	4	3	1	1	0.884	4
126	1	3	5	3	2	2	0.784	1
129	1	3	6	3	2	2	0.996	1
132	1	3	7	3	2	2	0.981	2
135	1	3	8	3	1	1	1.075	4
138	1	3	9	3	1	2	0.65	4
141	1	3	10	3	2	1	1.14	1
144	1	3	11	3	1	2	0.699	4
147	1	3	12	3	2	1	0.926	1
165	1	4	1	1	1	2	1.035	1
168	1	4	2	1	1	1	0.885	3
171	1	4	3	1	2	2	1	2
174	1	4	4	1	2	1	0.78	2
177	1	4	5	1	2	1	0.816	2
180	1	4	6	1	1	1	1.357	2
183	1	4	7	1	2	1	1.529	1
186	1	4	8	1	1	1	1.026	1
189	1	4	9	1	1	2	0.435	4
192	1	4	10	1	2	2	0.896	2
195	1	4	11	1	1	2	0.924	1
198	1	4	12	1	2	2	0.668	4
216	1	5	1	2	1	2	0.88	4
219	1	5	2	2	2	2	0.841	3
222	1	5	3	2	1	1	0.756	2
225	1	5	4	2	2	1	1.337	2
228	1	5	5	2	1	1	0.857	3
231	1	5	6	2	1	2	0.841	3
234	1	5	7	2	1	2	0.834	1
237	1	5	8	2	2	2	0.989	4
240	1	5	9	2	1	1	0.739	1
243	1	5	10	2	2	2	0.848	4
246	1	5	11	2	2	1	0.928	3
249	1	5	12	2	2	1	0.881	3
267	1	6	1	3	1	1	0.781	4
270	1	6	2	3	2	1	1.078	1
273	1	6	3	3	1	2	0.857	4
276	1	6	4	3	2	2	0.816	2
279	1	6	5	3	2	1	1.397	1
282	1	6	6	3	2	2	0.834	2
285	1	6	7	3	1	1	0.635	4
288	1	6	8	3	1	2	0.455	4
291	1	6	9	3	1	1	0.627	4
294	1	6	10	3	1	2	0.989	4
297	1	6	11	3	2	1	1.364	1
300	1	6	12	3	2	2	0.911	1
