onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	1	0.995	2
15	1	1	2	2	1	1	0.868	3
18	1	1	3	2	2	1	0.709	3
21	1	1	4	2	1	1	1.02	2
24	1	1	5	2	2	2	0.815	3
27	1	1	6	2	1	2	0.836	1
30	1	1	7	2	1	2	0.722	1
33	1	1	8	2	2	1	0.734	3
36	1	1	9	2	2	2	0.726	4
39	1	1	10	2	1	2	0.863	1
42	1	1	11	2	1	1	0.807	1
45	1	1	12	2	2	2	0.739	4
63	1	2	1	1	1	1	0.85	3
66	1	2	2	1	1	1	1.036	3
69	1	2	3	1	2	1	0.863	1
72	1	2	4	1	2	2	1.052	2
75	1	2	5	1	1	2	0.951	2
78	1	2	6	1	1	2	0.86	3
81	1	2	7	1	2	2	0.931	2
84	1	2	8	1	1	1	0.898	1
87	1	2	9	1	2	1	0.805	1
90	1	2	10	1	1	2	1.032	4
93	1	2	11	1	2	1	0.909	1
96	1	2	12	1	2	2	0.951	1
114	1	3	1	2	2	1	1.151	3
117	1	3	2	2	1	2	0.832	1
120	1	3	3	2	2	2	0.883	4
123	1	3	4	2	1	1	0.74	1
126	1	3	5	2	1	1	0.877	1
129	1	3	6	2	2	2	0.857	4
132	1	3	7	2	1	2	0.764	1
135	1	3	8	2	2	1	0.805	4
138	1	3	9	2	2	1	1.16	2
141	1	3	10	2	2	2	0.967	3
144	1	3	11	2	1	1	0.623	1
147	1	3	12	2	1	2	0.761	1
165	1	4	1	1	1	1	0.93	3
168	1	4	2	1	1	1	0.853	2
171	1	4	3	1	1	1	0.836	1
174	1	4	4	1	2	1	1.15	1
177	1	4	5	1	2	1	0.994	3
180	1	4	6	1	2	2	0.835	3
183	1	4	7	1	2	2	1.073	3
186	1	4	8	1	2	1	0.898	1
189	1	4	9	1	1	2	0.975	4
192	1	4	10	1	2	2	0.819	1
195	1	4	11	1	1	2	0.776	1
198	1	4	12	1	1	2	0.905	3
