onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	2	0.971	1
15	1	1	2	1	1	1	0.983	1
18	1	1	3	1	2	2	1.029	2
21	1	1	4	1	1	2	0.784	4
24	1	1	5	1	2	2	1.019	2
27	1	1	6	1	1	1	0.788	4
30	1	1	7	1	2	2	0.95	1
33	1	1	8	1	2	1	1.02	2
36	1	1	9	1	2	1	0.835	3
39	1	1	10	1	2	1	0.907	4
42	1	1	11	1	1	2	0.828	1
45	1	1	12	1	1	1	1.08	1
63	1	2	1	2	2	1	1.046	2
66	1	2	2	2	2	1	1.131	2
69	1	2	3	2	2	2	0.857	3
72	1	2	4	2	1	2	0.745	1
75	1	2	5	2	1	1	1.02	1
78	1	2	6	2	1	2	0.821	1
81	1	2	7	2	2	2	0.978	3
84	1	2	8	2	1	1	0.79	1
87	1	2	9	2	2	1	1.089	3
90	1	2	10	2	1	1	0.806	1
93	1	2	11	2	2	2	1.115	4
96	1	2	12	2	1	2	0.931	2
114	1	3	1	1	1	2	0.956	3
117	1	3	2	1	1	1	0.813	1
120	1	3	3	1	2	1	0.886	1
123	1	3	4	1	2	2	0.884	3
126	1	3	5	1	1	2	1.074	3
129	1	3	6	1	2	1	1.142	3
132	1	3	7	1	1	1	0.832	1
135	1	3	8	1	2	2	1.108	2
138	1	3	9	1	2	2	1.256	2
141	1	3	10	1	2	1	0.877	1
144	1	3	11	1	1	2	0.93	3
147	1	3	12	1	1	1	0.883	2
165	1	4	1	2	2	1	0.957	3
168	1	4	2	2	1	1	1.019	2
171	1	4	3	2	1	1	1.05	3
174	1	4	4	2	2	1	0.812	4
177	1	4	5	2	1	2	0.888	2
180	1	4	6	2	2	2	1.023	2
183	1	4	7	2	2	2	0.909	2
186	1	4	8	2	2	2	0.938	2
189	1	4	9	2	1	1	0.815	3
192	1	4	10	2	1	2	0.922	2
195	1	4	11	2	1	2	0.901	1
198	1	4	12	2	2	1	0.829	3
