onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	2	1	2.478	1	1	2	1.644
21	6	1	2	1	2	2	2.338	1	1	4	1.697
27	6	1	3	2	2	1	1.902	2	1	4	0.663
33	6	1	4	2	2	1	2.011	1	0	2	0.841
39	6	1	5	2	1	1	2.711	2	1	2	1.594
45	6	1	6	2	2	2	1.547	2	1	4	0.482
51	6	1	7	1	2	2	1.496	1	1	4	0.716
57	6	1	8	2	2	1	1.521	2	1	4	1.29
63	6	1	9	1	1	1	1.639	1	1	4	1.248
69	6	1	10	2	1	1	1.636	1	0	4	1.389
75	6	1	11	1	1	1	1.535	1	1	4	0.77
81	6	1	12	1	1	1	1.467	1	1	4	1.008
87	6	1	13	2	1	2	2.145	2	1	1	0.996
93	6	1	14	2	1	1	1.623	1	0	2	1.254
99	6	1	15	2	1	2	1.533	1	0	3	1.103
105	6	1	16	1	1	2	1.119	1	1	4	0.517
111	6	1	17	1	2	1	1.183	1	1	4	1.092
117	6	1	18	1	1	2	1.413	1	1	1	1.364
123	6	1	19	2	2	1	1.63	2	1	4	0.701
129	6	1	20	1	1	1	1.244	1	1	4	1.306
135	6	1	21	1	1	2	1.347	1	1	4	1.036
141	6	1	22	1	1	2	1.29	1	1	4	1.316
147	6	1	23	2	1	1	1.48	2	1	4	1.402
153	6	1	24	1	1	2	1.628	1	1	3	0.746
159	6	1	25	1	2	2	1.572	1	1	4	0.948
165	6	1	26	1	2	2	1.326	1	1	1	0.922
171	6	1	27	2	2	1	2.375	1	0	2	1.681
177	6	1	28	2	1	2	3.099	2	1	 n/a	 n/a
183	6	1	29	2	2	2	1.46	2	1	4	1.188
189	6	1	30	2	1	1	1.831	1	0	2	1.002
195	6	1	31	2	2	2	1.298	2	1	4	0.437
201	6	1	32	2	1	1	1.455	2	1	4	1.167
207	6	1	33	1	1	1	1.519	1	1	3	0.472
213	6	1	34	1	2	1	1.456	1	1	3	0.752
219	6	1	35	2	1	2	1.299	2	1	4	0.669
225	6	1	36	2	1	1	1.462	2	1	4	1.204
231	6	1	37	2	2	2	1.41	2	1	4	0.391
237	6	1	38	1	2	1	1.369	1	1	4	0.476
243	6	1	39	2	1	1	1.961	1	0	2	0.981
249	6	1	40	1	2	1	1.611	1	1	2	0.544
255	6	1	41	1	1	2	1.193	1	1	3	1.492
261	6	1	42	1	2	2	1.076	1	1	4	0.338
267	6	1	43	2	2	2	1.281	2	1	3	0.382
273	6	1	44	1	1	1	1.14	1	1	4	0.433
279	6	1	45	2	2	2	1.152	2	1	4	0.504
285	6	1	46	1	1	2	1.787	1	1	2	0.977
291	6	1	47	1	2	1	1.283	1	1	4	0.515
297	6	1	48	1	2	2	1.235	1	1	4	0.778
303	6	1	49	1	2	2	1.284	1	1	3	1.923
309	6	1	50	1	1	1	2.301	1	1	2	1.307
315	6	1	51	2	1	2	1.884	2	1	3	0.863
321	6	1	52	2	2	2	1.309	2	1	4	0.331
327	6	1	53	1	1	2	1.516	1	1	4	0.866
333	6	1	54	1	1	1	1.992	1	1	4	1.604
339	6	1	55	1	2	2	2.325	1	1	2	1.385
345	6	1	56	1	1	2	1.618	1	1	4	0.42
351	6	1	57	2	2	2	1.068	2	1	4	0.475
357	6	1	58	1	2	1	2.128	2	0	3	0.895
363	6	1	59	1	1	1	1.312	1	1	4	0.87
369	6	1	60	2	1	2	1.423	1	0	3	0.424
375	6	1	61	2	1	1	1.614	2	1	4	0.605
381	6	1	62	1	1	2	1.308	1	1	4	1.225
387	6	1	63	1	1	1	2.269	1	1	2	0.674
393	6	1	64	2	1	2	2.21	2	1	3	1.235
399	6	1	65	1	1	1	2.201	1	1	4	1.547
405	6	1	66	2	2	1	2.093	2	1	3	0.631
411	6	1	67	2	2	1	1.497	2	1	3	1.542
417	6	1	68	2	1	2	1.592	1	0	3	0.943
423	6	1	69	2	1	2	1.549	1	0	2	0.72
429	6	1	70	2	1	1	1.29	2	1	4	0.638
435	6	1	71	2	2	2	1.32	2	1	4	0.473
441	6	1	72	1	2	2	1.226	1	1	4	0.303
447	6	1	73	1	2	2	1.246	1	1	4	0.247
453	6	1	74	1	2	1	1.117	1	1	4	0.148
459	6	1	75	2	1	2	1.795	2	1	3	0.539
465	6	1	76	1	2	1	2.117	1	1	3	1.395
471	6	1	77	2	2	1	1.215	2	1	3	0.912
477	6	1	78	2	2	2	1.121	2	1	4	0.317
483	6	1	79	1	2	2	1.611	1	1	3	0.562
489	6	1	80	1	2	1	1.417	1	1	4	0.51
495	6	1	81	2	1	1	1.538	2	1	4	1.246
501	6	1	82	2	2	1	1.535	2	1	3	0.739
507	6	1	83	1	1	2	1.499	1	1	4	0.536
513	6	1	84	2	2	2	1.291	2	1	4	0.394
519	6	1	85	2	2	1	1.219	2	1	4	0.736
525	6	1	86	2	2	1	1.584	1	0	3	0.353
531	6	1	87	1	1	2	1.297	1	1	2	0.721
537	6	1	88	2	2	1	1.39	1	0	2	0.829
543	6	1	89	1	2	1	1.468	1	1	4	1.346
549	6	1	90	1	1	1	1.436	1	1	1	0.391
555	6	1	91	2	2	2	1.253	2	1	4	0.309
561	6	1	92	1	2	1	1.694	1	1	4	1.151
567	6	1	93	1	2	2	1.274	1	1	4	0.423
573	6	1	94	2	1	2	2.858	2	1	3	1.698
579	6	1	95	2	1	1	2.183	1	0	2	0.957
585	6	1	96	2	1	2	1.647	2	1	4	0.509
