onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	2	0.914	4
15	1	1	2	2	1	2	0.793	1
18	1	1	3	2	1	1	1.181	2
21	1	1	4	2	2	1	1.02	4
24	1	1	5	2	1	2	0.569	1
27	1	1	6	2	2	2	0.798	4
30	1	1	7	2	1	1	0.65	1
33	1	1	8	2	2	1	0.899	4
36	1	1	9	2	2	1	0.706	3
39	1	1	10	2	1	2	0.749	2
42	1	1	11	2	2	2	1.072	4
45	1	1	12	2	1	1	0.65	1
63	1	2	1	1	1	2	0.892	4
66	1	2	2	1	1	2	0.815	4
69	1	2	3	1	1	1	0.879	4
72	1	2	4	1	2	1	0.897	2
75	1	2	5	1	2	2	0.684	1
78	1	2	6	1	1	1	0.837	1
81	1	2	7	1	1	2	0.769	3
84	1	2	8	1	2	2	0.734	1
87	1	2	9	1	2	2	1.019	2
90	1	2	10	1	2	1	0.875	1
93	1	2	11	1	1	1	0.88	1
96	1	2	12	1	2	1	1.091	2
114	1	3	1	3	1	1	0.619	4
117	1	3	2	3	1	2	0.695	4
120	1	3	3	3	2	1	1.059	1
123	1	3	4	3	2	2	0.783	1
126	1	3	5	3	2	1	0.829	1
129	1	3	6	3	1	1	0.649	4
132	1	3	7	3	1	1	0.79	3
135	1	3	8	3	2	2	0.939	1
138	1	3	9	3	1	2	0.979	4
141	1	3	10	3	1	2	0.795	4
144	1	3	11	3	2	2	1.026	1
147	1	3	12	3	2	1	0.786	1
165	1	4	1	1	2	1	0.918	3
168	1	4	2	1	1	2	0.678	1
171	1	4	3	1	1	1	0.824	2
174	1	4	4	1	1	2	0.558	4
177	1	4	5	1	2	1	0.893	3
180	1	4	6	1	2	2	0.843	2
183	1	4	7	1	2	1	0.645	1
186	1	4	8	1	2	2	0.784	1
189	1	4	9	1	1	1	1.086	4
192	1	4	10	1	2	2	1.139	3
195	1	4	11	1	1	1	0.865	1
198	1	4	12	1	1	2	0.896	3
216	1	5	1	3	2	1	0.761	1
219	1	5	2	3	1	1	0.874	4
222	1	5	3	3	1	1	0.658	4
225	1	5	4	3	2	1	0.642	1
228	1	5	5	3	2	2	0.547	1
231	1	5	6	3	2	2	0.831	2
234	1	5	7	3	2	1	0.574	1
237	1	5	8	3	1	1	1.09	3
240	1	5	9	3	1	2	0.808	4
243	1	5	10	3	1	2	0.566	4
246	1	5	11	3	1	2	0.638	4
249	1	5	12	3	2	2	1.109	2
267	1	6	1	2	2	2	0.838	3
270	1	6	2	2	1	2	0.883	1
273	1	6	3	2	2	2	0.843	4
276	1	6	4	2	2	1	0.926	3
279	1	6	5	2	2	1	1.222	3
282	1	6	6	2	1	1	0.798	1
285	1	6	7	2	1	1	1.02	1
288	1	6	8	2	1	2	1.263	2
291	1	6	9	2	2	2	0.882	4
294	1	6	10	2	2	1	0.827	4
297	1	6	11	2	1	1	0.757	3
300	1	6	12	2	1	2	0.673	3
