onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	2	0.883	2
15	1	1	2	2	2	1	0.709	3
18	1	1	3	2	1	1	1.248	1
21	1	1	4	2	2	2	1.091	1
24	1	1	5	2	1	2	0.67	1
27	1	1	6	2	1	2	0.591	1
30	1	1	7	2	1	1	0.895	1
33	1	1	8	2	1	1	0.625	1
36	1	1	9	2	2	2	1.019	3
39	1	1	10	2	1	2	1.057	3
42	1	1	11	2	2	1	1.407	3
45	1	1	12	2	2	1	1.019	2
63	1	2	1	3	1	2	0.814	4
66	1	2	2	3	2	2	0.948	1
69	1	2	3	3	2	1	0.633	1
72	1	2	4	3	2	1	0.721	1
75	1	2	5	3	1	1	1.335	4
78	1	2	6	3	2	1	0.765	1
81	1	2	7	3	1	2	0.92	3
84	1	2	8	3	1	1	1.279	4
87	1	2	9	3	2	2	1.157	1
90	1	2	10	3	2	2	1.056	2
93	1	2	11	3	1	1	0.936	3
96	1	2	12	3	1	2	1.319	3
114	1	3	1	1	2	1	1.209	2
117	1	3	2	1	2	2	0.993	3
120	1	3	3	1	2	2	1.141	1
123	1	3	4	1	1	2	0.961	2
126	1	3	5	1	2	1	0.707	1
129	1	3	6	1	1	2	0.976	2
132	1	3	7	1	1	2	0.973	1
135	1	3	8	1	2	2	1.304	2
138	1	3	9	1	1	1	0.925	3
141	1	3	10	1	2	1	1.047	2
144	1	3	11	1	1	1	1.284	2
147	1	3	12	1	1	1	0.92	1
165	1	4	1	3	2	2	0.747	1
168	1	4	2	3	1	2	0.55	4
171	1	4	3	3	2	1	0.946	1
174	1	4	4	3	2	1	0.674	1
177	1	4	5	3	2	2	0.943	1
180	1	4	6	3	1	1	1.307	4
183	1	4	7	3	2	1	0.715	1
186	1	4	8	3	1	1	0.71	4
189	1	4	9	3	1	2	0.602	4
192	1	4	10	3	1	1	0.682	4
195	1	4	11	3	1	2	0.894	3
198	1	4	12	3	2	2	1.351	2
216	1	5	1	2	1	1	0.908	2
219	1	5	2	2	2	2	0.922	2
222	1	5	3	2	2	1	0.753	2
225	1	5	4	2	1	2	0.927	2
228	1	5	5	2	2	1	0.745	2
231	1	5	6	2	1	1	0.894	3
234	1	5	7	2	1	2	0.846	1
237	1	5	8	2	1	2	1.547	2
240	1	5	9	2	2	1	0.939	3
243	1	5	10	2	2	2	1.022	3
246	1	5	11	2	2	2	1.118	3
249	1	5	12	2	1	1	0.856	2
267	1	6	1	1	1	2	0.966	2
270	1	6	2	1	2	2	1.154	3
273	1	6	3	1	1	2	0.948	2
276	1	6	4	1	1	1	1.132	3
279	1	6	5	1	2	1	0.998	3
282	1	6	6	1	2	2	1.564	2
285	1	6	7	1	1	1	0.908	1
288	1	6	8	1	1	2	0.906	2
291	1	6	9	1	2	1	1.142	1
294	1	6	10	1	2	1	0.885	2
297	1	6	11	1	1	1	1.272	2
300	1	6	12	1	2	2	1.627	2
