onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	2	1.444	2
15	1	1	2	2	2	1	1.363	2
18	1	1	3	2	1	1	1.506	1
21	1	1	4	2	2	1	1.423	4
24	1	1	5	2	2	1	1.114	4
27	1	1	6	2	1	2	1.64	2
30	1	1	7	2	2	2	1.074	3
33	1	1	8	2	2	2	1.556	3
36	1	1	9	2	1	1	1.2	1
39	1	1	10	2	1	2	0.942	1
42	1	1	11	2	2	2	1.333	2
45	1	1	12	2	1	1	1.13	3
63	1	2	1	1	1	1	1.3	3
66	1	2	2	1	2	2	1.279	3
69	1	2	3	1	2	1	 n/a	 n/a
72	1	2	4	1	2	2	1.325	3
75	1	2	5	1	2	1	1.472	3
78	1	2	6	1	1	2	1.342	2
81	1	2	7	1	1	1	1.392	3
84	1	2	8	1	2	1	1.58	2
87	1	2	9	1	2	2	1.215	1
90	1	2	10	1	1	2	0.971	1
93	1	2	11	1	1	2	1.181	2
96	1	2	12	1	1	1	1.275	2
114	1	3	1	2	2	2	1.154	3
117	1	3	2	2	2	2	0.91	3
120	1	3	3	2	1	2	1.172	3
123	1	3	4	2	2	1	1.113	3
126	1	3	5	2	2	1	1.205	3
129	1	3	6	2	1	1	0.943	1
132	1	3	7	2	1	1	0.698	1
135	1	3	8	2	1	1	0.885	1
138	1	3	9	2	1	2	0.638	1
141	1	3	10	2	2	1	1.02	3
144	1	3	11	2	2	2	1.878	2
147	1	3	12	2	1	2	1.546	3
165	1	4	1	1	1	2	1.121	3
168	1	4	2	1	2	1	1.606	3
171	1	4	3	1	2	2	1.525	2
174	1	4	4	1	2	1	0.749	1
177	1	4	5	1	2	2	0.697	1
180	1	4	6	1	1	2	0.978	3
183	1	4	7	1	2	2	0.887	2
186	1	4	8	1	2	1	1.284	2
189	1	4	9	1	1	1	1.504	2
192	1	4	10	1	1	1	1.145	1
195	1	4	11	1	1	2	0.859	1
198	1	4	12	1	1	1	1.686	2
