onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	2	2	1.761	1	1	3	0.808
21	6	1	2	1	2	2	2.511	2	0	1	0.72
27	6	1	3	2	1	2	1.064	2	1	3	1.061
33	6	1	4	1	2	2	0.862	1	1	3	0.596
39	6	1	5	2	2	1	2.196	2	1	2	1.203
45	6	1	6	1	1	1	1.988	1	1	2	0.775
51	6	1	7	1	1	2	1.128	1	1	3	0.581
57	6	1	8	2	1	1	1.689	1	0	3	0.913
63	6	1	9	2	2	1	1.805	2	1	3	1.081
69	6	1	10	1	2	1	1.389	1	1	4	0.939
75	6	1	11	1	1	2	1.001	1	1	4	0.533
81	6	1	12	2	1	2	2.023	1	0	1	1.038
87	6	1	13	1	1	1	1.758	1	1	3	2.154
93	6	1	14	2	1	1	2.001	1	0	2	1.977
99	6	1	15	2	1	1	2.135	2	1	3	1.207
105	6	1	16	1	1	2	2.028	1	1	3	0.964
111	6	1	17	2	1	2	1.806	2	1	3	1.356
117	6	1	18	1	1	1	1.539	1	1	3	0.946
123	6	1	19	1	2	1	2.232	1	1	4	0.742
129	6	1	20	1	2	1	1.451	1	1	3	1.05
135	6	1	21	1	2	1	2.223	2	0	3	1.653
141	6	1	22	2	1	1	1.878	1	0	2	1.769
147	6	1	23	1	2	2	1.545	2	0	3	1.441
153	6	1	24	1	1	2	1.614	1	1	3	1.283
159	6	1	25	2	1	1	1.211	1	0	4	1.58
165	6	1	26	2	2	1	1.731	2	1	3	1.02
171	6	1	27	2	1	1	2.232	1	0	2	1.229
177	6	1	28	2	2	1	1.868	2	1	3	2.534
183	6	1	29	2	2	2	1.544	2	1	4	1.589
189	6	1	30	1	1	1	1.715	1	1	2	1.519
195	6	1	31	2	2	1	1.878	2	1	3	1.859
201	6	1	32	1	2	1	2.287	1	1	2	1.702
207	6	1	33	2	2	2	2.021	2	1	4	1.204
213	6	1	34	2	2	2	2.707	2	1	4	1.058
219	6	1	35	1	1	2	1.575	1	1	2	1.277
225	6	1	36	2	1	2	1.488	1	0	2	1.491
231	6	1	37	1	2	2	2.203	1	1	3	1.584
237	6	1	38	1	1	2	1.9	1	1	3	1.025
243	6	1	39	1	2	2	2.659	1	1	3	1.643
249	6	1	40	1	2	2	1.338	1	1	3	0.962
255	6	1	41	2	1	2	1.597	1	0	3	1.093
261	6	1	42	2	1	1	2.829	2	1	 n/a	 n/a
267	6	1	43	1	1	1	1.153	1	1	3	0.925
273	6	1	44	2	1	2	1.395	2	1	4	0.626
279	6	1	45	1	1	2	1.088	1	1	4	0.743
285	6	1	46	2	1	2	2.15	2	1	2	1.346
291	6	1	47	2	2	1	1.83	2	1	3	1.272
297	6	1	48	1	1	2	1.882	1	1	2	1.151
303	6	1	49	2	1	2	1.174	2	1	3	1.489
309	6	1	50	1	2	2	1.023	1	1	4	0.45
315	6	1	51	1	1	1	2.432	1	1	4	1.249
321	6	1	52	2	1	1	2.294	2	1	4	1.987
327	6	1	53	2	2	2	1.548	2	1	3	1.023
333	6	1	54	2	2	1	1.465	1	0	2	1.889
339	6	1	55	2	2	1	2.599	2	1	3	1.084
345	6	1	56	2	2	2	2.452	1	0	2	1.649
351	6	1	57	2	1	1	2.708	1	0	1	0.572
357	6	1	58	2	1	1	1.451	2	1	3	0.887
363	6	1	59	2	2	1	2.217	2	1	2	1.616
369	6	1	60	2	1	2	2.074	1	0	1	0.739
375	6	1	61	1	1	1	2.155	1	1	3	1.266
381	6	1	62	2	1	2	1.366	2	1	4	1.705
387	6	1	63	2	2	2	1.922	2	1	3	1.316
393	6	1	64	2	1	1	2.243	1	0	3	1.082
399	6	1	65	1	2	1	1.871	2	0	2	1.728
405	6	1	66	1	2	1	1.334	1	1	3	1.264
411	6	1	67	1	1	2	2.13	1	1	3	0.848
417	6	1	68	2	2	1	2.558	2	1	3	1.415
423	6	1	69	1	1	2	1.423	1	1	4	0.975
429	6	1	70	1	1	1	1.497	1	1	4	0.695
435	6	1	71	1	1	1	2.24	1	1	3	1.448
441	6	1	72	2	2	2	1.16	2	1	4	0.666
447	6	1	73	2	1	1	1.569	1	0	2	1.654
453	6	1	74	1	2	1	1.356	1	1	3	1.349
459	6	1	75	2	2	2	1.36	2	1	4	0.5
465	6	1	76	1	2	2	1.083	1	1	3	0.838
471	6	1	77	1	2	1	0.993	1	1	3	0.649
477	6	1	78	2	2	2	2.458	1	0	2	1.334
483	6	1	79	1	2	1	1.156	1	1	3	0.676
489	6	1	80	1	2	1	1.248	1	1	4	1.046
495	6	1	81	1	1	1	1.301	1	1	4	1.585
501	6	1	82	1	1	1	1.841	1	1	3	1.817
507	6	1	83	1	1	1	2.876	1	1	3	1.357
513	6	1	84	2	2	2	1.295	2	1	4	0.823
519	6	1	85	1	2	2	0.98	1	1	3	1.964
525	6	1	86	2	2	1	2.392	1	0	1	1.823
531	6	1	87	2	1	2	1.358	1	0	3	1.513
537	6	1	88	1	2	1	2.126	1	1	3	1.264
543	6	1	89	2	2	1	1.757	2	1	3	1.13
549	6	1	90	1	2	2	2.491	1	1	2	1.361
555	6	1	91	1	2	2	1.487	1	1	3	2.045
561	6	1	92	1	1	2	2.685	2	0	3	1.665
567	6	1	93	1	1	2	1.081	1	1	4	0.467
573	6	1	94	2	2	2	1.301	2	1	4	0.668
579	6	1	95	2	1	2	1.816	2	1	3	1.735
585	6	1	96	2	2	2	2.099	2	1	3	1.044
