onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	1	2	2.366	2	1	4	1.72
21	6	1	2	2	1	2	2.053	1	0	2	1.778
27	6	1	3	2	1	2	2.078	1	0	 n/a	 n/a
33	6	1	4	2	2	1	2.151	1	0	2	1.418
39	6	1	5	2	2	1	2.58	2	1	3	1.281
45	6	1	6	1	2	2	1.243	1	1	4	0.873
51	6	1	7	2	2	2	1.741	2	1	4	1.285
57	6	1	8	1	1	1	1.447	1	1	3	1.256
63	6	1	9	1	2	2	2.129	1	1	3	1.417
69	6	1	10	2	1	1	1.724	2	1	3	1.965
75	6	1	11	1	1	2	1.329	1	1	3	1.011
81	6	1	12	1	2	1	2.288	1	1	4	1.635
87	6	1	13	1	2	2	2.425	1	1	2	1.075
93	6	1	14	2	1	2	2.075	2	1	1	2.205
99	6	1	15	2	2	1	1.732	2	1	3	0.986
105	6	1	16	1	1	1	1.56	2	0	3	1.095
111	6	1	17	1	1	1	1.129	1	1	3	0.987
117	6	1	18	1	2	2	1.254	1	1	4	0.953
123	6	1	19	2	2	1	1.73	2	1	4	0.672
129	6	1	20	1	2	2	1.542	1	1	4	0.843
135	6	1	21	2	2	1	1.469	2	1	4	1.303
141	6	1	22	1	2	2	2.424	1	1	2	1.817
147	6	1	23	1	2	1	2.433	1	1	3	1.457
153	6	1	24	1	2	2	1.511	1	1	4	1.5
159	6	1	25	2	1	1	1.927	2	1	3	1.264
165	6	1	26	2	2	1	2.167	2	1	3	2.439
171	6	1	27	2	2	2	1.738	2	1	2	1.105
177	6	1	28	1	1	1	1.682	2	0	2	2.555
183	6	1	29	1	2	1	1.689	1	1	3	0.698
189	6	1	30	1	2	2	1.128	1	1	4	0.53
195	6	1	31	2	1	1	1.455	1	0	3	1.127
201	6	1	32	2	1	2	1.74	1	0	3	0.797
207	6	1	33	1	1	2	1.35	2	0	2	1.123
213	6	1	34	1	1	2	2.263	1	1	4	2.129
219	6	1	35	2	2	1	2.256	2	1	2	1.057
225	6	1	36	1	1	2	1.267	1	1	2	1.417
231	6	1	37	1	2	2	1.614	1	1	3	0.576
237	6	1	38	2	2	1	2.467	2	1	3	0.715
243	6	1	39	1	2	2	1.496	1	1	4	0.934
249	6	1	40	2	1	1	2.069	2	1	2	1.248
255	6	1	41	1	1	2	1.632	1	1	3	1.13
261	6	1	42	1	1	1	1.293	1	1	4	1.736
267	6	1	43	2	1	1	2.14	2	1	2	1.696
273	6	1	44	2	2	2	2.913	2	1	4	1.46
279	6	1	45	1	1	1	2.357	1	1	2	1.303
285	6	1	46	2	1	1	2.321	2	1	3	0.865
291	6	1	47	1	2	2	1.579	1	1	3	1.206
297	6	1	48	1	2	1	2.223	1	1	2	1.111
303	6	1	49	2	1	2	1.237	1	0	3	1.285
309	6	1	50	1	1	2	1.455	1	1	4	1.255
315	6	1	51	2	1	1	1.578	1	0	3	1.551
321	6	1	52	2	1	1	1.541	1	0	2	1.563
327	6	1	53	1	2	1	1.554	1	1	3	1.097
333	6	1	54	2	2	2	2.408	2	1	4	1.665
339	6	1	55	1	2	2	2.158	1	1	2	0.855
345	6	1	56	2	2	2	1.829	2	1	4	0.917
351	6	1	57	1	1	2	1.515	1	1	4	1.359
357	6	1	58	2	2	2	2.04	2	1	2	0.955
363	6	1	59	2	2	2	2.813	1	0	2	1.001
369	6	1	60	2	1	2	2.05	1	0	2	1.886
375	6	1	61	1	1	1	1.988	1	1	3	1.632
381	6	1	62	2	1	2	2.237	2	1	3	1.331
387	6	1	63	2	2	2	2.416	2	1	3	1.497
393	6	1	64	1	1	2	1.133	1	1	4	0.723
399	6	1	65	1	2	1	1.098	1	1	3	1.047
405	6	1	66	2	1	1	2.029	1	0	2	1.065
411	6	1	67	2	2	2	1.973	2	1	3	0.795
417	6	1	68	2	1	1	2.242	2	1	3	1.345
423	6	1	69	2	2	2	2.824	2	1	3	1.863
429	6	1	70	1	1	1	1.43	1	1	4	1.368
435	6	1	71	2	2	1	1.544	1	0	3	2.224
441	6	1	72	2	1	2	2.158	2	1	2	1.195
447	6	1	73	2	1	2	2.16	2	1	2	1.066
453	6	1	74	2	1	2	1.36	1	0	3	1.547
459	6	1	75	1	2	1	1.727	1	1	4	1.578
465	6	1	76	1	1	1	1.827	1	1	3	1.132
471	6	1	77	1	1	2	1.358	1	1	4	0.686
477	6	1	78	1	1	1	2.355	1	1	2	1.3
483	6	1	79	1	1	2	1.338	1	1	3	1.152
489	6	1	80	2	1	1	2.06	1	0	2	1.895
495	6	1	81	2	1	1	1.977	1	0	1	0.775
501	6	1	82	2	1	2	2.22	1	0	3	1.889
507	6	1	83	2	2	1	1.733	2	1	4	0.976
513	6	1	84	2	2	1	1.411	1	0	2	2.716
519	6	1	85	1	2	1	2.828	2	0	3	1.494
525	6	1	86	1	1	2	1.522	1	1	3	1.43
531	6	1	87	1	1	2	2.938	1	1	3	1.042
537	6	1	88	1	1	1	1.174	1	1	4	1.521
543	6	1	89	2	2	2	1.985	1	0	2	1.156
549	6	1	90	1	2	1	3.154	2	0	3	0.629
555	6	1	91	1	1	1	2.548	1	1	3	1.049
561	6	1	92	2	2	2	2.042	1	0	2	1.332
567	6	1	93	1	2	1	1.943	1	1	4	1.076
573	6	1	94	1	2	1	0.933	1	1	4	0.532
579	6	1	95	1	2	1	1.281	1	1	3	1.055
585	6	1	96	2	2	1	2.326	1	0	3	1.87
