onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	2	1	0.898	2
15	1	1	2	1	1	2	0.55	1
18	1	1	3	1	1	1	0.555	1
21	1	1	4	1	1	1	0.653	3
24	1	1	5	1	1	2	0.623	1
27	1	1	6	1	2	2	0.746	4
30	1	1	7	1	1	2	0.683	1
33	1	1	8	1	1	1	0.551	1
36	1	1	9	1	2	1	1.198	3
39	1	1	10	1	2	1	0.715	1
42	1	1	11	1	2	2	1.13	3
45	1	1	12	1	2	2	0.681	3
63	1	2	1	2	1	1	0.531	1
66	1	2	2	2	2	1	0.861	3
69	1	2	3	2	1	1	1.017	1
72	1	2	4	2	1	1	0.61	1
75	1	2	5	2	2	2	0.727	4
78	1	2	6	2	2	2	0.903	3
81	1	2	7	2	1	2	0.57	1
84	1	2	8	2	1	2	0.585	1
87	1	2	9	2	1	2	0.507	1
90	1	2	10	2	2	1	0.696	4
93	1	2	11	2	2	2	0.764	3
96	1	2	12	2	2	1	0.693	3
114	1	3	1	3	2	1	0.605	1
117	1	3	2	3	1	2	0.52	4
120	1	3	3	3	2	2	0.669	1
123	1	3	4	3	2	2	0.557	1
126	1	3	5	3	2	1	0.506	1
129	1	3	6	3	2	2	0.766	2
132	1	3	7	3	1	1	0.702	4
135	1	3	8	3	1	2	0.507	4
138	1	3	9	3	1	1	0.578	4
141	1	3	10	3	2	1	1.143	2
144	1	3	11	3	1	2	0.647	4
147	1	3	12	3	1	1	0.543	4
165	1	4	1	2	2	1	1.25	3
168	1	4	2	2	1	1	 NaN	 NaN
171	1	4	3	2	1	2	0.504	1
174	1	4	4	2	2	2	0.826	3
177	1	4	5	2	1	1	0.403	1
180	1	4	6	2	2	1	0.981	3
183	1	4	7	2	1	1	0.542	1
186	1	4	8	2	1	2	0.411	1
189	1	4	9	2	2	2	0.691	3
192	1	4	10	2	1	2	0.417	1
195	1	4	11	2	2	1	0.653	3
198	1	4	12	2	2	2	0.678	4
216	1	5	1	1	2	1	1.287	1
219	1	5	2	1	2	1	0.699	1
222	1	5	3	1	1	2	0.89	1
225	1	5	4	1	2	2	0.745	2
228	1	5	5	1	1	2	0.908	2
231	1	5	6	1	2	2	0.584	1
234	1	5	7	1	2	2	0.725	1
237	1	5	8	1	1	2	0.803	2
240	1	5	9	1	1	1	0.62	3
243	1	5	10	1	2	1	0.565	1
246	1	5	11	1	1	1	0.887	2
249	1	5	12	1	1	1	0.661	1
267	1	6	1	3	1	2	1.351	4
270	1	6	2	3	2	1	0.673	1
273	1	6	3	3	1	1	1.302	4
276	1	6	4	3	2	2	0.849	1
279	1	6	5	3	1	2	0.667	4
282	1	6	6	3	1	1	0.496	4
285	1	6	7	3	2	1	0.758	1
288	1	6	8	3	1	1	0.772	4
291	1	6	9	3	2	2	0.759	2
294	1	6	10	3	1	2	1.079	4
297	1	6	11	3	2	2	1.252	4
300	1	6	12	3	2	1	0.862	1
