onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	2	1	1.642	2
15	1	1	2	1	1	1	0.968	1
18	1	1	3	1	2	1	0.707	1
21	1	1	4	1	2	2	0.715	1
24	1	1	5	1	1	1	0.703	2
27	1	1	6	1	1	2	0.903	3
30	1	1	7	1	2	2	1.167	1
33	1	1	8	1	1	2	0.896	2
36	1	1	9	1	2	1	0.649	3
39	1	1	10	1	1	2	0.748	2
42	1	1	11	1	1	1	0.655	3
45	1	1	12	1	2	2	0.684	1
63	1	2	1	2	2	2	0.87	4
66	1	2	2	2	2	1	1.769	1
69	1	2	3	2	1	2	0.714	1
72	1	2	4	2	1	1	0.559	1
75	1	2	5	2	2	1	0.979	3
78	1	2	6	2	1	2	0.515	1
81	1	2	7	2	2	2	0.711	3
84	1	2	8	2	2	2	 NaN	 NaN
87	1	2	9	2	1	1	0.887	1
90	1	2	10	2	1	2	0.557	1
93	1	2	11	2	1	1	0.637	1
96	1	2	12	2	2	1	0.714	4
114	1	3	1	3	2	1	1.371	1
117	1	3	2	3	2	1	0.675	1
120	1	3	3	3	2	2	0.517	1
123	1	3	4	3	1	1	0.878	4
126	1	3	5	3	2	1	0.576	1
129	1	3	6	3	1	2	1.085	4
132	1	3	7	3	2	2	0.525	1
135	1	3	8	3	1	2	0.641	4
138	1	3	9	3	1	1	0.826	4
141	1	3	10	3	1	1	0.708	4
144	1	3	11	3	1	2	0.519	4
147	1	3	12	3	2	2	0.729	1
165	1	4	1	2	2	2	0.919	4
168	1	4	2	2	1	1	0.486	1
171	1	4	3	2	1	2	0.493	1
174	1	4	4	2	1	2	0.493	1
177	1	4	5	2	1	1	0.632	1
180	1	4	6	2	1	2	0.602	1
183	1	4	7	2	1	1	0.492	1
186	1	4	8	2	2	1	0.626	4
189	1	4	9	2	2	2	0.873	3
192	1	4	10	2	2	2	0.921	3
195	1	4	11	2	2	1	0.957	4
198	1	4	12	2	2	1	0.822	3
216	1	5	1	1	2	1	1.292	1
219	1	5	2	1	1	1	0.777	1
222	1	5	3	1	2	1	0.608	1
225	1	5	4	1	1	1	0.594	1
228	1	5	5	1	1	2	0.745	3
231	1	5	6	1	1	2	0.934	4
234	1	5	7	1	2	2	0.805	1
237	1	5	8	1	1	2	0.802	1
240	1	5	9	1	2	2	0.822	3
243	1	5	10	1	1	1	1.123	2
246	1	5	11	1	2	2	0.667	1
249	1	5	12	1	2	1	0.948	1
267	1	6	1	3	1	1	0.867	1
270	1	6	2	3	2	2	0.587	1
273	1	6	3	3	2	1	1.062	1
276	1	6	4	3	1	1	0.837	4
279	1	6	5	3	2	1	1.275	2
282	1	6	6	3	2	1	0.737	1
285	1	6	7	3	2	2	0.824	1
288	1	6	8	3	2	2	0.619	1
291	1	6	9	3	1	2	0.516	4
294	1	6	10	3	1	2	0.856	4
297	1	6	11	3	1	1	0.542	4
300	1	6	12	3	1	2	0.563	4
