onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	2	1	1	1.12	2	1	4	1.266
21	6	1	2	2	2	1	3.07	1	0	2	1.291
27	6	1	3	2	2	1	2.007	2	1	4	0.668
33	6	1	4	1	2	2	1.196	1	1	4	0.77
39	6	1	5	2	2	2	2.022	2	1	4	0.711
45	6	1	6	2	1	1	2.474	2	1	1	0.922
51	6	1	7	2	2	1	2.966	2	1	4	0.963
57	6	1	8	2	1	1	3.088	1	0	2	1.23
63	6	1	9	1	2	1	2.453	1	1	3	1.45
69	6	1	10	2	1	2	1.315	2	1	4	0.793
75	6	1	11	1	2	1	2.758	2	0	 n/a	 n/a
81	6	1	12	2	2	2	1.842	2	1	4	0.7
87	6	1	13	1	1	1	1.752	2	0	2	1.246
93	6	1	14	2	1	2	1.61	2	1	3	1.883
99	6	1	15	1	1	1	2.092	1	1	3	0.791
105	6	1	16	2	1	1	1.998	1	0	1	0.803
111	6	1	17	1	1	2	2.456	1	1	3	0.747
117	6	1	18	1	1	1	1.451	1	1	4	0.77
123	6	1	19	1	1	2	1.524	1	1	2	1.084
129	6	1	20	2	2	1	2.119	2	1	3	1.336
135	6	1	21	2	1	1	2.992	2	1	3	0.906
141	6	1	22	1	1	2	1.96	2	0	2	1.224
147	6	1	23	1	1	1	1.092	1	1	4	0.557
153	6	1	24	2	1	2	1.86	1	0	2	2.439
159	6	1	25	1	2	2	2.088	1	1	4	0.637
165	6	1	26	1	2	2	2.344	1	1	2	0.843
171	6	1	27	2	1	2	2.554	2	1	3	1.081
177	6	1	28	2	2	2	1.438	2	1	4	0.411
183	6	1	29	2	1	2	1.532	2	1	4	0.426
189	6	1	30	2	1	1	1.466	1	0	2	1.831
195	6	1	31	1	2	1	3.591	1	1	 n/a	 n/a
201	6	1	32	2	1	2	2.752	1	0	1	1.282
207	6	1	33	1	2	1	1.99	2	0	3	0.726
213	6	1	34	1	1	1	2.076	1	1	2	0.915
219	6	1	35	1	2	2	1.607	1	1	3	0.626
225	6	1	36	2	1	2	1.616	1	0	1	1.116
231	6	1	37	2	1	1	2.309	1	0	3	0.519
237	6	1	38	2	2	2	2.764	1	0	2	0.59
243	6	1	39	2	1	1	2.13	1	0	3	0.776
249	6	1	40	1	2	1	1.705	2	0	3	0.931
255	6	1	41	1	2	2	2.05	1	1	2	0.823
261	6	1	42	2	2	2	1.605	2	1	3	0.552
267	6	1	43	1	1	2	2.839	1	1	3	0.638
273	6	1	44	2	2	1	1.591	2	1	4	0.809
279	6	1	45	1	2	1	2.136	2	0	1	1.296
285	6	1	46	2	1	2	3.426	1	0	2	0.827
291	6	1	47	1	2	1	2.216	2	0	2	1.84
297	6	1	48	1	1	1	3.045	1	1	 n/a	 n/a
303	6	1	49	1	2	1	2.057	1	1	3	0.72
309	6	1	50	1	2	2	1.134	1	1	4	0.329
315	6	1	51	1	1	1	1.059	1	1	3	0.59
321	6	1	52	1	1	2	1.212	1	1	4	0.284
327	6	1	53	2	1	1	1.335	2	1	3	0.731
333	6	1	54	2	2	2	1.254	2	1	4	0.354
339	6	1	55	1	1	1	1.978	1	1	2	0.633
345	6	1	56	1	1	2	1.458	1	1	2	1.124
351	6	1	57	2	1	1	1.141	2	1	4	0.45
357	6	1	58	1	1	1	1.562	1	1	3	1.159
363	6	1	59	2	2	2	1.141	2	1	2	1.157
369	6	1	60	1	2	2	1.504	2	0	2	1.123
375	6	1	61	2	2	2	1.638	2	1	3	0.703
381	6	1	62	2	2	2	1.465	2	1	4	0.342
387	6	1	63	2	2	2	2.12	1	0	1	2.531
393	6	1	64	1	1	2	2.201	1	1	3	0.579
399	6	1	65	1	1	2	2.24	2	0	2	1.318
405	6	1	66	2	2	1	2.545	1	0	 n/a	 n/a
411	6	1	67	1	1	2	2.179	2	0	2	0.763
417	6	1	68	1	2	2	1.588	1	1	4	0.678
423	6	1	69	1	2	2	2.508	1	1	3	0.714
429	6	1	70	1	1	2	1.827	1	1	2	1.68
435	6	1	71	1	2	2	1.59	1	1	4	0.277
441	6	1	72	2	2	2	2.871	2	1	3	0.682
447	6	1	73	1	1	2	2.297	1	1	2	0.62
453	6	1	74	2	2	1	3.713	2	1	3	0.663
459	6	1	75	1	2	1	1.814	1	1	4	0.325
465	6	1	76	1	2	2	1.115	1	1	4	0.517
471	6	1	77	1	1	1	2.154	1	1	2	0.614
477	6	1	78	1	2	1	2.607	1	1	4	0.513
483	6	1	79	2	2	1	1.329	2	1	4	0.256
489	6	1	80	1	2	2	1.067	1	1	4	0.267
495	6	1	81	2	2	1	1.31	2	1	3	1.021
501	6	1	82	2	1	2	2.558	1	0	2	0.938
507	6	1	83	1	1	1	2.761	1	1	3	0.501
513	6	1	84	2	2	1	2.193	2	1	2	1.366
519	6	1	85	1	2	1	1.828	1	1	4	0.349
525	6	1	86	1	1	2	0.874	1	1	4	0.248
531	6	1	87	2	1	2	2.245	2	1	2	1.037
537	6	1	88	2	1	2	3.33	2	1	2	1.002
543	6	1	89	2	1	1	3.433	1	0	 n/a	 n/a
549	6	1	90	2	2	1	2.521	2	1	3	0.663
555	6	1	91	1	1	1	0.933	1	1	3	0.897
561	6	1	92	2	1	1	1.618	2	1	3	0.758
567	6	1	93	2	2	2	2.299	2	1	4	0.409
573	6	1	94	2	2	1	1.617	2	1	3	0.753
579	6	1	95	2	1	2	1.522	2	1	2	1.277
585	6	1	96	1	2	1	1.459	1	1	3	0.84
