onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	3	1	1	1.271	1
15	1	1	2	3	1	1	1.02	1
18	1	1	3	3	1	2	1.682	1
21	1	1	4	3	1	1	1.132	1
24	1	1	5	3	1	2	1.234	1
27	1	1	6	3	2	2	0.946	2
30	1	1	7	3	1	2	1.062	1
33	1	1	8	3	2	2	0.738	3
36	1	1	9	3	2	2	 n/a	 n/a
39	1	1	10	3	2	1	1.118	3
42	1	1	11	3	2	1	1.135	4
45	1	1	12	3	2	1	1.455	4
63	1	2	1	2	1	1	1.101	1
66	1	2	2	2	1	1	 n/a	 n/a
69	1	2	3	2	2	2	1.365	2
72	1	2	4	2	1	2	0.804	1
75	1	2	5	2	2	1	1.221	2
78	1	2	6	2	1	1	1.912	1
81	1	2	7	2	2	1	0.994	3
84	1	2	8	2	1	2	1.888	2
87	1	2	9	2	2	2	1.072	3
90	1	2	10	2	2	2	1.146	4
93	1	2	11	2	1	2	0.969	1
96	1	2	12	2	2	1	1.661	2
114	1	3	1	1	1	1	0.965	2
117	1	3	2	1	2	2	1.507	1
120	1	3	3	1	2	1	1.401	1
123	1	3	4	1	1	1	1.117	3
126	1	3	5	1	2	1	1.275	2
129	1	3	6	1	1	2	0.839	1
132	1	3	7	1	2	2	1.225	1
135	1	3	8	1	2	2	0.721	1
138	1	3	9	1	1	2	0.925	1
141	1	3	10	1	2	1	1.055	1
144	1	3	11	1	1	1	0.816	3
147	1	3	12	1	1	2	1.444	2
165	1	4	1	2	1	1	1.282	1
168	1	4	2	2	2	1	1.651	1
171	1	4	3	2	2	1	1.281	2
174	1	4	4	2	1	2	0.936	1
177	1	4	5	2	1	1	0.934	1
180	1	4	6	2	2	2	1.129	3
183	1	4	7	2	1	1	1.256	2
186	1	4	8	2	2	2	1.255	3
189	1	4	9	2	2	2	1.177	4
192	1	4	10	2	2	1	1.02	4
195	1	4	11	2	1	2	1.654	1
198	1	4	12	2	1	2	0.985	1
216	1	5	1	1	1	1	1.201	2
219	1	5	2	1	2	1	1.019	1
222	1	5	3	1	1	1	1.757	2
225	1	5	4	1	1	2	1.38	1
228	1	5	5	1	2	1	0.996	1
231	1	5	6	1	2	1	1.272	1
234	1	5	7	1	1	2	1.02	1
237	1	5	8	1	1	1	1.439	2
240	1	5	9	1	2	2	1.521	1
243	1	5	10	1	2	2	1.462	1
246	1	5	11	1	2	2	1.129	1
249	1	5	12	1	1	2	1.261	3
267	1	6	1	3	2	2	0.73	1
270	1	6	2	3	2	1	1.211	2
273	1	6	3	3	1	2	0.758	4
276	1	6	4	3	2	1	1.69	2
279	1	6	5	3	1	2	 n/a	 n/a
282	1	6	6	3	1	1	1.534	1
285	1	6	7	3	2	1	1.182	3
288	1	6	8	3	2	2	 n/a	 n/a
291	1	6	9	3	2	2	0.807	1
294	1	6	10	3	1	1	0.759	4
297	1	6	11	3	1	1	0.976	4
300	1	6	12	3	1	2	1.188	4
