onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	2	0.947	2
15	1	1	2	1	2	1	0.839	2
18	1	1	3	1	1	1	1.998	2
21	1	1	4	1	2	1	1.654	1
24	1	1	5	1	2	2	0.798	3
27	1	1	6	1	2	2	1.288	3
30	1	1	7	1	1	2	0.787	3
33	1	1	8	1	1	1	1.176	2
36	1	1	9	1	2	1	1.387	2
39	1	1	10	1	1	2	1.506	2
42	1	1	11	1	2	2	0.981	1
45	1	1	12	1	1	1	0.905	2
63	1	2	1	2	2	1	1.303	3
66	1	2	2	2	1	2	1.497	1
69	1	2	3	2	1	1	1.59	1
72	1	2	4	2	2	2	1.697	3
75	1	2	5	2	2	2	1.624	3
78	1	2	6	2	1	2	1.21	1
81	1	2	7	2	1	1	 n/a	 n/a
84	1	2	8	2	2	2	1.191	3
87	1	2	9	2	1	1	1.655	3
90	1	2	10	2	1	2	0.888	1
93	1	2	11	2	2	1	1.304	3
96	1	2	12	2	2	1	1.342	3
114	1	3	1	1	2	1	1.027	1
117	1	3	2	1	1	1	1.02	3
120	1	3	3	1	2	2	1.428	2
123	1	3	4	1	1	1	1.571	1
126	1	3	5	1	2	1	0.574	1
129	1	3	6	1	1	1	0.748	1
132	1	3	7	1	1	2	0.738	1
135	1	3	8	1	1	2	0.941	2
138	1	3	9	1	2	1	1.246	3
141	1	3	10	1	2	2	1.248	3
144	1	3	11	1	2	2	1.059	2
147	1	3	12	1	1	2	0.938	3
165	1	4	1	3	1	1	0.801	4
168	1	4	2	3	2	2	1.124	1
171	1	4	3	3	1	1	0.737	4
174	1	4	4	3	1	2	0.535	4
177	1	4	5	3	2	1	1.69	2
180	1	4	6	3	1	2	1.297	4
183	1	4	7	3	1	1	0.503	4
186	1	4	8	3	2	1	1.487	3
189	1	4	9	3	1	2	0.707	4
192	1	4	10	3	2	2	1.105	2
195	1	4	11	3	2	2	1.31	1
198	1	4	12	3	2	1	1.27	2
216	1	5	1	2	1	1	0.73	4
219	1	5	2	2	2	1	0.98	4
222	1	5	3	2	2	2	0.92	2
225	1	5	4	2	1	2	0.909	3
228	1	5	5	2	2	1	0.708	3
231	1	5	6	2	2	1	1.067	4
234	1	5	7	2	2	2	0.977	2
237	1	5	8	2	1	1	0.664	3
240	1	5	9	2	1	2	0.752	1
243	1	5	10	2	1	1	0.847	1
246	1	5	11	2	1	2	1.572	3
249	1	5	12	2	2	2	1.214	3
267	1	6	1	3	1	1	0.584	4
270	1	6	2	3	2	2	1.263	1
273	1	6	3	3	2	2	1.093	1
276	1	6	4	3	1	1	0.981	4
279	1	6	5	3	1	2	0.691	4
282	1	6	6	3	1	2	0.52	4
285	1	6	7	3	1	2	0.546	4
288	1	6	8	3	2	1	0.867	1
291	1	6	9	3	2	1	1.269	2
294	1	6	10	3	2	1	0.857	1
297	1	6	11	3	1	1	0.74	4
300	1	6	12	3	2	2	0.764	1
