onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	3	2	2	0.906	1
15	1	1	2	3	1	1	0.773	4
18	1	1	3	3	2	2	0.691	1
21	1	1	4	3	2	1	1.242	3
24	1	1	5	3	1	2	0.923	4
27	1	1	6	3	2	1	0.849	1
30	1	1	7	3	2	1	0.796	2
33	1	1	8	3	1	2	0.757	4
36	1	1	9	3	1	1	0.749	4
39	1	1	10	3	1	1	0.559	4
42	1	1	11	3	2	2	1.32	1
45	1	1	12	3	1	2	0.777	4
63	1	2	1	2	2	2	1.032	3
66	1	2	2	2	1	1	1.13	1
69	1	2	3	2	2	1	1.035	4
72	1	2	4	2	1	1	0.899	1
75	1	2	5	2	2	2	0.869	3
78	1	2	6	2	1	2	1.173	2
81	1	2	7	2	2	1	1.063	3
84	1	2	8	2	1	2	1.02	1
87	1	2	9	2	1	2	1.556	3
90	1	2	10	2	2	2	1.187	4
93	1	2	11	2	1	1	1.305	3
96	1	2	12	2	2	1	1.045	3
114	1	3	1	1	2	2	1.059	2
117	1	3	2	1	2	1	1.279	2
120	1	3	3	1	2	2	0.688	3
123	1	3	4	1	2	2	1.042	3
126	1	3	5	1	1	2	0.502	1
129	1	3	6	1	2	1	0.566	1
132	1	3	7	1	2	1	1.189	2
135	1	3	8	1	1	1	1.142	3
138	1	3	9	1	1	1	1.293	3
141	1	3	10	1	1	2	1.681	2
144	1	3	11	1	1	1	0.924	2
147	1	3	12	1	1	2	1.104	2
165	1	4	1	3	2	2	0.881	1
168	1	4	2	3	2	2	1.118	1
171	1	4	3	3	1	2	0.884	4
174	1	4	4	3	2	1	1.131	1
177	1	4	5	3	1	1	0.643	3
180	1	4	6	3	1	2	0.725	4
183	1	4	7	3	2	1	0.586	1
186	1	4	8	3	2	1	1.107	2
189	1	4	9	3	1	2	0.759	4
192	1	4	10	3	1	1	0.913	4
195	1	4	11	3	1	1	0.7	4
198	1	4	12	3	2	2	1.139	1
216	1	5	1	1	2	2	1.02	2
219	1	5	2	1	2	2	1.853	2
222	1	5	3	1	1	2	1.695	3
225	1	5	4	1	1	1	1.396	1
228	1	5	5	1	2	1	1.298	2
231	1	5	6	1	1	1	0.964	3
234	1	5	7	1	1	1	0.88	4
237	1	5	8	1	2	2	1.186	1
240	1	5	9	1	2	1	1.52	2
243	1	5	10	1	1	2	1.527	2
246	1	5	11	1	1	2	1.2	3
249	1	5	12	1	2	1	1.186	1
267	1	6	1	2	2	1	1.439	4
270	1	6	2	2	1	1	1.325	2
273	1	6	3	2	2	2	1.205	3
276	1	6	4	2	1	2	1.652	3
279	1	6	5	2	1	2	0.828	3
282	1	6	6	2	1	1	1.395	3
285	1	6	7	2	1	1	0.922	2
288	1	6	8	2	2	2	1.107	3
291	1	6	9	2	2	1	0.743	4
294	1	6	10	2	1	2	0.809	3
297	1	6	11	2	2	1	1.111	2
300	1	6	12	2	2	2	1.045	3
